"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00475469","1949","43.03333","-87.96667",,"WEST ALLIS, WI US","3451.5","","3451.5",""
