"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CDMC","2003","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1516.4","","1516.4","U","","","","","",""
"USR0000CDMC","2005","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","814.9","","814.9","U","0","U","16","U","0","U","216","U","85","U","-2.2","U,1127,","42.2","U,0714,","-2.2","U,1127","-2.2","U,1127","","","0.0","U,0208","","","","","","","1692.7","","1692.7","U","16.46","U","24.07","U","8.84","U"
"USR0000CDMC","2006","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","1001.2","","1001.2","U","0","U","40","U","0","U","224","U","111","U","-3.9","U,0216,","42.8","U,0725,+","-1.1","U,1126","-2.8","U,1129","","","0.0","U,0322","-2.8","U,0312","","","","","1543.9","","1543.9","U","16.55","U","24.39","U","8.71","U"
"USR0000CDMC","2007","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","940.2","","940.2","U","0","U","39","U","0","U","228","U","101","U","-7.8","U,0114,","44.4","U,0706,+","-0.6","U,1124","","","","","0.0","U,0419","-2.2","U,0122","-5.0","U,0118","-7.8","U,0114","1525.9","","1525.9","U","16.64","U","24.61","U","8.67","U"
"USR0000CDMC","2008","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","","","","","0","U","21","U","0","U","216","U","118","U","-2.2","U,1227,","42.2","U,0709,","0.0","U,1012","-2.2","U,1227","","","-1.1","U,0317","","","","","","","1578.7","","1578.7","U","17.11","U","24.43","U","9.80","U"
"USR0000CDMC","2009","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","976.7","","976.7","U","0","U","19","U","0","U","222","U","109","U","-2.8","U,1208,","43.3","U,0719,","0.0","U,1029","-2.8","U,1208","","","-0.6","U,0404","","","","","","","","","","","16.88","U","24.47","U","9.30","U"
"USR0000CDMC","2010","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1462.2","","1462.2","U","","","","","",""
"USR0000CDMC","2011","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","871.0","","871.0","U","0","U","13","U","0","U","202","U","101","U","-0.6","U,1203,+","40.6","U,0828,","-0.6","U,1203","","","","","0.0","U,0410","","","","","","","","","","","16.33","U","23.76","U","8.89","U"
"USR0000CDMC","2012","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1295.1","","1295.1","U","","","","","",""
"USR0000CDMC","2014","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","1118.6","","1118.6","U","0","U","11","U","0","U","252","U","124","U","-5.0","U,1231,","41.1","U,0801,+","0.0","U,1225","-5.0","U,1231","-5.0","U,1231","0.0","U,0203","","","","","","","1236.6","","1236.6","U","18.19","U","26.14","U","10.24","U"
"USR0000CDMC","2015","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","1041.0","","1041.0","U","0","U","27","U","0","U","247","U","104","U","-5.0","U,0101,","40.6","U,0729,+","0.0","U,1111","-2.2","U,1130","","","0.0","U,0304","-2.2","U,0103","-5.0","U,0101","","","1147.6","","1147.6","U","17.49","U","25.22","U","9.75","U"
"USR0000CDMC","2017","35.5317","-118.6303","718.1","DEMOCRAT CALIFORNIA, CA US","1101.0","","1101.0","U","0","U","17","U","0","U","225","U","105","U","-3.9","U,1222,","42.8","U,0902,+","0.0","U,1204","-2.2","U,1221","","","0.0","U,0307","-2.8","U,0225","","","","","1455.2","","1455.2","U","17.48","U","24.90","U","10.06","U"
