"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093084","1998","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","","","1415.7","","1415.7","W","","","","","","","","","0","W","54","W","0","W","245","W","135","W","-6.1","W,1224,","","","","","","","43.9","W,0715,+","-1.1","W,1110","-2.2","W,1207","-6.1","W,1224","","","-1.7","W,0417","-2.2","M,0308","-4.4","M,0109","","","","","","","","","","","","","18.25","W","26.76","W","9.73","W","","","","","","","",""
"USW00093084","1999","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.7","W","1302.8","","1302.8","W","39","W","21","W","","","","","0","W","52","W","0","W","270","W","133","W","-6.1","W,1216,","","","","","24.4",",W,0827,","42.2","W,0701,","-3.3","W,1123","-3.3","W,1123","-4.4","W,1125","","","0.0","W,0410","-3.3","W,0211","-4.4","W,0203","","","","","1116.0","","1116.0","W","173.1",",W","","","18.88","W","27.62","W","10.13","W","300","W","100","W","19.7","W","22.8","W"
"USW00093084","2000","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.7","W","1576.1","","1576.1","W","52","W","19","W","","","","","0","W","55","W","0","W","244","W","147","W","-6.7","W,1220,","","","","","43.4",",W,1011,","42.2","W,0728,+","-1.1","W,1109","-2.2","W,1113","-5.0","W,1119","-6.7","W,1220","-1.7","W,0308","-2.2","W,0226","-6.1","W,0108","","","","","1089.6","","1089.6","W","224.1",",W","","","19.08","W","27.39","W","10.77","W","10","W","20","W","21.5","W","26.4","W"
"USW00093084","2001","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.6","W","1533.2","","1533.2","W","50","W","20","W","","","","","0","W","61","W","0","W","258","W","148","W","-6.7","W,1226,","","","","","43.4",",W,0810,","42.8","W,0629,","-1.1","W,1124","-5.0","W,1127","-5.0","W,1127","-6.7","W,1226","-0.6","W,0316","-2.2","W,0301","-4.4","W,0216","","","","","1543.2","","1543.2","W","194.8",",W","","","18.81","W","27.18","W","10.43","W","50","W","90","W","23.2","W","35.3","W"
"USW00093084","2002","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.8","W","1530.8","","1530.8","W","37","W","14","W","","","","","0","W","52","W","0","W","262","W","140","W","-8.3","W,0303,","","","","","18.5",",W,0805,","43.3","W,0702,+","-0.6","W,1118","-4.4","W,1226","-4.4","W,1226","","","-1.1","W,0317","-2.8","W,0304","-8.3","W,0303","-8.3","W,0303","","","1212.3","","1212.3","W","124.7",",W","","","19.28","W","27.74","W","10.83","W","280","W","330","W","25.0","W","30.8","W"
"USW00093084","2003","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.8","W","1674.1","","1674.1","W","36","W","14","W","","","","","0","W","20","W","0","W","257","W","152","W","-8.3","W,1229,","","","","","20.6",",W,1112,","45.0","W,0709,","-0.6","W,1123","-3.3","W,1211","-4.4","W,1228","-8.3","W,1229","-2.2","W,0210","-2.2","W,0210","","","","","","","1108.9","","1108.9","W","104.9",",W","","","20.15","W","28.39","W","11.91","W","300","W","20","W","19.7","W","24.1","W"
"USW00093084","2004","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.6","W","1434.1","","1434.1","W","57","W","27","W","","","","","0","W","29","W","0","W","241","W","130","W","-7.2","W,1225,","","","","","20.6",",W,0304,","41.7","W,0603,","0.0","W,1102","-5.0","W,1130","-5.0","W,1130","-7.2","W,1225","0.0","W,0301","-3.3","W,0214","-5.0","W,0105","","","","","1037.9","","1037.9","W","223.2",",W","","","18.97","W","26.82","W","11.11","W","20","W","20","W","25.0","W","31.3","W"
"USW00093084","2005","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.6","B","1639.8","","1639.8","B","60","B","15","B","","","","","0","B","24","B","0","B","257","B","148","B","-7.8","B,1206,","","","","","18.0",",B,1008,","43.3","B,0715,","0.0","B,1119","-3.3","B,1129","-6.1","B,1205","-7.8","B,1206","-0.6","W,0317","","","","","","","","","1198.6","","1198.6","B","154.3",",B","","","19.87","B","28.11","B","11.63","B","280","B","290","B","23.7","B","29.5","B"
"USW00093084","2006","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.6","W","1530.2","","1530.2","W","56","W","16","W","","","","","0","W","41","W","0","W","282","W","135","W","-8.8","W,1130,","","","","","21.1",",W,1009,","43.3","W,0619,","-3.2","W,1129","-3.2","W,1129","-8.8","W,1130","-8.8","W,1130","-1.0","W,0314","-2.7","W,0313","","","","","","","966.8","","966.8","W","161.3",",W","","","19.45","W","27.78","W","11.10","W","10","W","10","W","22.8","W","28.6","W"
"USW00093084","2007","32.85472","-109.63528","968.0","SAFFORD MUNICIPAL AIRPORT, AZ US","3.5","W","1535.7","","1535.7","W","72","W","24","W","","","","","0","W","46","W","1","W","262","W","141","W","-10.5","W,0115,","","","","","20.1",",W,0119,","43.3","W,0703,+","-1.6","W,1125","-3.8","W,1215","-6.0","W,1223","-7.1","W,1226","0.0","W,0329","-3.2","W,0302","-8.2","W,0124","-8.2","W,0124","-10.5","W,0115","1327.6","","1327.6","W","229.1",",W","","","18.99","W","26.97","W","11.01","W","320","W","300","W","19.2","W","25.9","W"
