"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00065266","1970","41.3","-72.93333","6.1","NEW HAVEN, CT US","519.2","","519.2","0","102","0","67","0","0","0","104","0","31","0","143","0","13","0","-17.2","0,0122,","63.5",",0,0402,","34.4","0,0923,","-0.6","0,1027","-5.0","0,1124","-5.0","0,1124","-9.4","0,1207","-9.4","0,1207","-1.1","0,0411","-3.3","0,0401","-7.2","0,0330","-7.2","0,0330","-14.4","0,0226","","","","","815.8",",0","11.41","0","16.05","0","6.77","0"
"USC00065266","1971","41.3","-72.93333","6.1","NEW HAVEN, CT US","539.2","","539.2","0","92","0","69","0","1","0","93","0","23","0","148","0","11","0","-17.8","0,0118,","96.5",",0,0912,","35.0","0,0709,","-1.1","0,1108","-5.0","0,1109","-5.0","0,1109","-6.7","0,1202","","","0.0","0,0409","-2.2","0,0326","-4.4","0,0324","-7.8","0,0210","-9.4","0,0209","3108.6","","3108.6","0","1071.6",",0","11.69","0","16.27","0","7.11","0"
"USC00065266","1972","41.3","-72.93333","6.1","NEW HAVEN, CT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850.4","","2850.4","0","","","","","","","",""
"USC00065266","1977","41.3","-72.93333","6.1","NEW HAVEN, CT US","","","","","124","0","101","0","","","","","25","0","154","0","34","0","","","59.7",",0,0405,","37.8","0,0722,+","","","","","","","","","","","","","","","","","","","","","","","","","1419.2",",0","","","17.09","0","",""
"USC00065266","1979","41.3","-72.93333","6.1","NEW HAVEN, CT US","573.5","","573.5","0","109","0","89","0","5","0","69","0","24","0","148","0","24","0","-18.9","0,0218,","132.1",",0,0121,","34.4","0,0801,+","-0.6","0,1117","-3.3","0,1203","-5.0","0,1217","-7.8","0,1218","","","-2.2","0,0408","-2.2","0,0408","-7.2","0,0316","-7.2","0,0316","-9.4","0,0220","","","","","1423.1",",0","12.40","0","16.93","0","7.88","0"
"USC00065266","1981","41.3","-72.93333","6.1","NEW HAVEN, CT US","","","","","87","0","70","0","","","","","","","","","","","","","81.3",",0,1025,","","","","","","","","","","","","","","","","","","","","","","","","","","","1074.4",",0","","","","","",""
"USC00065266","1983","41.3","-72.93333","6.1","NEW HAVEN, CT US","","","","","90","0","83","0","","","","","","","","","","","","","64.8",",0,1222,","","","","","","","","","","","","","","","","","","","","","","","","","","","1637.8",",0","","","","","",""
"USC00065266","1988","41.3","-72.93333","6.1","NEW HAVEN, CT US","","","","","67","0","52","0","","","","","","","","","","","","","79.5",",0,1120,","","","","","","","","","","","","","","","","","","","","","","","","","","","960.5",",0","","","","","",""
"USC00065266","1989","41.3","-72.93333","6.1","NEW HAVEN, CT US","","","","","90","0","74","0","","","","","","","","","","","","","96.5",",0,1020,","","","","","","","","","","","","","","","","","","","","","","","","","","","1457.6",",0","","","","","",""
"USC00065266","1990","41.3","-72.93333","6.1","NEW HAVEN, CT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1397.2",",0","","","","","",""
