"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBKD","1995","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","489.8","","489.8","U","0","U","0","U","0","U","136","U","20","U","1.7","U,0214,","37.8","U,0727,+","","","","","","","","","","","","","","","15.14","U","19.05","U","11.23","U"
"USR0000CBKD","1996","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","715.7","","715.7","U","0","U","0","U","0","U","153","U","34","U","0.6","U,0225,+","37.2","U,0809,+","","","","","","","","","","","1394.6","","1394.6","U","16.07","U","20.09","U","12.04","U"
"USR0000CBKD","1997","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","520.4","","520.4","U","0","U","4","U","0","U","172","U","15","U","-3.9","U,0114,+","37.8","U,0806,","","","","","","","0.0","U,0115","-3.9","U,0114","1454.6","","1454.6","U","15.68","U","19.97","U","11.39","U"
"USR0000CBKD","1998","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","556.9","","556.9","U","0","U","5","U","0","U","108","U","28","U","-5.0","U,1221,","41.7","U,0804,","-2.8","U,1220","-2.8","U,1220","-5.0","U,1221","","","","","1909.5","","1909.5","U","14.17","U","18.03","U","10.31","U"
"USR0000CBKD","1999","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","512.8","","512.8","U","0","U","3","U","0","U","143","U","20","U","0.0","U,0409,+","38.9","U,0711,","","","","","","","0.0","U,0409","","","2017.0","","2017.0","U","14.77","U","19.14","U","10.40","U"
"USR0000CBKD","2000","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","540.2","","540.2","U","0","U","0","U","0","U","146","U","25","U","2.2","U,0102,","40.6","U,0614,","","","","","","","","","","","1558.3","","1558.3","U","15.06","U","19.26","U","10.85","U"
"USR0000CBKD","2001","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","666.9","","666.9","U","0","U","0","U","0","U","164","U","33","U","1.1","U,0403,+","39.4","U,0703,","","","","","","","","","","","1721.4","","1721.4","U","15.55","U","20.08","U","11.03","U"
"USR0000CBKD","2003","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","618.3","","618.3","U","0","U","0","U","0","U","149","U","29","U","1.1","U,1226,","38.3","U,0717,","","","","","","","","","","","1729.5","","1729.5","U","15.17","U","19.49","U","10.83","U"
"USR0000CBKD","2004","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","528.7","","528.7","U","0","U","0","U","0","U","153","U","21","U","0.6","U,1205,+","37.8","U,0811,","","","","","","","","","","","1647.4","","1647.4","U","15.04","U","19.44","U","10.65","U"
"USR0000CBKD","2005","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","550.4","","550.4","U","0","U","1","U","0","U","139","U","22","U","0.0","U,0114,","38.9","U,0723,","","","","","","","0.0","U,0114","","","1844.3","","1844.3","U","15.20","U","19.48","U","10.91","U"
"USR0000CBKD","2006","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","621.5","","621.5","U","0","U","2","U","0","U","146","U","29","U","-0.6","U,0311,","42.8","U,0723,+","","","","","","","-0.6","U,0311","","","1705.5","","1705.5","U","15.07","U","19.35","U","10.79","U"
"USR0000CBKD","2007","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","449.8","","449.8","U","0","U","9","U","0","U","162","U","15","U","-2.8","U,0113,","38.3","U,0829,+","0.0","U,1227","","","","","0.0","U,0228","-2.8","U,0113","1669.2","","1669.2","U","14.90","U","19.44","U","10.37","U"
"USR0000CBKD","2008","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","663.9","","663.9","U","0","U","2","U","0","U","159","U","28","U","-0.6","U,1217,","41.1","U,0708,","0.0","U,1216","","","","","","","","","1839.9","","1839.9","U","15.26","U","19.75","U","10.76","U"
"USR0000CBKD","2009","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","606.6","","606.6","U","0","U","4","U","0","U","144","U","34","U","-2.2","U,1209,","38.9","U,0628,","-1.1","U,1207","-2.2","U,1209","","","","","","","1727.1","","1727.1","U","15.01","U","19.14","U","10.88","U"
"USR0000CBKD","2010","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","422.9","","422.9","U","0","U","1","U","0","U","132","U","13","U","0.0","U,1230,","37.2","U,0825,","0.0","U,1230","","","","","","","","","1899.6","","1899.6","U","14.21","U","18.08","U","10.35","U"
"USR0000CBKD","2011","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","485.7","","485.7","U","0","U","8","U","0","U","126","U","17","U","-2.2","U,0226,","35.0","U,0909,","","","","","","","-2.2","U,0226","-2.2","U,0226","2019.6","","2019.6","U","14.28","U","18.14","U","10.42","U"
"USR0000CBKD","2012","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","612.4","","612.4","U","0","U","0","U","0","U","157","U","20","U","0.6","U,0116,","39.4","U,0616,","","","","","","","","","","","1747.1","","1747.1","U","15.28","U","19.60","U","10.96","U"
"USR0000CBKD","2013","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1506.7","","1506.7","U","","","","","",""
"USR0000CBKD","2014","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","581.5","","581.5","U","0","U","0","U","0","U","168","U","23","U","0.6","U,1231,+","37.8","U,0608,","","","","","","","","","","","","","","","16.45","U","20.67","U","12.24","U"
"USR0000CBKD","2015","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","583.2","","583.2","U","0","U","1","U","0","U","166","U","26","U","0.0","U,1228,","37.2","U,0729,+","0.0","U,1228","","","","","","","","","1248.7","","1248.7","U","16.15","U","20.33","U","11.96","U"
"USR0000CBKD","2017","37.95","-121.8844","487.7","BLACK DIAMOND CALIFORNIA, CA US","726.8","","726.8","U","0","U","1","U","0","U","157","U","27","U","-1.1","U,0106,","40.0","U,0901,","","","","","","","-1.1","U,0106","","","1711.2","","1711.2","U","15.89","U","19.89","U","11.89","U"
