"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00368763","1934","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","36","6","143","6","57","6","","","","","","","42.2","6,0727,+","","","","","16.66","6"
"USC00368763","1935","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","37","6","162","6","68","6","","","","","","","43.3","6,0720,+","","","","","17.48","6"
"USC00368763","1938","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","28","6","166","6","58","6","","","","","","","43.3","6,0806,","","","","","18.36","6"
"USC00368763","1939","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","16","6","158","6","68","6","","","","","","","40.0","6,0725,","","","","","17.69","6"
"USC00368763","1940","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","132","6","81","6","","","","","37","6","143","6","44","6","","","","","106.4",",6,0831,","41.1","6,0730,+","1216.9",",6","","","15.59","6"
"USC00368763","1941","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","","","","","","","","","34","6","167","6","61","6","","","","","","","40.0","6,0809,+","","","","","18.09","6"
"USC00368763","1942","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","132","6","83","6","","","","","26","6","172","6","52","6","","","","","107.2",",6,0523,","37.8","6,0917,+","1560.0",",6","","","17.77","6"
"USC00368763","1943","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","132","6","82","6","","","","","23","6","154","6","68","6","","","","","110.7",",6,1109,","41.1","6,0803,","1172.6",",6","","","17.94","6"
"USC00368763","1944","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","115","6","81","6","","","","","21","6","161","6","86","6","","","","","67.1",",6,0914,","42.2","6,0814,","1003.5",",6","","","18.46","6"
"USC00368763","1946","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","116","6","79","6","","","","","23","6","145","6","23","6","","","","","63.0",",6,0925,","37.8","6,0715,","1171.6",",6","","","16.17","6"
"USC00368763","1947","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","134","6","92","6","","","","","29","6","160","6","46","6","","","","","138.4",",6,0708,","38.9","6,0826,","1508.9",",6","","","16.38","6"
"USC00368763","1948","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","138","0","92","0","","","","","","","","","","","","","","","62.7",",0,1230,","","","1274.8",",0","","","",""
"USC00368763","1950","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","151","0","88","0","59","","","","","","","","","","178",",0,1228,+","","","115.1",",0,1126,","","","1407.0",",0","","","",""
"USC00368763","1951","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","131","0","98","0","51","","","","","","","","","","483",",0,1219,","","","102.1",",0,0728,","","","1624.1",",0","","","",""
"USC00368763","1952","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","125","0","87","0","","","8","0","","","","","","","","","165",",0,1203,","95.8",",0,1122,","","","1740.3",",0","548",",0","",""
"USC00368763","1953","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","132","0","86","0","","","","","","","","","","","","","","","54.6",",0,1207,","","","1271.7",",0","","","",""
"USC00368763","1954","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","140","0","82","0","","","","","","","","","","","","","","","55.9",",0,0302,","","","1085.7",",0","","","",""
"USC00368763","1957","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","96","0","68","0","","","","","","","","","","","","","","","74.4",",0,1221,","","","1061.1",",0","","","",""
"USC00368763","1958","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","100","0","81","0","","","","","","","","","","","","","","","45.5",",0,0228,","","","1146.2",",0","","","",""
"USC00368763","1959","40.8483","-75.9995","347.5","TAMAQUA 4 N DAM, PA US","96","0","76","0","","","","","","","","","","","","","","","69.6",",0,1128,","","","1093.5",",0","","","",""
