"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000TLUF","1995","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1421.8","","1421.8","U","0","U","30","U","0","U","266","U","98","U","-5.0","U,1224,","38.3","U,0712,","-0.6","U,1112","-4.4","U,1210","-4.4","U,1210","-1.7","U,0309","-3.9","U,0208","","","","","","","","","","","19.37","U","25.62","U","13.12","U"
"USR0000TLUF","2002","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1444.0","","1444.0","U","0","U","36","U","0","U","250","U","83","U","-8.3","U,0104,","36.7","U,0826,","0.0","U,1117","-2.2","U,1225","","","-3.3","U,0305","-3.3","U,0305","-7.8","U,0304","-7.8","U,0304","","","1026.3","","1026.3","U","19.09","U","24.76","U","13.42","U"
"USR0000TLUF","2003","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1438.3","","1438.3","U","0","U","28","U","0","U","266","U","67","U","-4.4","U,0124,+","37.8","U,0806,","-1.1","U,1124","-2.2","U,1211","","","-1.1","U,0330","-2.2","U,0217","-4.4","U,0124","","","","","1170.8","","1170.8","U","19.23","U","24.64","U","13.82","U"
"USR0000TLUF","2004","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1457.5","","1457.5","U","0","U","24","U","0","U","254","U","71","U","-5.0","U,1215,+","37.2","U,0917,+","-1.1","U,1201","-5.0","U,1215","-5.0","U,1215","-1.1","U,0208","-2.2","U,0207","-5.0","U,0128","","","","","931.5","","931.5","U","19.76","U","25.05","U","14.48","U"
"USR0000TLUF","2005","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1500.7","","1500.7","U","0","U","23","U","0","U","268","U","114","U","-5.0","U,1206,","38.3","U,0921,","0.0","U,1116","-2.2","U,1117","-5.0","U,1206","0.0","U,0210","-3.3","U,0124","","","","","","","957.4","","957.4","U","19.65","U","25.87","U","13.42","U"
"USR0000TLUF","2006","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1522.4","","1522.4","U","0","U","33","U","1","U","275","U","100","U","-5.6","U,1209,","38.3","U,0817,+","-0.6","U,1117","-2.8","U,1121","-5.0","U,1205","-0.6","U,0325","-3.3","U,0213","","","","","","","953.6","","953.6","U","19.98","U","26.15","U","13.80","U"
"USR0000TLUF","2007","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1525.9","","1525.9","U","0","U","34","U","1","U","279","U","100","U","-6.7","U,0216,","38.9","U,0814,","-0.6","U,1116","-2.8","U,1204","","","0.0","U,0407","-2.8","U,0305","-6.7","U,0216","-6.7","U,0216","","","1079.2","","1079.2","U","19.63","U","25.67","U","13.58","U"
"USR0000TLUF","2008","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1417.6","","1417.6","U","0","U","31","U","0","U","277","U","94","U","-6.7","U,0103,","40.0","U,0802,","-2.2","U,1028","-2.2","U,1028","","","-1.7","U,0308","-2.2","U,0227","-5.0","U,0120","-6.7","U,0103","","","977.8","","977.8","U","19.28","U","25.73","U","12.83","U"
"USR0000TLUF","2009","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1485.8","","1485.8","U","0","U","33","U","0","U","262","U","94","U","-6.1","U,1205,","40.0","U,0702,","-3.3","U,1204","-3.3","U,1204","-6.1","U,1205","-1.7","U,0407","-3.3","U,0302","-4.4","U,0129","","","","","1012.8","","1012.8","U","19.43","U","25.46","U","13.41","U"
"USR0000TLUF","2010","31.3131","-94.8261","74.7","LUFKIN TEXAS, TX US","1660.0","","1660.0","U","0","U","45","U","1","U","257","U","123","U","-9.4","U,0110,+","39.4","U,0823,+","-0.6","U,1106","-3.3","U,1127","-4.4","U,1213","0.0","U,0304","-3.3","U,0225","-8.3","U,0111","-8.3","U,0111","-9.4","U,0110","1294.6","","1294.6","U","19.40","U","25.91","U","12.89","U"
