"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1INHR0005","2008","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","130","N","87","N","109.7",",N,0319,","1388.6",",N"
"US1INHR0005","2009","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","132","N","81","N","107.2",",N,0921,","1308.8",",N"
"US1INHR0005","2010","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","109","N","72","N","60.5",",N,0713,","1082.4",",N"
"US1INHR0005","2011","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","140","N","96","N","66.8",",N,0412,","1750.8",",N"
"US1INHR0005","2012","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","122","N","74","N","53.8",",N,0508,","1083.6",",N"
"US1INHR0005","2013","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","137","N","78","N","112.0",",N,1006,","1410.4",",N"
"US1INHR0005","2014","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","145","N","85","N","91.9",",N,0404,","1185.5",",N"
"US1INHR0005","2015","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","140","N","88","N","128.0",",N,0403,","1634.9",",N"
"US1INHR0005","2016","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","131","N","94","N","72.9",",N,0428,","1364.3",",N"
"US1INHR0005","2017","38.2626","-86.254","193.9","MILLTOWN 5.7 SSE, IN US","131","N","78","N","69.1",",N,0723,","1149.1",",N"
