"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00363799","1953","40.953","-75.971667","502.9","HAZELTON, PA US","25","6","115","6","6","6","35.6","6,0903,","14.29","6"
