"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00514670","1907","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1561.9","","1561.9","6","","","","","","","","","0","6","0","6","0","6","356","6","0","6","13.3","6,0222,","","","","","","","31.7","6,0620,+","","","","","","","","","22.70","6","26.53","6","18.86","6"
"USC00514670","1908","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","","","","","0","6","362","6","0","6","","","","","","","","","29.4","6,1105,","0.0","","0.0","","","","","","","","25.65","6","",""
"USC00514670","1910","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","","","","","0","6","350","6","0","6","","","","","","","","","30.0","6,1028,+","","","","","","","","","","","25.63","6","",""
"USC00514670","1911","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","0","6","0","6","0","6","346","6","0","6","12.2","6,0202,","","","","","","","30.0","6,0727,","6.6","","6.6","6","","","","","22.06","6","25.37","6","18.74","6"
"USC00514670","1914","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1429.1","","1429.1","6","","","","","","","","","0","6","0","6","0","6","360","6","0","6","13.3","6,0319,","","","","","","","30.0","6,1113,","","","","","","","","","22.31","6","25.68","6","18.94","6"
"USC00514670","1915","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1552.6","","1552.6","6","","","","","","","","","0","6","0","6","0","6","362","6","0","6","12.8","6,0126,","","","","","","","30.0","6,0920,+","3.4","","3.4","6","","","","","22.56","6","26.31","6","18.81","6"
"USC00514670","1916","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1370.8","","1370.8","6","","","","","","","","","0","6","0","6","0","6","359","6","0","6","14.4","6,0229,+","","","","","","","28.9","6,1008,+","0.2","","0.2","6","","","","","22.14","6","25.83","6","18.45","6"
"USC00514670","1917","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1532.4","","1532.4","6","","","","","","","","","0","6","0","6","0","6","363","6","0","6","13.3","6,0201,","","","","","","","30.6","6,1017,+","0.0","","0.0","6","","","","","22.57","6","26.98","6","18.16","6"
"USC00514670","1918","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","","10.1","6","","","","","","","","","",""
"USC00514670","1919","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1703.8","","1703.8","6","","","","","","","","","0","6","0","6","0","6","363","6","0","6","11.1","6,0130,","","","","","","","31.1","6,0831,","","","","","","","","","23.00","6","27.13","6","18.88","6"
"USC00514670","1920","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","0","6","0","6","","","","","","","14.4","6,0122,","","","","","","","","","0.0","","0.0","6","","","","","","","","","19.03","6"
"USC00514670","1921","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","","","","","0","6","360","6","0","6","","","","","","","","","31.7","6,0906,+","","","","","","","","","","","27.63","6","",""
"USC00514670","1922","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","6","","","","","","","","","",""
"USC00514670","1923","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1403.5","","1403.5","6","224","6","128","6","","","","","0","6","0","6","0","6","359","6","0","6","14.4","6,0325,+","","","","","95.0",",6,0401,","29.4","6,1012,+","","","","","1809.5",",6","","","22.21","6","26.13","6","18.28","6"
"USC00514670","1924","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1471.1","","1471.1","6","179","6","94","6","","","","","0","6","0","6","0","6","365","6","0","6","12.2","6,0119,","","","","","80.0",",6,1016,","29.4","6,0130,+","1.3","","1.3","6","1283.6",",6","","","22.37","6","26.65","6","18.08","6"
"USC00514670","1925","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1532.8","","1532.8","6","","","","","","","","","0","6","0","6","0","6","365","6","0","6","13.9","6,0113,","","","","","","","30.0","6,1222,+","0.0","","0.0","6","","","","","22.53","6","26.45","6","18.60","6"
"USC00514670","1926","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1690.6","","1690.6","6","174","6","88","6","","","","","0","6","0","6","0","6","364","6","0","6","13.9","6,0405,","","","","","51.6",",6,0722,","31.1","6,1027,+","0.6","","0.6","6","892.4",",6","","","22.96","6","27.09","6","18.83","6"
"USC00514670","1927","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1713.7","","1713.7","6","","","","","","","","","0","6","0","6","0","6","365","6","0","6","15.0","6,0214,+","","","","","","","31.7","6,0920,","0.0","","0.0","6","","","","","23.03","6","26.94","6","19.11","6"
"USC00514670","1928","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1545.5","","1545.5","6","226","6","125","6","","","","","0","6","0","6","0","6","364","6","0","6","13.9","6,0323,+","","","","","77.0",",6,1103,","29.4","6,0413,+","0.0","","0.0","6","1231.0",",6","","","22.58","6","26.33","6","18.83","6"
"USC00514670","1929","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1793.4","","1793.4","6","","","","","","","","","0","6","0","6","0","6","364","6","0","6","13.9","6,0205,+","","","","","","","31.7","6,0627,","0.5","","0.5","6","","","","","23.23","6","27.26","6","19.20","6"
"USC00514670","1930","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1809.5","","1809.5","6","","","","","","","","","0","6","0","6","0","6","364","6","0","6","13.9","6,0114,","","","","","","","31.1","6,1005,","0.0","","0.0","6","","","","","23.31","6","26.57","6","20.05","6"
"USC00514670","1931","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1212.7","","1212.7","6","168","6","106","6","","","","","0","6","0","6","0","6","360","6","1","6","12.8","6,0402,+","","","","","64.0",",6,0930,","32.2","6,0901,","5.3","","5.3","6","1161.2",",6","","","21.63","6","26.06","6","17.20","6"
"USC00514670","1932","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1461.0","","1461.0","6","","","","","","","","","0","6","0","6","0","6","363","6","0","6","14.4","6,0128,+","","","","","","","29.4","6,1118,+","4.8","","4.8","6","","","","","22.32","6","25.98","6","18.66","6"
"USC00514670","1933","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","6","","","","","","","","","",""
"USC00514670","1934","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1987.0","","1987.0","6","","","","","","","","","0","6","0","6","0","6","364","6","25","6","15.0","6,0208,+","","","","","","","34.4","6,0816,","","","","","","","","","23.79","6","28.03","6","19.55","6"
"USC00514670","1935","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","6","","","","","","","","","",""
"USC00514670","1936","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","241","6","171","6","","","","","","","","","0","6","366","6","0","6","","","","","","","83.3",",6,1026,","30.0","6,1015,+","","","","","2265.1",",6","","","","","26.01","6","",""
"USC00514670","1937","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","0.5","6","","","","","","","","","",""
"USC00514670","1938","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1745.0","","1745.0","6","","","","","","","","","0","6","0","6","0","6","365","6","0","6","16.1","6,1229,+","","","","","","","31.7","6,0113,","","","","","","","","","23.15","6","26.98","6","19.31","6"
"USC00514670","1939","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1630.0","","1630.0","6","","","","","","","","","0","6","0","6","0","6","365","6","0","6","15.6","6,1110,+","","","","","","","30.6","6,0629,+","0.0","","0.0","6","","","","","22.80","6","27.51","6","18.10","6"
"USC00514670","1940","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1791.5","","1791.5","6","","","","","","","","","0","6","0","6","0","6","365","6","1","6","14.4","6,0217,+","","","","","","","32.2","6,0327,","0.0","","0.0","6","","","","","23.32","6","27.75","6","18.88","6"
"USC00514670","1941","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1718.5","","1718.5","6","190","6","116","6","","","","","0","6","0","6","0","6","358","6","0","6","15.0","6,1229,+","","","","","82.6",",6,0630,","31.7","6,0923,+","0.0","","0.0","6","1600.9",",6","","","23.12","6","26.67","6","19.57","6"
"USC00514670","1942","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","","","","","182","6","102","6","","","","","","","","","","","","","","","","","","","","","96.3",",6,1209,","","","","","","","1414.2",",6","","","","","","","",""
"USC00514670","1943","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1699.2","","1699.2","6","","","","","","","","","0","6","0","6","0","6","365","6","0","6","14.4","6,0302,+","","","","","","","31.1","6,1207,+","","","","","","","","","23.00","6","26.75","6","19.24","6"
"USC00514670","1944","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1468.3","","1468.3","6","","","","","","","","","0","6","0","6","0","6","366","6","0","6","12.2","6,0224,+","","","","","","","30.6","6,0116,","1.1","","1.1","6","","","","","22.34","6","25.70","6","18.98","6"
"USC00514670","1945","20.23333","-155.78333","95.1","KOHALA 179.1, HI US","1691.8","","1691.8","6","164","6","84","6","","","","","0","6","0","6","0","6","362","6","0","6","15.0","6,0124,","","","","","50.0",",6,1204,","30.6","6,1207,","0.0","","0.0","6","941.3",",6","","","23.00","6","26.71","6","19.30","6"
