"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA006022480","1960","48.55","-93.5167","354.0","FORT FRANCES CDA EPF, ON CA","149.9","","149.9","C","79","C","52","C","17","C","71","C","190","C","117","C","108","C","5","C","-32.8","C,1227,+","254",",C,1128,","32.8",",C,0825,","35.6","C,0724,","-1.1","C,0923","-2.2","C,0930","-5.6","C,1019","-7.8","C,1024","-12.8","C,1110","0.0","C,0607","-2.8","C,0505","-7.8","C,0503","-7.8","C,0503","-9.5","C,0410","","","","","519.4",",C","1114",",C","3.20","C","9.11","C","-2.72","C"
"CA006022480","1961","48.55","-93.5167","354.0","FORT FRANCES CDA EPF, ON CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5339.0","","5339.0","C","","","","","","","","","",""
