"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00048752","1949","35.1503","-119.43","235.6","TAFT, CA US","","","","","28","0","8","0","","","","","","","","","","","","","","","","","","","","","13.0",",0,0514,","","","","","","","","","","","","","","","93.0",",0","","","","","","","",""
"USC00048752","1950","35.1503","-119.43","235.6","TAFT, CA US","","","","","25","0","13","0","","","","","","","","","","","","","","","","","","","","","8.4",",0,0114,","","","","","","","","","","","","","","","83.5",",0","","","","","","","",""
"USC00048752","1995","35.1503","-119.43","235.6","TAFT, CA US","","","","","52","0","23","0","0","","0","0","","","","","0","0","233","0","106","0","","","0",",0,1231,+","0",",0,1231,+","36.8",",0,0311,","41.7","0,0627,","","","","","","","","","","","","","283.5",",0","0",",0","","","25.66","0","",""
"USC00048752","1996","35.1503","-119.43","235.6","TAFT, CA US","","","","","58","0","18","0","0","","0","0","","","","","0","0","238","0","118","0","","","0",",0,1231,+","0",",0,1231,+","20.1",",0,0206,","43.3","0,0814,+","","","","","","","","","","","","","175.4",",0","0",",0","","","26.22","0","",""
"USC00048752","1997","35.1503","-119.43","235.6","TAFT, CA US","","","","","45","0","13","0","0","","1","0","0","0","4","0","","","","","","","-2.2","0,1213,","0",",0,1231,+","51",",0,0114,","9.1",",0,0218,","","","0.0","0,1212","-2.2","0,1213","","","","","","","","","83.1",",0","51",",0","","","","","11.81","0"
"USC00048752","1998","35.1503","-119.43","235.6","TAFT, CA US","","","","","85","0","34","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","37.6",",0,0506,","","","","","","","","","","","","","","","448.5",",0","0",",0","","","","","",""
"USC00048752","1999","35.1503","-119.43","235.6","TAFT, CA US","1091.9","","1091.9","0","30","0","12","0","1","","0","0","0","0","6","0","0","0","224","0","111","0","-3.3","0,0105,","76",",0,0125,","0",",0,1231,+","24.6",",0,0125,","42.2","0,0713,+","","","","","-0.6","0,0110","-2.2","0,0107","","","","","118.0",",0","0",",0","18.23","0","25.23","0","11.24","0"
"USC00048752","2000","35.1503","-119.43","235.6","TAFT, CA US","1125.9","","1125.9","0","34","0","12","0","0","","0","0","0","0","0","0","0","0","234","0","110","0","0.6","0,0105,","0",",0,1231,+","0",",0,1231,+","24.9",",0,1030,","42.2","0,0802,","","","","","","","","","795.4","","795.4","0","124.2",",0","0",",0","18.94","0","25.79","0","12.09","0"
"USC00048752","2001","35.1503","-119.43","235.6","TAFT, CA US","1173.9","","1173.9","0","49","0","20","0","0","","1","0","0","0","0","0","0","0","234","0","133","0","0.6","0,1216,","0",",0,1231,+","38",",0,0213,","33.0",",0,0213,","42.8","0,0704,","","","","","","","","","1043.2","","1043.2","0","168.9",",0","38",",0","18.76","0","26.18","0","11.34","0"
"USC00048752","2002","35.1503","-119.43","235.6","TAFT, CA US","","","","","25","0","6","0","0","","0","0","","","","","0","0","234","0","116","0","","","0",",0,1231,+","0",",0,1231,+","22.9",",0,0426,","43.3","0,0713,+","","","","","","","","","","","","","86.4",",0","0",",0","","","26.15","0","",""
"USC00048752","2003","35.1503","-119.43","235.6","TAFT, CA US","1395.5","","1395.5","0","37","0","14","0","0","","0","0","0","0","1","0","0","0","218","0","123","0","-0.6","0,1228,","0",",0,1231,+","0",",0,1231,+","29.2",",0,0414,","41.7","0,0730,+","-0.6","0,1228","","","","","","","888.5","","888.5","0","144.6",",0","0",",0","19.54","0","26.28","0","12.81","0"
"USC00048752","2004","35.1503","-119.43","235.6","TAFT, CA US","1379.1","","1379.1","0","43","0","15","0","0","","0","0","0","0","4","0","0","0","223","0","119","0","-2.8","0,1226,","0",",0,1231,+","0",",0,1231,+","19.8",",0,1230,+","41.7","0,0813,","0.0","0,1220","-2.8","0,1226","","","","","927.5","","927.5","0","127.4",",0","0",",0","19.08","0","25.29","0","12.87","0"
"USC00048752","2006","35.1503","-119.43","235.6","TAFT, CA US","1176.0","","1176.0","0","35","0","12","0","0","","0","0","0","0","3","0","0","0","208","0","114","0","0.0","0,1229,+","0",",0,1231,+","0",",0,1231,+","22.1",",0,0102,","43.3","0,0727,","0.0","0,1202","","","","","","","983.4","","983.4","0","97.2",",0","0",",0","18.61","0","25.49","0","11.74","0"
"USC00048752","2007","35.1503","-119.43","235.6","TAFT, CA US","","","","","24","0","6","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","7.1",",0,1219,","","","","","","","","","","","1076.7","","1076.7","0","47.9",",0","0",",0","","","","","",""
"USC00048752","2008","35.1503","-119.43","235.6","TAFT, CA US","1282.8","","1282.8","0","35","0","6","0","0","","0","0","0","0","16","0","0","0","249","0","116","0","-2.2","0,1227,","0",",0,1231,+","0",",0,1231,+","15.7",",0,1126,","44.4","0,0711,","-0.6","0,1210","-2.2","0,1227","0.0","0,0205","","","","","","","75.1",",0","0",",0","18.70","0","26.09","0","11.32","0"
