"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA001158200","1897","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","119.1","","119.1","C","72","C","56","C","16","C","25","C","154","C","55","C","116","C","18","C","-30.0","C,1216,","152",",C,1213,","39.4",",C,0617,","36.1","C,0818,","-2.2","C,0915","-2.2","C,0915","-5.0","C,1015","-8.9","C,1115","-8.9","C,1115","-0.6","C,0610","-2.2","C,0428","-5.0","C,0331","-19.4","C,0322","-19.4","C,0322","","","","","484.0",",C","1029",",C","6.76","C","12.91","C","0.61","C"
"CA001158200","1898","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","","","","","","","","","13","C","","","","","","","","","","","","","102",",C,0320,","","","","","","","","","","","","","","","","","","","","","","","","","4372.0","","4372.0","C","","","611",",C","","","","","",""
"CA001158200","1899","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","37.4","","37.4","C","88","C","52","C","12","C","20","C","136","C","43","C","75","C","2","C","-35.6","C,0106,+","229",",C,1211,","28.7",",C,0605,","35.6","C,0717,","0.0","C,0929","-2.2","C,1004","-4.4","C,1014","-6.7","C,1126","-11.1","C,1214","-3.3","C,0515","-3.3","C,0515","-6.7","C,0512","-6.7","C,0512","-9.4","C,0327","","","","","541.9",",C","1116",",C","6.06","C","11.55","C","0.57","C"
"CA001158200","1900","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","","","","","","","","","10","C","","","","","","","","","","","","","216",",C,1117,","","","","","","","","","","","","","","","","","","","","","","","","","3910.3","","3910.3","C","","","789",",C","","","","","",""
"CA001158200","1901","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","52.9","","52.9","C","95","C","58","C","11","C","12","C","177","C","43","C","86","C","9","C","-28.9","C,0110,","102",",C,0104,","20.3",",C,0227,","35.6","C,0816,","-2.2","C,0915","-2.2","C,0915","-4.4","C,0929","-6.7","C,1102","-8.9","C,1207","0.0","C,0625","-3.3","C,0510","-5.0","C,0428","-7.2","C,0408","-11.1","C,0305","","","","","432.6",",C","722",",C","6.35","C","12.67","C","0.03","C"
"CA001158200","1902","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","43.0","","43.0","C","98","C","52","C","13","C","8","C","184","C","53","C","84","C","4","C","-31.7","C,0127,+","114",",C,1109,+","73.7",",C,0518,","32.8","C,0815,+","-3.3","C,0829","-3.3","C,0829","-5.0","C,1024","-8.9","C,1108","-8.9","C,1108","-1.1","C,0620","-2.2","C,0531","-4.4","C,0430","-7.2","C,0415","-9.4","C,0331","4374.2","","4374.2","C","475.7",",C","1189",",C","5.86","C","12.00","C","-0.27","C"
"CA001158200","1903","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","75.3","","75.3","C","90","C","51","C","12","C","14","C","187","C","62","C","86","C","4","C","-28.3","C,1117,","102",",C,1115,","18.5",",C,0311,","36.1","C,0723,","-1.1","C,0903","-2.2","C,0904","-7.8","C,1004","-7.8","C,1004","-11.1","C,1112","-1.7","C,0526","-3.3","C,0521","-8.3","C,0429","-8.3","C,0429","-10.0","C,0319","4658.2","","4658.2","C","321.0",",C","476",",C","5.70","C","11.71","C","-0.32","C"
"CA001158200","1904","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","94.0","","94.0","C","85","C","47","C","21","C","9","C","177","C","44","C","110","C","20","C","-22.2","C,1226,+","152",",C,0124,","17.3",",C,0715,","37.2","C,0630,","0.0","C,0821","-2.2","C,0910","-5.0","C,0920","-8.3","C,1005","-10.0","C,1205","-0.6","C,0624","-4.4","C,0525","-4.4","C,0525","-8.9","C,0327","-8.9","C,0327","4511.4","","4511.4","C","337.3",",C","1443",",C","6.97","C","13.76","C","0.19","C"
"CA001158200","1906","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","226.7","","226.7","C","92","C","67","C","22","C","5","C","146","C","56","C","112","C","19","C","-21.1","C,0314,","165",",C,1206,","35.3",",C,1115,","37.2","C,0720,","0.0","C,0911","-2.8","C,1020","-5.0","C,1021","-6.7","C,1117","-10.0","C,1118","-1.7","C,0505","-2.2","C,0322","-13.9","C,0320","-13.9","C,0320","-13.9","C,0320","4153.6","","4153.6","C","515.7",",C","1203",",C","8.04","C","13.77","C","2.31","C"
"CA001158200","1907","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","60.9","","60.9","C","103","C","82","C","29","C","21","C","158","C","46","C","84","C","2","C","-30.6","C,0114,","330",",C,0103,","33.0",",C,0103,","33.9","C,0801,","-1.7","C,0913","-2.2","C,1018","-6.1","C,1109","-8.3","C,1127","-13.9","C,1216","-1.7","C,0430","-4.4","C,0429","-4.4","C,0429","-8.3","C,0428","-11.1","C,0317","4346.5","","4346.5","C","621.6",",C","1791",",C","6.05","C","11.49","C","0.61","C"
"CA001158200","1908","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4227.4","","4227.4","C","","","","","","","","","",""
"CA001158200","1909","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","105.6","","105.6","C","89","C","70","C","29","C","15","C","146","C","50","C","104","C","7","C","-32.8","C,0111,","152",",C,1225,+","38.1",",C,0706,","34.4","C,0724,","-1.1","C,1008","-2.2","C,1015","-6.7","C,1113","-6.7","C,1113","-12.8","C,1114","-0.6","C,0514","-5.6","C,0430","-5.6","C,0430","-6.7","C,0310","-8.9","C,0307","","","","","508.5",",C","1807",",C","6.77","C","12.09","C","1.45","C"
"CA001158200","1910","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","183.7","","183.7","C","75","C","59","C","22","C","12","C","120","C","48","C","120","C","18","C","-27.8","C,0222,","203",",C,0217,","21.1",",C,1121,","37.2","C,0718,","-0.6","C,0824","-3.9","C,0925","-6.7","C,1027","-6.7","C,1027","-10.0","C,1225","-0.6","C,0501","-2.2","C,0430","-5.0","C,0329","-9.4","C,0225","-9.4","C,0225","4065.3","","4065.3","C","458.1",",C","1696",",C","8.13","C","13.79","C","2.47","C"
"CA001158200","1911","49.0167","-115.0833","701.0","TOBACCO PLAINS, BC CA","116.8","","116.8","C","75","C","62","C","22","C","16","C","154","C","59","C","94","C","5","C","-28.3","C,1111,+","203",",C,1113,+","24.1",",C,0624,","35.0","C,0726,","-2.8","C,0924","-2.8","C,0924","-7.2","C,1025","-7.2","C,1025","-9.4","C,1102","-1.1","C,0429","-2.2","C,0415","-6.1","C,0406","-6.7","C,0303","-10.0","C,0302","3969.9","","3969.9","C","528.4",",C","2009",",C","6.35","C","11.78","C","0.92","C"
