"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00292030","1937","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","933.3","","933.3","6","47","6","29","6","","","","","0","6","103","6","7","6","197","6","83","6","-16.7","6,0108,","","","","","52.6",",6,0528,","39.4","6,0806,+","","","-0.6","6,1109","-3.9","6,1116","-9.4","6,1119","-9.4","6,1119","-9.4","6,1119","-0.6","6,0404","-5.6","6,0330","-5.6","6,0330","-7.2","6,0314","-10.6","6,0228","","","","","386.5",",6","","","14.52","6","21.97","6","7.06","6","78052","6"
"USC00292030","1938","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","844.5","","844.5","6","58","6","31","6","","","","","0","6","98","6","2","6","226","6","60","6","-15.6","6,0222,","","","","","58.4",",6,0530,","40.0","6,0801,","","","0.0","6,1020","-3.9","6,1106","-9.4","6,1107","-9.4","6,1107","-9.4","6,1107","-5.0","6,0409","-5.0","6,0409","-5.0","6,0409","-7.2","6,0407","-9.4","6,0223","1952.4","","1952.4","6","400.9",",6","","","15.01","6","22.74","6","7.29","6","72372","6"
"USC00292030","1939","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","872.5","","872.5","6","62","6","30","6","","","","","1","6","117","6","6","6","229","6","84","6","-21.7","6,0203,","","","","","27.7",",6,0803,","41.1","6,0614,","25414.4","6","-1.7","6,1030","-5.6","6,1103","-5.6","6,1103","-9.4","6,1224","-9.4","6,1224","-2.8","6,0417","-2.8","6,0417","-4.4","6,0406","-8.9","6,0306","-8.9","6,0306","2089.8","","2089.8","6","314.8",",6","","","14.84","6","23.26","6","6.42","6","63668","6"
"USC00292030","1940","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","894.6","","894.6","6","53","6","29","6","","","","","0","6","90","6","7","6","216","6","76","6","-13.9","6,0125,","","","","","45.5",",6,1124,","40.0","6,0710,","","","-5.6","6,1111","-5.6","6,1111","-5.6","6,1111","-10.6","6,1113","-10.6","6,1113","-3.3","6,0412","-3.3","6,0412","-6.1","6,0314","-11.7","6,0213","-11.7","6,0213","2132.8","","2132.8","6","336.8",",6","","","14.79","6","22.04","6","7.54","6","76341","6"
"USC00292030","1941","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","","","","","73","6","55","6","","","","","0","6","80","6","1","6","172","6","17","6","-10.0","6,1211,","","","","","110.5",",6,0922,","34.4","6,0620,","19865.3","6","-0.6","6,1108","-7.2","6,1123","-7.2","6,1123","-7.2","6,1123","-10.0","6,1211","0.0","6,0327","-2.2","6,0319","-4.4","6,0313","-8.9","6,0312","-8.9","6,0312","2008.0","","2008.0","6","751.1",",6","","","13.92","6","19.98","6","7.86","6","66669","6"
"USC00292030","1942","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","572.8","","572.8","6","","","","","","","","","0","6","99","6","5","6","165","6","35","6","-16.1","6,0218,","","","","","","","37.2","6,0712,","","","0.0","6,1031","-3.3","6,1121","-4.4","6,1122","-8.3","6,1207","","","0.0","6,0408","-3.9","6,0327","-5.0","6,0321","-7.2","6,0224","-8.9","6,0220","","","","","","","","","13.51","6","19.85","6","7.17","6","66033","6"
"USC00292030","1943","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","741.4","","741.4","6","35","6","22","6","","","","","1","6","104","6","8","6","202","6","46","6","-20.0","6,0119,","","","","","28.4",",6,1209,","37.2","6,0729,","","","-2.2","6,1102","-2.2","6,1102","-5.0","6,1108","-7.2","6,1127","-9.4","6,1210","0.0","6,0325","-5.6","6,0319","-5.6","6,0319","-12.8","6,0306","-12.8","6,0306","1904.7","","1904.7","6","245.0",",6","","","14.24","6","21.31","6","7.18","6","61866","6"
"USC00292030","1944","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","773.8","","773.8","6","","","","","","","","","0","6","103","6","2","6","191","6","64","6","-11.1","6,0108,","","","","","","","40.6","6,0804,","","","0.0","6,1117","-3.3","6,1119","-5.0","6,1129","-8.3","6,1201","-8.9","6,1206","-1.7","6,0418","-3.9","6,0330","-6.7","6,0329","-6.7","6,0329","-8.9","6,0112","2334.5","","2334.5","6","","","","","14.15","6","21.27","6","7.02","6","59544","6"
"USC00292030","1945","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","","","","","42","6","17","6","","","","","0","6","100","6","","","","","","","-13.3","6,1219,","","","","","102.6",",6,0808,","","","","","-0.6","6,1024","-2.8","6,1109","-5.0","6,1121","-7.2","6,1122","-12.8","6,1210","-0.6","6,0416","-3.3","6,0415","-8.9","6,0404","-8.9","6,0404","-8.9","6,0404","","","","","291.4",",6","","","","","","","7.08","6","59677","6"
"USC00292030","1946","35.4072","-104.1905","1293.6","CONCHAS DAM, NM US","898.0","","898.0","6","53","6","22","6","","","","","0","6","80","6","2","6","222","6","74","6","-13.3","6,0127,","","","","","35.6",",6,0819,+","38.3","6,0630,","","","0.0","6,1011","-2.2","6,1103","-4.4","6,1110","-6.7","6,1218","-8.9","6,1229","0.0","6,0322","-4.4","6,0308","-4.4","6,0308","-6.7","6,0215","-8.9","6,0131","1894.4","","1894.4","6","311.5",",6","","","15.65","6","23.21","6","8.09","6","63808","6"
