"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COSA0038","2008","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","44","N","17","N","11","N","178",",N,1209,","38.9",",N,0808,","198.6",",N","842",",N"
"US1COSA0038","2009","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","66","N","25","N","10","N","165",",N,0417,","22.9",",N,0417,","227.2",",N","637",",N"
"US1COSA0038","2010","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","57","N","18","N","","","","","13.0",",N,0923,","130.0",",N","",""
"US1COSA0038","2011","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","62","N","22","N","","","","","13.2",",N,1102,","161.4",",N","",""
"US1COSA0038","2012","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","52","N","24","N","","","","","15.2",",N,0913,","166.7",",N","",""
"US1COSA0038","2013","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","75","N","34","N","","","","","23.1",",N,0715,","257.4",",N","",""
"US1COSA0038","2014","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","59","N","19","N","","","","","15.7",",N,0717,","160.8",",N","",""
"US1COSA0038","2015","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","94","N","28","N","","","","","31.8",",N,0519,","251.7",",N","",""
"US1COSA0038","2016","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","68","N","28","N","","","","","19.3",",N,0416,","203.7",",N","",""
"US1COSA0038","2017","37.7636","-106.0933","2324.1","CENTER 1.2 NE, CO US","63","N","33","N","","","","","24.1",",N,0928,","250.1",",N","",""
