"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00152548","1968","36.8077","-87.153","188.7","ELKTON, KY US","125","0","84","0","17","","4","0","229",",0,0323,","102",",0,0113,+","94.5",",0,0404,","","","","","1119.8",",0","289",",0"
"USC00152548","1969","36.8077","-87.153","188.7","ELKTON, KY US","128","0","89","0","11","","6","0","305",",0,0216,","305",",0,0216,","83.8",",0,0623,","","","","","1364.9",",0","664",",0"
"USC00152548","1970","36.8077","-87.153","188.7","ELKTON, KY US","130","0","84","0","9","","3","0","51",",0,1231,+","51",",0,1231,+","78.7",",0,1013,","","","","","1187.1",",0","190",",0"
"USC00152548","1971","36.8077","-87.153","188.7","ELKTON, KY US","129","0","90","0","9","","","","127",",0,0209,","","","67.3",",0,0507,","","","","","1081.4",",0","",""
"USC00152548","1972","36.8077","-87.153","188.7","ELKTON, KY US","155","0","101","0","","","","","","","","","63.0",",0,0128,","","","","","1497.3",",0","",""
"USC00152548","1973","36.8077","-87.153","188.7","ELKTON, KY US","142","0","97","0","3","","1","0","51",",0,0109,+","51",",0,0108,","57.2",",0,1127,","","","","","1510.4",",0","97",",0"
"USC00152548","1974","36.8077","-87.153","188.7","ELKTON, KY US","149","0","97","0","","","","","","","","","53.3",",0,0111,","","","","","1324.4",",0","",""
"USC00152548","1975","36.8077","-87.153","188.7","ELKTON, KY US","137","0","93","0","3","","","","51",",0,0310,","","","66.3",",0,0312,","","","","","1520.2",",0","",""
"USC00152548","1976","36.8077","-87.153","188.7","ELKTON, KY US","110","0","83","0","6","","3","0","76",",0,0203,","76",",0,0203,","51.3",",0,0218,","","","","","1018.9",",0","168",",0"
"USC00152548","1977","36.8077","-87.153","188.7","ELKTON, KY US","122","0","73","0","31","","7","0","152",",0,0113,+","127",",0,0110,","82.6",",0,0304,","","","","","1115.3",",0","472",",0"
"USC00152548","1978","36.8077","-87.153","188.7","ELKTON, KY US","100","0","72","0","48","","13","0","229",",0,0122,+","127",",0,0218,+","83.1",",0,1209,","","","","","1268.4",",0","805",",0"
"USC00152548","1979","36.8077","-87.153","188.7","ELKTON, KY US","","","","","","","6","0","","","165",",0,0207,","","","","","","","1933.5",",0","604",",0"
"USC00152548","1980","36.8077","-87.153","188.7","ELKTON, KY US","73","0","60","0","12","","5","0","76",",0,0206,","89",",0,0301,","66.0",",0,0629,","","","","","960.5",",0","305",",0"
"USC00152548","1981","36.8077","-87.153","188.7","ELKTON, KY US","","","","","","","","","","","","","","","","","","","1284.0",",0","",""
"USC00152548","1982","36.8077","-87.153","188.7","ELKTON, KY US","109","0","89","0","10","","3","0","152",",0,0115,+","152",",0,0113,","76.2",",0,0825,","","","","","1405.2",",0","292",",0"
"USC00152548","1985","36.8077","-87.153","188.7","ELKTON, KY US","112","0","85","0","","","5","0","","","127",",0,0201,","66.8",",0,0523,","","","","","1174.4",",0","368",",0"
"USC00152548","1987","36.8077","-87.153","188.7","ELKTON, KY US","87","0","65","0","","","","","","","","","76.2",",0,1226,","","","","","1056.9",",0","",""
"USC00152548","1989","36.8077","-87.153","188.7","ELKTON, KY US","120","0","86","0","16","","2","0","127",",0,0227,","127",",0,0227,","94.0",",0,0702,","","","","","1619.1",",0","165",",0"
"USC00152548","1990","36.8077","-87.153","188.7","ELKTON, KY US","122","0","74","0","3","","2","0","51",",0,1227,+","43",",0,1223,","87.6",",0,0922,","","","","","1489.2",",0","94",",0"
"USC00152548","1991","36.8077","-87.153","188.7","ELKTON, KY US","128","0","87","0","1","","0","0","25",",0,0215,","20",",0,0215,","77.2",",0,0512,","","","","","1466.9",",0","20",",0"
"USC00152548","1992","36.8077","-87.153","188.7","ELKTON, KY US","114","0","70","0","2","","1","0","76",",0,1226,","76",",0,1226,","63.5",",0,0310,","","","","","925.9",",0","89",",0"
"USC00152548","1993","36.8077","-87.153","188.7","ELKTON, KY US","127","0","78","0","","","","","","","","","52.3",",0,1204,","","","","","1039.7",",0","",""
"USC00152548","1994","36.8077","-87.153","188.7","ELKTON, KY US","119","0","83","0","","","0","0","","","8",",0,0108,","72.1",",0,0327,","","","","","1338.0",",0","8",",0"
"USC00152548","1995","36.8077","-87.153","188.7","ELKTON, KY US","113","0","71","0","","","0","0","","","20",",0,0208,","52.6",",0,0215,","","","","","1126.7",",0","20",",0"
"USC00152548","1996","36.8077","-87.153","188.7","ELKTON, KY US","137","0","90","0","","","","","","","","","65.0",",0,1217,","","","","","1555.6",",0","",""
"USC00152548","1997","36.8077","-87.153","188.7","ELKTON, KY US","128","0","91","0","3","","2","0","25",",0,0208,+","38",",0,1231,","143.3",",0,0302,","","","","","1419.8",",0","63",",0"
"USC00152548","2006","36.8077","-87.153","188.7","ELKTON, KY US","","","","","0","","0","0","0",",0,1231,+","0",",0,1231,+","","","","","","","1282.1",",0","0",",0"
"USC00152548","2007","36.8077","-87.153","188.7","ELKTON, KY US","79","0","66","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","101.9",",0,1023,","","","","","1109.6",",0","0",",0"
"USC00152548","2008","36.8077","-87.153","188.7","ELKTON, KY US","90","0","67","0","3","","2","0","102",",0,0308,","76",",0,0308,","92.7",",0,1210,","","","","","1399.9",",0","129",",0"
"USC00152548","2009","36.8077","-87.153","188.7","ELKTON, KY US","108","0","82","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","81.8",",0,0128,","","","","","1555.2",",0","0",",0"
"USC00152548","2014","36.8077","-87.153","188.7","ELKTON, KY US","100","7","71","7","","","","","","","","","78.7",",7,1014,","","","","","1201.0",",7","",""
"USC00152548","2015","36.8077","-87.153","188.7","ELKTON, KY US","113","7","88","7","","","","","","","","","70.1",",7,0222,","","","","","1643.4",",7","",""
"USC00152548","2016","36.8077","-87.153","188.7","ELKTON, KY US","101","7","76","7","","","","","","","","","166.6",",7,0707,","2115.2","","2115.2","","1470.9",",7","",""
