"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000TGIL","2003","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1285.7","","1285.7","U","0","U","44","U","0","U","254","U","78","U","-6.1","U,0124,","38.9","U,0806,","-3.3","U,1124","-3.3","U,1124","-5.0","U,1125","","","-0.6","U,0330","-2.2","U,0217","-6.1","U,0124","","","","","1321.0","","1321.0","U","18.35","U","24.29","U","12.42","U"
"USR0000TGIL","2005","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1471.6","","1471.6","U","0","U","37","U","0","U","259","U","121","U","-8.3","U,1209,","40.6","U,0823,","-1.7","U,1116","-3.9","U,1117","-5.6","U,1206","-8.3","U,1209","-0.6","U,0317","-3.9","U,0124","-4.4","U,0123","","","","","1097.3","","1097.3","U","19.06","U","25.56","U","12.56","U"
"USR0000TGIL","2006","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1522.4","","1522.4","U","0","U","33","U","1","U","268","U","113","U","-6.7","U,1208,","41.1","U,0718,","0.0","U,1103","-2.2","U,1121","-5.6","U,1204","-6.7","U,1208","-0.6","U,0325","-2.2","U,0220","-5.0","U,0213","","","","","1057.1","","1057.1","U","19.51","U","26.18","U","12.85","U"
"USR0000TGIL","2007","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1342.9","","1342.9","U","0","U","33","U","1","U","257","U","71","U","-8.3","U,0216,","37.8","U,0814,+","0.0","U,1123","-2.8","U,1204","-5.0","U,1223","","","-2.2","U,0305","-2.2","U,0305","-8.3","U,0216","-8.3","U,0216","","","1259.8","","1259.8","U","18.57","U","24.29","U","12.85","U"
"USR0000TGIL","2008","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1255.3","","1255.3","U","0","U","49","U","0","U","254","U","75","U","-7.2","U,0103,","40.0","U,0803,","-1.7","U,1116","-2.8","U,1202","-5.0","U,1222","","","0.0","U,0324","-2.2","U,0308","-4.4","U,0130","-6.7","U,0120","","","1218.5","","1218.5","U","18.21","U","24.23","U","12.19","U"
"USR0000TGIL","2009","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1230.5","","1230.5","U","0","U","33","U","0","U","243","U","68","U","-6.7","U,1205,","38.3","U,0716,+","-6.7","U,1205","-6.7","U,1205","-6.7","U,1205","-6.7","U,1205","-2.8","U,0302","-2.8","U,0302","-4.4","U,0121","","","","","1230.8","","1230.8","U","18.24","U","23.88","U","12.60","U"
"USR0000TGIL","2010","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1549.8","","1549.8","U","0","U","50","U","1","U","244","U","117","U","-10.6","U,0110,+","38.9","U,0823,+","-1.1","U,1106","-2.8","U,1127","-6.1","U,1227","","","-0.6","U,0321","-2.8","U,0303","-6.1","U,0111","-10.6","U,0110","-10.6","U,0110","1441.3","","1441.3","U","18.56","U","24.74","U","12.38","U"
"USR0000TGIL","2011","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1817.5","","1817.5","U","0","U","38","U","4","U","256","U","121","U","-10.0","U,0205,","42.8","U,0804,+","-0.6","U,1118","-3.3","U,1207","-5.0","U,1208","","","-1.1","U,0306","-5.0","U,0212","-5.0","U,0212","-8.3","U,0211","-10.0","U,0205","1269.4","","1269.4","U","19.74","U","26.40","U","13.08","U"
"USR0000TGIL","2012","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1521.5","","1521.5","U","0","U","31","U","1","U","272","U","98","U","-6.1","U,1212,","40.0","U,0729,","-1.1","U,1113","-5.6","U,1211","-5.6","U,1211","","","-1.7","U,0225","-3.3","U,0212","-5.0","U,0113","","","","","1031.1","","1031.1","U","19.76","U","26.05","U","13.47","U"
"USR0000TGIL","2013","32.7017","-94.9447","152.4","GILMER TEXAS, TX US","1416.9","","1416.9","U","0","U","42","U","0","U","238","U","100","U","-4.4","U,1211,+","38.9","U,0901,+","-2.2","U,1113","-2.2","U,1113","-4.4","U,1210","","","-1.1","U,0327","-3.3","U,0326","","","","","","","1248.7","","1248.7","U","18.37","U","24.54","U","12.20","U"
