"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBRO","2004","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1063.2","","1063.2","U","0","U","15","U","0","U","225","U","126","U","-3.3","U,1225,","42.2","U,0908,","-1.7","U,1129","-2.8","U,1130","","","","","-0.6","U,0211","-2.2","U,0123","","","1211.8","","1211.8","U","17.92","U","25.79","U","10.05","U"
"USR0000CBRO","2005","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","837.4","","837.4","U","0","U","12","U","0","U","230","U","87","U","-2.2","U,0113,","43.3","U,0717,","-1.1","U,1127","","","","","","","0.0","U,0115","-2.2","U,0113","","","1314.9","","1314.9","U","17.13","U","24.82","U","9.44","U"
"USR0000CBRO","2006","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","967.6","","967.6","U","0","U","21","U","0","U","207","U","108","U","-3.3","U,1220,","43.9","U,0722,","-1.1","U,1124","-2.8","U,1217","","","","","0.0","U,0313","-2.8","U,0311","","","1367.9","","1367.9","U","16.97","U","24.30","U","9.63","U"
"USR0000CBRO","2007","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","906.4","","906.4","U","0","U","22","U","0","U","231","U","98","U","-6.1","U,0114,","41.7","U,0706,+","0.0","U,1130","-3.9","U,1201","","","","","-0.6","U,0228","-5.6","U,0116","-5.6","U,0116","1271.2","","1271.2","U","17.29","U","25.11","U","9.47","U"
"USR0000CBRO","2008","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1011.3","","1011.3","U","0","U","16","U","0","U","226","U","113","U","-4.4","U,1218,","45.0","U,0709,","-1.1","U,1204","-2.2","U,1217","-4.4","U,1218","","","0.0","U,0424","","","","","1435.6","","1435.6","U","17.22","U","24.96","U","9.48","U"
"USR0000CBRO","2009","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1032.8","","1032.8","U","0","U","14","U","0","U","232","U","113","U","-6.7","U,1209,","44.4","U,0628,","0.0","U,1119","-3.3","U,1206","-6.1","U,1208","-6.7","U,1209","0.0","U,0311","","","","","1305.3","","1305.3","U","17.41","U","25.20","U","9.62","U"
"USR0000CBRO","2010","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","849.0","","849.0","U","0","U","10","U","0","U","202","U","98","U","-3.3","U,1124,","43.9","U,0825,","-3.3","U,1124","-3.3","U,1124","","","","","","","","","","","1529.7","","1529.7","U","16.56","U","23.68","U","9.44","U"
"USR0000CBRO","2011","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","844.7","","844.7","U","0","U","28","U","0","U","199","U","96","U","-3.9","U,1224,","41.7","U,0909,","0.0","U,1206","-2.2","U,1223","","","","","-0.6","U,0408","-2.2","U,0227","","","1506.3","","1506.3","U","16.43","U","23.95","U","8.90","U"
"USR0000CBRO","2012","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1029.5","","1029.5","U","0","U","17","U","0","U","220","U","119","U","-5.6","U,0117,","43.3","U,0811,","-1.1","U,1111","-2.8","U,1219","","","","","-0.6","U,0406","-5.6","U,0117","-5.6","U,0117","1347.2","","1347.2","U","17.55","U","25.29","U","9.81","U"
"USR0000CBRO","2013","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1003.7","","1003.7","U","0","U","33","U","0","U","248","U","108","U","-6.1","U,1206,","44.4","U,0704,+","-3.3","U,1204","-3.3","U,1204","-6.1","U,1206","","","-0.6","U,0220","-3.3","U,0117","","","1241.6","","1241.6","U","17.72","U","26.01","U","9.43","U"
"USR0000CBRO","2014","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1154.2","","1154.2","U","0","U","3","U","0","U","263","U","128","U","-0.6","U,1229,","42.8","U,0630,","-0.6","U,1229","","","","","","","0.0","U,0205","","","","","987.7","","987.7","U","18.97","U","26.54","U","11.39","U"
"USR0000CBRO","2015","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1084.2","","1084.2","U","0","U","16","U","0","U","253","U","117","U","-5.0","U,1129,","42.8","U,0730,+","-0.6","U,1125","-5.0","U,1129","-5.0","U,1129","","","0.0","U,0104","-2.8","U,0102","","","937.2","","937.2","U","18.29","U","26.14","U","10.43","U"
"USR0000CBRO","2016","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","990.2","","990.2","U","0","U","14","U","0","U","236","U","109","U","-3.3","U,1226,","42.2","U,0628,","-0.6","U,1205","-2.2","U,1219","","","","","-0.6","U,0102","","","","","1193.9","","1193.9","U","17.87","U","25.27","U","10.48","U"
"USR0000CBRO","2017","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1162.3","","1162.3","U","0","U","11","U","0","U","224","U","119","U","-2.2","U,1213,+","45.0","U,0901,","0.0","U,1210","-2.2","U,1213","","","","","-0.6","U,0226","-2.2","U,0116","","","1292.1","","1292.1","U","18.14","U","25.64","U","10.63","U"
