"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBRO","1991","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1471.0","","1471.0","","","","","","",""
"USR0000CBRO","1993","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","809.4","","809.4","U","0","U","25","U","0","U","206","U","87","U","-4.4","U,0104,","43.9","U,0801,","-1.7","U,1116","-2.2","U,1123","","","","","0.0","U,0215","-3.9","U,0111","-4.4","U,0104","1445.3","","1445.3","U","16.59","U","23.77","U","9.42","U"
"USR0000CBRO","1994","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","852.0","","852.0","U","0","U","27","U","0","U","224","U","107","U","-3.3","U,1209,","40.0","U,0920,+","-0.6","U,1114","-2.2","U,1123","","","","","-1.1","U,0323","","","","","1333.1","","1333.1","U","16.49","U","24.31","U","8.66","U"
"USR0000CBRO","1995","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","844.7","","844.7","U","0","U","5","U","0","U","229","U","89","U","-1.1","U,0215,+","43.3","U,0624,","0.0","U,1221","","","","","","","-0.6","U,0324","","","","","1549.6","","1549.6","U","17.30","U","24.48","U","10.11","U"
"USR0000CBRO","1996","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","","","","","0","U","5","U","0","U","217","U","105","U","-1.7","U,1219,","45.6","U,0811,","-0.6","U,1202","","","","","","","-0.6","U,0226","","","","","1030.7","","1030.7","U","18.04","U","25.31","U","10.77","U"
"USR0000CBRO","1997","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1048.3","","1048.3","U","0","U","11","U","0","U","244","U","108","U","-2.8","U,0114,","42.8","U,0807,+","-0.6","U,1212","-2.2","U,1227","","","","","-0.6","U,0305","-2.8","U,0114","","","","","","","18.11","U","25.52","U","10.69","U"
"USR0000CBRO","1999","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","837.5","","837.5","U","0","U","34","U","0","U","218","U","97","U","-5.0","U,0105,","43.3","U,0712,","0.0","U,1124","","","","","","","-1.7","U,0409","-3.3","U,0129","-5.0","U,0105","","","","","16.54","U","24.32","U","8.76","U"
"USR0000CBRO","2000","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","897.7","","897.7","U","0","U","17","U","0","U","212","U","98","U","-2.2","U,1113,+","43.3","U,0614,","-0.6","U,1111","-2.2","U,1113","","","","","-0.6","U,0224","-2.2","U,0102","","","1237.9","","1237.9","U","16.90","U","24.16","U","9.64","U"
"USR0000CBRO","2001","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1073.5","","1073.5","U","0","U","8","U","0","U","229","U","114","U","-2.2","U,0118,","42.2","U,0703,","","","","","","","","","0.0","U,0408","-2.2","U,0118","","","1447.2","","1447.2","U","17.71","U","25.08","U","10.35","U"
"USR0000CBRO","2002","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","973.9","","973.9","U","0","U","20","U","0","U","228","U","107","U","-3.3","U,0130,","42.8","U,0809,+","0.0","U,1130","","","","","","","0.0","U,0315","-2.2","U,0308","","","1293.0","","1293.0","U","17.36","U","25.15","U","9.56","U"
"USR0000CBRO","2003","38.7383","-122.1447","107.9","BROOKS CALIFORNIA, CA US","1112.6","","1112.6","U","0","U","12","U","0","U","199","U","117","U","-2.8","U,0209,","43.9","U,0728,","0.0","U,1104","-2.2","U,1227","","","","","0.0","U,0210","-2.8","U,0209","","","1337.5","","1337.5","U","17.53","U","24.96","U","10.10","U"
