"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00387575","1893","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","109","6","77","6","201.9",",6,0828,","1763.5",",6"
"USC00387575","1894","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","116","6","80","6","111.8",",6,0927,","1415.5",",6"
"USC00387575","1895","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","108","6","82","6","68.6",",6,0126,","1293.5",",6"
"USC00387575","1896","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","93","6","64","6","88.9",",6,0209,","1167.9",",6"
"USC00387575","1897","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","107","6","85","6","89.7",",6,0728,","1366.0",",6"
"USC00387575","1898","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","118","6","85","6","77.5",",6,0811,","1423.8",",6"
"USC00387575","1899","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","108","6","72","6","74.2",",6,0830,","1066.2",",6"
"USC00387575","1900","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","107","6","80","6","83.8",",6,0830,","1225.4",",6"
"USC00387575","1901","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","106","6","86","6","60.2",",6,0918,","1203.9",",6"
"USC00387575","1902","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","97","6","78","6","76.7",",6,0909,","1211.3",",6"
"USC00387575","1903","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","117","6","90","6","94.5",",6,0814,","1433.9",",6"
"USC00387575","1904","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","101","6","79","6","49.8",",6,0123,","1242.0",",6"
"USC00387575","1905","33.4","-79.933333","22.3","SAINT STEPHENS, SC US","102","6","81","6","48.8",",6,1203,","1128.1",",6"
