"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00020380","1918","31.57669","-111.31709","1112.2","ARIVACA, AZ US","","","","","","","","","","","","","","","1406.4","","1406.4","6","","","",""
"USC00020380","1958","31.57669","-111.31709","1112.2","ARIVACA, AZ US","","","","","1","","2","0","127",",0,1116,","165",",0,1116,","","","","","","","","","241",",0"
"USC00020380","1959","31.57669","-111.31709","1112.2","ARIVACA, AZ US","58","0","35","0","0","","0","0","0",",0,1231,+","20",",0,1214,","46.2",",0,0728,","","","","","421.1",",0","20",",0"
"USC00020380","1960","31.57669","-111.31709","1112.2","ARIVACA, AZ US","44","0","32","0","2","","4","0","25",",0,0210,+","51",",0,0113,+","78.0",",0,1009,","","","","","507.6",",0","186",",0"
"USC00020380","1961","31.57669","-111.31709","1112.2","ARIVACA, AZ US","64","0","39","0","0","","0","0","0",",0,1231,+","0","T,0,1029,","26.9",",0,1215,","","","","","367.8",",0","0","T,0"
"USC00020380","1962","31.57669","-111.31709","1112.2","ARIVACA, AZ US","56","0","39","0","0","","0","0","0",",0,1231,+","13",",0,0222,","43.9",",0,0728,","","","","","409.6",",0","21",",0"
"USC00020380","1964","31.57669","-111.31709","1112.2","ARIVACA, AZ US","49","0","35","0","1","","2","0","51",",0,1116,","76",",0,1116,","48.8",",0,0724,","","","","","536.9",",0","182",",0"
"USC00020380","1965","31.57669","-111.31709","1112.2","ARIVACA, AZ US","60","0","43","0","1","","1","0","25",",0,0210,","51",",0,0210,","56.4",",0,1222,","","","","","483.6",",0","51",",0"
"USC00020380","1966","31.57669","-111.31709","1112.2","ARIVACA, AZ US","62","0","42","0","1","","0","0","25",",0,1230,","13",",0,1230,","39.6",",0,0912,","","","","","491.0",",0","33",",0"
"USC00020380","1967","31.57669","-111.31709","1112.2","ARIVACA, AZ US","55","0","41","0","2","","1","0","51",",0,1215,","89",",0,1215,","54.9",",0,1215,","","","","","517.6",",0","102",",0"
"USC00020380","1968","31.57669","-111.31709","1112.2","ARIVACA, AZ US","48","0","32","0","0","","0","0","0",",0,1231,+","0","T,0,0310,","36.1",",0,0721,","","","","","346.4",",0","0","T,0"
"USC00020380","1969","31.57669","-111.31709","1112.2","ARIVACA, AZ US","64","0","38","0","0","","2","0","0","T,0,0222,","25",",0,1229,+","46.5",",0,0808,","","","","","368.7",",0","55",",0"
"USC00020380","1970","31.57669","-111.31709","1112.2","ARIVACA, AZ US","47","0","28","0","1","","1","0","25",",0,0305,","25",",0,0305,","77.5",",0,0904,","","","","","362.8",",0","25",",0"
"USC00020380","1971","31.57669","-111.31709","1112.2","ARIVACA, AZ US","59","0","36","0","2","","5","0","102",",0,1204,","152",",0,1204,","46.7",",0,0811,","","","","","516.9",",0","376",",0"
"USC00020380","1972","31.57669","-111.31709","1112.2","ARIVACA, AZ US","60","0","36","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","53.3",",0,1019,","","","","","396.3",",0","0",",0"
"USC00020380","1973","31.57669","-111.31709","1112.2","ARIVACA, AZ US","51","0","29","0","1","","3","0","25",",0,0312,","51",",0,0314,","34.3",",0,0221,","","","","","324.4",",0","161",",0"
"USC00020380","1974","31.57669","-111.31709","1112.2","ARIVACA, AZ US","66","0","41","0","0","","0","0","0","T,0,1225,+","0","T,0,1225,+","40.4",",0,0804,","","","","","368.8",",0","0","T,0"
"USC00020380","1975","31.57669","-111.31709","1112.2","ARIVACA, AZ US","49","0","26","0","0","","2","0","0",",0,1231,+","64",",0,0407,","41.9",",0,0708,","","","","","280.1",",0","110",",0"
