"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00364706","1949","41.8","-78.66667","650.1","LAFAYETTE MC KEAN PA, PA US","160","0","93","0","","","","","43.2",",0,0829,","972.9",",0"
"USC00364706","1950","41.8","-78.66667","650.1","LAFAYETTE MC KEAN PA, PA US","196","0","110","0","","","","","53.8",",0,1126,","1363.8",",0"
"USC00364706","1951","41.8","-78.66667","650.1","LAFAYETTE MC KEAN PA, PA US","172","0","108","0","","","","","40.4",",0,0623,","1160.8",",0"
"USC00364706","1952","41.8","-78.66667","650.1","LAFAYETTE MC KEAN PA, PA US","151","0","91","0","92","","356",",0,0308,+","50.8",",0,0525,","1139.4",",0"
"USC00364706","1953","41.8","-78.66667","650.1","LAFAYETTE MC KEAN PA, PA US","147","0","86","0","87","","356",",0,1108,+","57.2",",0,0523,","1076.2",",0"
"USC00364706","1954","41.8","-78.66667","650.1","LAFAYETTE MC KEAN PA, PA US","160","0","102","0","103","","229",",0,1226,+","58.7",",0,1016,","1120.9",",0"
