"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003975","1998","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","","","1002.3","","1002.3","W","","","","","","","0","W","58","W","5","W","201","W","61","W","-11.1","W,0312,","","","","","36.7","W,0719,","-1.7","W,1106","-2.2","W,1208","-4.4","W,1209","-10.0","W,1222","-10.0","W,1222","-0.6","M,0322","-3.9","M,0313","-11.1","M,0312","-11.1","M,0312","-11.1","M,0312","","","","","","","15.89","W","21.47","W","10.30","W","","","","","","","",""
"USW00003975","1999","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","3.0","W","800.8","","800.8","W","103","W","61","W","","","0","W","76","W","7","W","200","W","58","W","-14.4","W,0105,","","","99.8",",W,0121,","37.2","W,0724,","-1.1","W,1024","-2.2","W,1025","-6.1","W,1130","-8.9","W,1222","-8.9","W,1222","-2.2","W,0327","-2.2","W,0327","-5.6","W,0304","-7.2","W,0222","-10.0","W,0109","1995.0","","1995.0","W","1043.6",",W","15.12","W","21.58","W","8.67","W","170","W","260","W","17.4","W","27.7","W"
"USW00003975","2000","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.9","W","876.9","","876.9","W","132","W","61","W","","","0","W","86","W","21","W","208","W","51","W","-14.4","W,1222,+","","","85.6",",W,0617,","39.4","W,0829,","0.0","W,1007","-2.2","W,1114","-7.2","W,1118","-7.2","W,1118","-9.4","W,1211","-0.6","W,0409","-2.8","W,0312","-5.0","W,0206","-7.2","W,0202","-8.9","W,0131","1819.5","","1819.5","W","927.7",",W","14.54","W","20.50","W","8.58","W","200","W","360","W","16.5","W","21.5","W"
"USW00003975","2001","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.8","W","","","","","127","W","73","W","","","","","","","","","","","","","","","","","84.6",",W,1216,","","","","","","","","","","","","","","","","","","","","","","","2470.6","","2470.6","W","1120.6",",W","","","","","","","220","W","200","W","19.2","W","24.6","W"
"USW00003975","2002","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.8","W","922.7","","922.7","W","150","W","76","W","","","0","W","102","W","6","W","174","W","47","W","-12.8","W,1206,","","","106.4",",W,0123,","36.1","W,0804,","0.0","W,1101","-2.2","W,1117","-5.6","W,1127","-7.2","W,1201","-10.0","W,1205","-1.1","W,0405","-2.8","W,0327","-6.7","W,0322","-6.7","W,0322","-11.1","W,0304","","","","","1580.1",",W","14.53","W","20.26","W","8.81","W","200","W","330","W","14.3","W","19.7","W"
"USW00003975","2003","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","3.0","W","745.3","","745.3","W","135","W","71","W","","","0","W","89","W","12","W","198","W","32","W","-16.7","W,0118,","","","81.3",",W,0902,","36.1","W,0721,","0.0","W,1027","-2.2","W,1125","-4.4","W,1129","-6.7","W,1225","","","-2.2","W,0331","-2.2","W,0331","-5.0","W,0310","-8.9","W,0225","-8.9","W,0225","2422.6","","2422.6","W","1125.2",",W","14.15","W","19.67","W","8.62","W","350","W","360","W","14.8","W","65.7","W"
"USW00003975","2004","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","3.0","W","790.0","","790.0","W","121","W","72","W","","","3","W","77","W","12","W","200","W","19","W","-20.0","W,1225,","","","61.0",",W,0706,","35.6","W,0713,","-1.7","W,1125","-2.2","W,1202","-6.1","W,1214","-8.3","W,1215","-8.9","W,1222","0.0","W,0405","-3.3","W,0310","-5.0","W,0216","-6.7","W,0213","-9.4","W,0208","2111.1","","2111.1","W","1075.2",",W","14.71","W","20.32","W","9.10","W","220","W","210","W","18.3","W","22.8","W"
"USW00003975","2005","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.8","B","951.7","","951.7","B","105","B","61","B","","","0","B","81","B","8","B","196","B","55","B","-16.7","B,1209,","","","65.8",",B,0826,","36.7","B,0722,","0.0","B,1026","-5.6","B,1117","-5.6","B,1117","-6.7","B,1207","-16.7","B,1209","-0.6","W,0320","-2.2","W,0318","-4.4","W,0314","-9.4","W,0123","-9.4","W,0123","1983.5","","1983.5","B","1016.1",",B","15.11","B","21.03","B","9.20","B","320","B","150","B","17.4","B","63.9","B"
"USW00003975","2006","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.7","W","868.8","","868.8","W","146","W","63","W","","","0","W","76","W","4","W","190","W","47","W","-13.8","W,0219,","","","115.1",",W,0923,","36.7","W,0810,","-0.5","W,1013","-2.7","W,1102","-4.9","W,1202","-8.2","W,1204","-11.6","W,1208","0.0","W,0409","-3.2","W,0326","-7.7","W,0221","-7.7","W,0221","-13.8","W,0219","2091.5","","2091.5","W","1362.6",",W","14.92","W","20.88","W","8.96","W","290","W","270","W","19.2","W","28.2","W"
"USW00003975","2007","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.6","W","1045.6","","1045.6","W","106","W","67","W","","","0","W","84","W","10","W","202","W","52","W","-13.8","W,0204,","","","69.8",",W,0113,","39.4","W,0816,","-1.0","W,1102","-3.2","W,1107","","","","","","","-2.7","W,0409","-2.7","W,0409","-6.0","W,0304","-11.0","W,0216","-11.0","W,0216","2182.6","","2182.6","W","1185.5",",W","15.29","W","21.06","W","9.52","W","320","W","150","W","18.3","W","28.6","W"
