"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003975","2008","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.9","W","818.0","","818.0","W","169","W","76","W","","","0","W","99","W","13","W","185","W","34","W","-13.8","W,1222,","","","166.1",",W,0318,","35.0","W,0802,+","0.0","W,1027","-2.7","W,1110","-6.6","W,1121","-7.1","W,1207","-11.0","W,1221","-0.5","W,0415","-4.3","W,0308","-4.9","W,0221","-9.3","W,0213","-9.3","W,0213","2279.9","","2279.9","W","1417.7",",W","14.00","W","19.51","W","8.50","W","220","W","210","W","75.1","W","84.9","W"
"USW00003975","2009","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","","","","","","","204","W","92","W","","","","","","","","","","","","","","","","","110.0",",W,1224,","","","","","","","","","","","","","","","","","","","","","","","","","","","1532.0",",W","","","","","","","","","","","","","",""
"USW00003975","2010","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.7","W","1143.4","","1143.4","W","94","W","56","W","","","0","W","90","W","16","W","205","W","81","W","-14.9","W,0110,","","","92.5",",W,0910,","38.3","W,0812,","0.0","W,1029","-3.2","W,1107","-6.6","W,1206","-7.1","W,1207","-12.1","W,1213","-3.8","W,0306","-3.8","W,0306","-5.5","W,0226","-7.1","W,0225","-11.6","W,0201","2252.2","","2252.2","W","916.5",",W","15.18","W","21.11","W","9.26","W","260","W","330","W","16.5","W","54.5","W"
"USW00003975","2011","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.9","W","1048.2","","1048.2","W","145","W","81","W","","","0","W","72","W","11","W","197","W","71","W","-17.7","W,0210,","","","163.8",",W,0425,","40.0","W,0803,","-0.5","W,1110","-3.8","W,1201","-5.5","W,1211","","","","","-0.5","W,0316","-6.0","W,0212","-6.0","W,0212","-13.2","W,0211","-13.2","W,0211","2263.8","","2263.8","W","1792.5",",W","15.35","W","20.95","W","9.76","W","310","W","330","W","33.5","W","82.3","W"
"USW00003975","2012","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.8","W","1122.3","","1122.3","W","86","W","58","W","0","","0","W","59","W","0","W","217","W","88","W","-8.2","W,1230,","0",",W,1231,+","85.3",",W,0901,","40.6","W,0705,+","-1.0","W,1108","-3.2","W,1124","-6.0","W,1211","-7.1","W,1227","","","-0.5","W,0304","-2.7","W,0220","-7.1","W,0212","-7.1","W,0212","","","1670.5","","1670.5","W","846.9",",W","16.63","W","23.00","W","10.25","W","310","W","80","W","22.8","W","28.6","W"
"USW00003975","2013","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.7","W","","","","","114","W","72","W","","","0","W","84","W","","","","","","","-11.0","W,1207,","","","113.3",",W,1221,","","","-1.0","W,1025","-2.7","W,1112","-5.5","W,1113","-11.0","W,1207","-11.0","W,1207","-3.2","W,0327","-3.2","W,0327","-6.0","W,0303","-9.3","W,0201","-9.3","W,0201","2170.7","","2170.7","W","1598.7",",W","","","","","9.12","W","240","W","330","W","15.7","W","30.0","W"
"USW00003975","2014","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","3.0","W","838.2","","838.2","W","109","W","68","W","","","0","W","96","W","18","W","181","W","31","W","-15.5","W,0304,+","","","58.7",",W,0427,","36.7","W,0824,+","-1.6","W,1101","-3.2","W,1102","-5.5","W,1113","-7.7","W,1114","-9.9","W,1118","0.0","W,0415","-3.8","W,0326","-4.9","W,0307","-10.5","W,0305","-10.5","W,0305","","","","","970.8",",W","13.70","W","19.27","W","8.14","W","80","W","80","W","15.7","W","22.4","W"
"USW00003975","2015","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.8","W","891.9","","891.9","W","120","W","80","W","0","","2","W","76","W","17","W","194","W","41","W","-21.0","W,0219,","0",",W,1231,+","114.0",",W,1117,","36.1","W,0729,","-0.5","W,1114","-2.7","W,1121","-5.5","W,1122","","","","","-1.0","W,0329","-4.9","W,0307","-4.9","W,0307","-12.7","W,0306","-12.7","W,0306","2450.9","","2450.9","W","1691.2",",W","14.75","W","20.20","W","9.31","W","210","W","30","W","17.4","W","44.3","W"
"USW00003975","2016","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.8","W","1019.5","","1019.5","W","107","W","69","W","","","0","W","77","W","11","W","210","W","58","W","-13.2","W,0118,","","","77.7",",W,0814,","36.7","W,0616,","0.0","W,1110","-3.2","W,1113","-7.7","W,1209","-7.7","W,1209","-10.5","W,1218","-1.0","W,0321","-2.7","W,0302","-6.6","W,0213","-7.7","W,0210","-13.2","W,0118","1850.6","","1850.6","W","1334.0",",W","15.85","W","21.46","W","10.23","W","350","W","350","W","20.1","W","26.4","W"
"USW00003975","2017","36.7725","-90.32472","99.7","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","2.9","W","887.3","","887.3","W","105","W","77","W","0","","0","W","66","W","5","W","205","W","34","W","-13.2","W,0107,","0",",W,1231,+","73.2",",W,0426,","34.4","W,0921,+","-2.1","W,1028","-3.2","W,1029","-8.2","W,1208","-8.2","W,1208","-11.6","W,1227","-5.5","W,0315","-5.5","W,0315","-5.5","W,0315","-7.1","W,0204","-11.6","W,0108","1684.7","","1684.7","W","1118.6",",W","15.74","W","21.56","W","9.91","W","260","W","280","W","18.3","W","31.3","W"
