"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00087977","1949","28.81667","-81.25","3.0","SANFORD, FL US","1748.3","","1748.3","0","123","0","78","0","0","","0","0","0","0","1","0","0","0","348","0","109","0","-1.7","0,0101,","0",",0,1231,+","0",",0,1231,+","114.6",",0,0828,","37.2","0,0730,","","","-1.7","0,0101","140.8","","140.8","0","1357.2",",0","0",",0","22.53","0","28.87","0","16.19","0"
"USC00087977","1950","28.81667","-81.25","3.0","SANFORD, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266.4","","266.4","0","","","","","","","","","",""
"USC00087977","1951","28.81667","-81.25","3.0","SANFORD, FL US","1727.9","","1727.9","0","127","0","77","0","0","","0","0","0","0","3","0","0","0","327","0","120","0","-1.1","0,0127,","0",",0,1231,+","0","T,0,0608,+","74.9",",0,1116,","36.1","0,0830,","","","0.0","0,0203","","","","","1395.5",",0","0","T,0","21.90","0","28.16","0","15.64","0"
"USC00087977","1952","28.81667","-81.25","3.0","SANFORD, FL US","1653.3","","1653.3","0","118","0","73","0","0","","0","0","0","0","5","0","0","0","323","0","122","0","-1.7","0,1216,","0",",0,1231,+","0","T,0,0528,","70.4",",0,1007,","37.8","0,0613,","-0.6","0,1212","0.0","0,0208","337.3","","337.3","0","1197.1",",0","0","T,0","21.85","0","28.04","0","15.66","0"
"USC00087977","1953","28.81667","-81.25","3.0","SANFORD, FL US","1786.5","","1786.5","0","141","0","96","0","0","","0","0","0","0","1","0","0","0","327","0","110","0","0.0","0,1216,","0",",0,1231,+","0","T,0,0412,+","78.0",",0,0711,","37.8","0,0528,","0.0","0,1216","","","378.2","","378.2","0","1882.0",",0","0","T,0","22.36","0","28.21","0","16.52","0"
"USC00087977","1954","28.81667","-81.25","3.0","SANFORD, FL US","","","","","111","0","74","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0430,+","72.6",",0,0926,","","","","","","","","","","","1158.0",",0","0","T,0","","","","","",""
