"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00042346","1908","35.7683","-119.26","92.0","DELANO, CA US","","","","","19","6","16","6","","","","","","","","","","","","","","","","","","","","","35.1",",6,0209,","","","","","","","","","","","","","","","198.2",",6","","","","","","","",""
"USC00042346","1944","35.7683","-119.26","92.0","DELANO, CA US","","","","","38","6","22","6","","","0","6","","","","","","","","","","","","","","","0",",6,1231,+","40.1",",6,1112,","","","","","","","","","","","","","","","197.4",",6","0",",6","","","","","",""
"USC00042346","1945","35.7683","-119.26","92.0","DELANO, CA US","","","","","","","","","","","0","6","","","","","","","","","","","","","","","0",",6,1231,+","","","","","","","","","","","","","","","","","","","0",",6","","","","","",""
"USC00042346","1947","35.7683","-119.26","92.0","DELANO, CA US","","","","","25","6","7","6","","","","","","","","","","","","","","","","","","","","","9.7",",6,0402,","","","","","","","","","","","","","","","50.6",",6","","","","","","","",""
"USC00042346","1949","35.7683","-119.26","92.0","DELANO, CA US","","","","","32","0","15","0","","","","","","","","","","","","","","","","","","","","","14.0",",0,0227,","","","","","","","","","","","","","","","113.6",",0","","","","","","","",""
"USC00042346","1950","35.7683","-119.26","92.0","DELANO, CA US","","","","","40","0","15","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","10.9",",0,0206,","","","","","","","","","","","","","","","121.7",",0","0",",0","","","","","",""
"USC00042346","1951","35.7683","-119.26","92.0","DELANO, CA US","","","","","33","0","20","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","15.0",",0,0429,","","","","","","","","","","","","","","","126.8",",0","0",",0","","","","","",""
"USC00042346","1952","35.7683","-119.26","92.0","DELANO, CA US","","","","","46","0","26","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","25.4",",0,0118,","","","","","","","","","","","","","","","282.2",",0","0",",0","","","","","",""
"USC00042346","1953","35.7683","-119.26","92.0","DELANO, CA US","","","","","24","0","11","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","12.4",",0,0528,","","","","","","","","","","","","","","","84.1",",0","0",",0","","","","","",""
"USC00042346","1954","35.7683","-119.26","92.0","DELANO, CA US","","","","","27","0","14","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","22.6",",0,0120,","","","","","","","","","","","","","","","162.1",",0","0",",0","","","","","",""
"USC00042346","1955","35.7683","-119.26","92.0","DELANO, CA US","","","","","42","0","19","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","13.2",",0,0116,","","","","","","","","","","","","","","","150.0",",0","0",",0","","","","","",""
