"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00026422","1999","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","1.5","W","3.3","","3.3","W","126","W","31","W","130","W","272","W","156","W","53","W","1","W","-48.9","W,0205,","16.5",",W,0922,","32.2","W,0806,","0.0","W,0817","-2.8","W,0827","-6.1","W,0829","-13.3","W,0929","-13.3","W,0929","-1.1","W,0728","-3.9","W,0601","-5.6","W,0521","-7.2","W,0519","-8.9","W,0429","8180.7","","8180.7","W","242.1",",W","-5.24","W","1.65","W","-12.13","W","120","W","140","W","11.6","W","17.4","W"
"USW00026422","2000","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","1.8","W","1.1","","1.1","W","117","W","43","W","95","W","269","W","158","W","36","W","0","W","-47.8","W,0113,","18.5",",W,0717,","29.4","W,0625,","-2.2","W,0815","-2.2","W,0815","-5.0","W,0816","-6.7","W,0929","-15.0","W,1001","-0.6","W,0604","-2.2","W,0530","-5.6","W,0517","-11.1","W,0515","-11.1","W,0515","8041.6","","8041.6","W","341.8",",W","-3.24","W","3.10","W","-9.58","W","110","W","150","W","11.2","W","17.0","W"
"USW00026422","2001","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","1.6","W","1.6","","1.6","W","113","W","32","W","101","W","269","W","159","W","39","W","0","W","-39.4","W,0322,+","27.4",",W,0724,","30.6","W,0719,","0.0","W,0801","-2.8","W,0908","-5.0","W,0909","-7.2","W,0927","-8.9","W,0928","-0.6","W,0711","-2.2","W,0527","-4.4","W,0518","-7.8","W,0506","-15.0","W,0430","7613.7","","7613.7","W","306.7",",W","-3.08","W","3.50","W","-9.67","W","120","W","280","W","10.7","W","31.3","W"
"USW00026422","2002","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","1.7","W","0.6","","0.6","W","131","W","47","W","86","W","262","W","144","W","45","W","0","W","-42.2","W,0125,","25.1",",W,0807,","30.6","W,0804,","-2.2","W,0801","-2.2","W,0801","-5.6","W,0921","-6.7","W,0922","-12.2","W,1005","0.0","W,0731","-2.8","W,0518","-5.0","W,0513","-15.6","W,0505","-15.6","W,0505","7910.8","","7910.8","W","355.2",",W","-1.57","W","5.31","W","-8.45","W","90","W","140","W","10.3","W","14.8","W"
"USW00026422","2003","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7169.2","","7169.2","","","","","","","","","","","","","","","","",""
"USW00026422","2004","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","1.6","W","12.2","","12.2","W","89","W","36","W","114","W","263","W","150","W","76","W","1","W","-46.7","W,0117,","12.2",",W,0721,","32.8","W,0620,","-0.6","W,0802","-6.1","W,0825","-6.1","W,0825","-6.7","W,0906","-10.6","W,0907","0.0","W,0529","-2.8","W,0527","-8.3","W,0508","-8.3","W,0508","-11.7","W,0418","","","","","226.0",",W","-3.52","W","3.92","W","-10.95","W","110","W","120","W","11.2","W","17.9","W"
"USW00026422","2005","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","1.6","B","","","","","103","B","30","B","","","","","","","","","","","","","8.4",",B,0928,","","","","","","","","","","","","","","","","","","","","","","","","","","","215.7",",B","","","","","","","30","B","120","B","25.0","B","19.2","B"
"USW00026422","2006","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","","","","","","","101","W","33","W","","","","","","","","","","","","","19.3",",W,1021,","","","","","","","","","","","","","","","","","","","","","","","","","","","262.9",",W","","","","","","","140","W","150","W","11.6","W","101.9","W"
"USW00026422","2007","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","1.2","W","4.9","","4.9","W","95","W","33","W","107","W","265","W","165","W","80","W","0","W","-49.3","W,0223,","38.6",",W,0813,","31.1","W,0604,","-2.1","W,0810","-2.7","W,0830","-6.6","W,0922","-11.0","W,0923","-11.0","W,0923","-0.5","W,0609","-2.7","W,0521","-5.5","W,0518","-7.1","W,0501","-11.0","W,0404","8236.9","","8236.9","W","260.2",",W","-3.32","W","3.88","W","-10.51","W","110","W","120","W","10.7","W","19.2","W"
"USW00026422","2008","64.77667","-141.14833","276.8","EAGLE AIRPORT, AK US","1.4","W","0.0","","0.0","W","109","W","38","W","121","W","276","W","162","W","45","W","0","W","-48.8","W,0207,","29.2",",W,0718,","28.3","W,0716,+","0.0","W,0810","-3.2","W,0820","-5.5","W,0830","-7.7","W,0927","-9.3","W,0928","-1.6","W,0729","-3.2","W,0531","-4.9","W,0514","-7.1","W,0424","-18.8","W,0418","7764.8","","7764.8","W","350.7",",W","-4.90","W","1.75","W","-11.55","W","120","W","130","W","11.2","W","20.6","W"
