"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093193","1978","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1106.5","","1106.5","0","58","0","37","0","0","","0","0","0","0","13","0","0","0","222","0","104","0","-3.9","0,1208,+","0",",0,1231,+","0",",0,1231,+","33.0",",0,0209,","42.8","0,0807,","-1.1","0,1206","-3.9","0,1207","","","","","","","","","","","","","1066.0","","1066.0","0","449.3",",0","76.2","X","0",",0","17.90","0","24.84","0","10.97","0","211410",",X","310","X","","","","","225","X","","","13.0","X","","","","","21.6","X","",""
"USW00093193","1979","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1232.8","","1232.8","0","52","0","31","0","0","","0","0","0","0","18","0","0","0","225","0","119","0","-3.3","0,1228,+","0",",0,1231,+","0","T,0,0313,+","17.0",",0,0108,","43.9","0,0801,","0.0","0,1121","-2.2","0,1214","","","","","-1.1","0,0129","-3.3","0,0101","","","","","1349.9","","1349.9","0","253.3",",0","80.3","X","0","T,0","18.22","0","25.51","0","10.93","0","221580",",X","320","X","","","","","315","X","","","13.0","X","","","","","18.0","X","",""
"USW00093193","1980","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1097.3","","1097.3","0","41","0","25","0","0","","0","0","0","0","14","0","0","0","218","0","108","0","-2.2","0,1212,+","0",",0,1231,+","0",",0,1231,+","39.9",",0,0219,","43.9","0,0726,","-0.6","0,1126","-2.2","0,1211","","","","","0.0","0,0121","","","","","","","1275.6","","1275.6","0","261.6",",0","76.8","X","0",",0","17.82","0","25.11","0","10.52","0","211992",",X","310","X","","","","","315","X","","","13.4","X","","","","","19.0","X","",""
"USW00093193","1981","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1287.4","","1287.4","0","46","0","30","0","0","","0","0","0","0","4","0","0","0","226","0","124","0","-0.6","0,1224,+","0",",0,1231,+","0",",0,1231,+","26.2",",0,0129,","43.9","0,0809,+","-0.6","0,1224","","","","","","","0.0","0,0227","","","","","","","1285.2","","1285.2","0","254.4",",0","75.0","X","0",",0","18.33","0","25.31","0","11.35","0","208746",",X","300","X","","","","","315","X","","","12.5","X","","","","","16.4","X","",""
"USW00093193","1982","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","932.3","","932.3","0","59","0","39","0","0","","0","0","0","0","21","0","0","0","194","0","90","0","-2.8","0,0109,","0",",0,1231,+","0",",0,1231,+","31.0",",0,1222,","41.1","0,0731,","0.0","0,1209","","","","","","","0.0","0,0407","-2.8","0,0109","","","","","1525.7","","1525.7","0","408.8",",0","70.9","X","0",",0","16.43","0","22.90","0","9.95","0","197016",",X","320","X","","","","","315","X","","","13.0","X","","","","","20.6","X","",""
"USW00093193","1983","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1127.5","","1127.5","0","78","0","49","0","0","","0","0","0","0","0","0","0","0","208","0","99","0","0.6","0,1205,+","0",",0,1231,+","0",",0,1231,+","37.6",",0,0122,","43.3","0,0713,","","","","","","","","","","","","","","","","","1450.0","","1450.0","0","549.2",",0","66.0","X","0",",0","17.96","0","24.22","0","11.70","0","184050",",X","270","X","","","","","225","X","","","13.9","X","","","","","21.1","X","",""
"USW00093193","1984","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.9","X","1390.1","","1390.1","0","40","0","19","0","0","","0","0","0","0","2","0","0","0","227","0","123","0","-0.6","0,1217,","0",",0,1231,+","0",",0,1231,+","17.3",",0,1124,","43.9","0,0706,","-0.6","0,1217","","","","","","","","","","","","","","","1147.7","","1147.7","0","172.2",",0","","","0",",0","18.51","0","25.47","0","11.56","0","223468",",X","300","X","","","","","315","X","","","14.3","X","","","","","18.5","X","",""
"USW00093193","1985","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.6","X","1208.8","","1208.8","0","43","0","22","0","0","","0","0","0","0","16","0","0","0","234","0","106","0","-1.7","0,1214,+","0",",0,1231,+","0",",0,1231,+","21.1",",0,1110,","41.7","0,0703,+","0.0","0,1113","","","","","","","0.0","0,0210","","","","","","","1405.5","","1405.5","0","213.8",",0","","","0",",0","17.68","0","24.47","0","10.88","0","206807",",X","300","X","","","","","","","","","12.5","X","","","","","","","",""
"USW00093193","1986","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","","","1172.1","","1172.1","0","40","0","29","0","0","","0","0","0","0","0","0","0","0","248","0","113","0","0.6","0,1214,+","0",",0,1231,+","0",",0,1231,+","41.9",",0,0212,","42.2","0,0804,","","","","","","","","","","","","","","","","","1121.6","","1121.6","0","315.6",",0","","","0",",0","18.85","0","25.93","0","11.77","0","216006",",X","180","X","","","","","180","X","","","11.6","X","","","","","20.6","X","",""
"USW00093193","1987","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7","X","1151.4","","1151.4","0","49","0","22","0","0","","0","0","0","0","27","0","0","0","229","0","111","0","-6.7","0,1225,","0",",0,1231,+","0",",0,1231,+","21.1",",0,0515,","41.7","0,0830,+","-1.1","0,1126","-2.8","0,1214","-4.4","0,1224","-6.7","0,1225","-0.6","0,0122","-2.2","0,0118","","","","","1201.8","","1201.8","0","233.6",",0","","","0",",0","17.86","0","25.12","0","10.60","0","216888",",X","210","X","","","","","135","X","","","11.6","X","","","","","24.7","X","",""
"USW00093193","1988","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.5","X","1173.2","","1173.2","0","38","0","25","0","0","","0","0","0","0","25","0","0","0","239","0","114","0","-2.8","0,1230,","0",",0,1231,+","0",",0,1231,+","25.1",",0,0419,","42.8","0,0830,","0.0","0,1209","-2.2","0,1227","","","","","0.0","0,0311","-2.2","0,0204","","","","","1372.7","","1372.7","0","238.7",",0","","","0",",0","17.85","0","25.44","0","10.25","0","223428",",X","310","X","","","","","180","X","","","10.7","X","","","","","17.5","X","",""
"USW00093193","1989","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.8","X","1108.4","","1108.4","0","29","0","16","0","0","","0","0","0","0","42","0","0","0","243","0","109","0","-4.4","0,0207,","0",",0,1231,+","0","T,0,0208,+","24.9",",0,0325,","41.7","0,0707,+","0.0","0,1127","-2.2","0,1212","","","","","0.0","0,0215","-4.4","0,0207","-4.4","0,0207","","","1343.2","","1343.2","0","175.6",",0","","","0","T,0","17.53","0","25.05","0","10.02","0","229202",",X","290","X","","","","","315","X","","","11.2","X","","","","","14.9","X","",""
"USW00093193","1990","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7","X","1127.6","","1127.6","0","34","0","20","0","0","","0","0","0","0","45","0","0","0","244","0","96","0","-7.8","0,1223,","0",",0,1231,+","0","T,0,1221,+","28.2",",0,0528,","43.9","0,0807,","0.0","0,1127","-2.2","0,1220","-4.4","0,1221","-7.2","0,1222","-0.6","0,0220","-4.4","0,0215","-4.4","0,0215","","","1357.3","","1357.3","0","221.6",",0","","","0","T,0","17.58","0","25.10","0","10.07","0","230414",",X","320","X","","","","","180","X","","","10.3","X","","","","","16.4","X","",""
"USW00093193","1991","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.0","X","1167.2","","1167.2","0","34","0","21","0","0","","0","0","0","0","21","0","0","0","221","0","122","0","-2.8","0,0101,","0",",0,1231,+","0","T,0,0325,+","29.2",",0,0301,","44.4","0,0705,","0.0","0,1128","-2.2","0,1221","","","","","-0.6","0,0201","-2.2","0,0102","","","","","1436.2","","1436.2","0","266.4",",0","","","0","T,0","17.87","0","25.14","0","10.59","0","221413",",X","320","X","","","","","180","X","","","13.4","X","","","","","21.6","X","",""
"USW00093193","1992","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.1","X","1299.7","","1299.7","0","38","0","28","0","0","","0","0","0","0","11","0","0","0","240","0","130","0","-1.7","0,1219,+","0",",0,1231,+","0","T,0,0215,","37.1",",0,0215,","42.2","0,0818,+","0.0","0,1214","","","","","","","0.0","0,0114","","","","","","","1173.7","","1173.7","0","357.8",",0","","","0","T,0","18.62","0","25.46","0","11.79","0","220000",",X","310","X","","","","","225","X","","","12.5","X","","","","","18.5","X","",""
"USW00093193","1993","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","3.1","X","1033.0","","1033.0","0","48","0","30","0","0","","0","0","0","0","9","0","0","0","236","0","100","0","-3.3","0,0104,","0",",0,1231,+","0",",0,1231,+","33.0",",0,0605,","42.2","0,0626,","-0.6","0,1124","","","","","","","0.0","0,0112","-3.3","0,0104","","","","","1203.5","","1203.5","0","349.6",",0","","","0",",0","17.84","0","24.75","0","10.92","0","213925",",X","140","X","","","","","135","X","","","17.4","X","","","","","21.6","X","",""
"USW00093193","1994","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.9","X","1136.2","","1136.2","0","51","0","31","0","0","","0","0","0","0","23","0","0","0","227","0","109","0","-1.7","0,1210,+","0",",0,1231,+","0","T,0,0218,","21.3",",0,1224,","41.1","0,0815,+","0.0","0,1118","","","","","","","0.0","0,0219","","","","","","","1250.4","","1250.4","0","257.4",",0","","","0","T,0","17.62","0","24.77","0","10.46","0","216892",",X","310","X","","","","","315","X","","","12.5","X","","","","","17.0","X","",""
"USW00093193","1995","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.8","X","1022.4","","1022.4","0","71","0","40","0","0","","0","0","0","0","1","0","0","0","228","0","101","0","0.0","0,0102,","0",",0,1231,+","0","T,0,0615,+","60.5",",0,0310,","42.2","0,0728,","","","","","","","","","0.0","0,0102","","","","","","","1334.6","","1334.6","0","438.9",",0","","","0","T,0","18.22","0","25.03","0","11.41","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00093193","1996","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.8","X","1235.8","","1235.8","0","62","0","36","0","0","","0","0","0","0","4","0","0","0","217","0","113","0","-0.6","0,0228,+","0",",0,1231,+","0","T,0,1219,+","38.1",",0,1029,","44.4","0,0813,","","","","","","","","","-0.6","0,0228","","","","","","","1033.1","","1033.1","0","431.7",",0","","","0","T,0","18.40","0","25.16","0","11.65","0","","","","","340","X","340","X","","","","","","","13.4","X","17.0","X","","","",""
"USW00093193","1997","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.8","X","1192.3","","1192.3","0","42","0","19","0","0","","0","0","0","0","14","0","0","0","239","0","108","0","-3.3","0,1227,","0",",0,1231,+","0",",0,1231,+","25.7",",0,1126,","42.2","0,0807,","0.0","0,1211","-2.2","0,1226","","","","","-2.2","0,0114","-2.2","0,0114","","","","","1209.1","","1209.1","0","195.5",",0","","","0",",0","18.24","0","25.06","0","11.42","0","","","","","300","X","320","X","","","","","","","13.0","X","17.0","X","","","",""
"USW00093193","1998","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7","X","971.1","","971.1","0","71","0","45","0","0","","0","0","0","0","17","0","0","0","198","0","77","0","-6.1","0,1223,","0",",0,1231,+","13",",0,1220,","45.7",",0,0606,","42.8","0,0805,+","0.0","0,1207","-3.3","0,1220","-5.0","0,1222","","","0.0","0,0106","","","","","","","1412.4","","1412.4","0","448.9",",0","","","13",",0","16.84","0","23.06","0","10.62","0","","","","","130","X","170","X","","","","","","","16.1","X","19.2","X","","","",""
"USW00093193","1999","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.8","X","1056.7","","1056.7","0","37","0","21","0","0","","0","0","0","0","17","0","0","0","218","0","106","0","-1.7","0,0114,+","0",",0,1231,+","0","T,0,0209,+","17.8",",0,0125,","41.7","0,0713,","-0.6","0,1208","","","","","","","0.0","0,0211","","","","","","","1573.4","","1573.4","0","156.8",",0","","","0","T,0","17.37","0","24.52","0","10.23","0","","","","","290","X","290","X","","","","","","","16.1","X","19.2","X","","","",""
"USW00093193","2000","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7","X","1110.4","","1110.4","0","46","0","27","0","0","","0","0","0","0","14","0","0","0","214","0","101","0","-1.7","0,0106,+","0",",0,1231,+","0","T,0,0227,","47.5",",0,0227,","41.1","0,0615,","0.0","0,1117","","","","","","","-0.6","0,0109","","","","","","","1097.1","","1097.1","0","387.1",",0","","","0","T,0","17.89","0","24.53","0","11.26","0","","","","","180","X","180","X","","","","","","","15.6","X","17.9","X","","","",""
"USW00093193","2001","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.6","X","1333.9","","1333.9","0","53","0","28","0","0","","0","0","0","0","15","0","0","0","221","0","123","0","-1.7","0,0117,","0",",0,1231,+","0","T,0,0407,","26.9",",0,0407,","43.3","0,0703,","0.0","0,1215","","","","","","","-1.1","0,0208","","","","","","","1445.5","","1445.5","0","306.2",",0","","","0","T,0","18.41","0","25.28","0","11.54","0","","","","","280","X","290","X","","","","","","","13.4","X","16.5","X","","","",""
"USW00093193","2002","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7","X","1174.6","","1174.6","0","36","0","21","0","0","","0","0","0","0","16","0","0","0","225","0","115","0","-2.2","0,0123,","0",",0,1231,+","0",",0,1231,+","24.9",",0,1108,","42.8","0,0712,+","-0.6","0,1225","","","","","","","0.0","0,0204","-2.2","0,0123","","","","","1261.6","","1261.6","0","171.5",",0","","","0",",0","18.08","0","25.12","0","11.04","0","","","","","310","X","320","X","","","","","","","15.6","X","18.3","X","","","",""
"USW00093193","2003","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.6","X","1318.4","","1318.4","0","49","0","26","0","0","","0","0","0","0","4","0","0","0","206","0","119","0","-1.1","0,1228,+","0",",0,1231,+","0",",0,1231,+","25.1",",0,1225,","41.7","0,0722,+","-0.6","0,1123","","","","","","","","","","","","","","","1182.9","","1182.9","0","232.1",",0","","","0",",0","18.53","0","25.35","0","11.71","0","","","","","310","X","310","X","","","","","","","14.8","X","17.4","X","","","",""
"USW00093193","2004","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.8","X","1218.4","","1218.4","0","40","0","23","0","0","","0","0","0","0","11","0","0","0","221","0","112","0","-1.7","0,1204,","0",",0,1231,+","0","T,0,1020,","26.7",",0,1026,","41.1","0,0811,+","-0.6","0,1129","","","","","","","0.0","0,0123","","","","","","","1154.0","","1154.0","0","270.2",",0","","","0","T,0","18.17","0","24.76","0","11.57","0","","","","","290","X","300","X","","","","","","","12.5","X","13.9","X","","","",""
"USW00093193","2005","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7","X","1132.1","","1132.1","0","61","0","34","0","0","","0","0","0","0","0","0","0","0","230","0","95","0","0.6","0,1205,+","0",",0,1231,+","0","T,0,1211,","25.9",",0,0505,","42.8","0,0716,","","","","","","","","","","","","","","","","","1316.9","","1316.9","0","296.8",",0","","","0","T,0","18.39","0","24.81","0","11.98","0","","","","","160","X","160","X","","","","","","","17.0","X","20.6","X","","","",""
"USW00093193","2006","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.6","W","1246.6","","1246.6","0","58","0","32","0","0","","0","0","0","0","13","0","0","0","213","0","115","0","-1.1","0,1230,+","0",",0,1231,+","0",",0,1231,+","47.8",",0,0102,","45.0","0,0725,+","-1.1","0,1129","","","","","","","-0.6","0,0220","","","","","","","1230.8","","1230.8","0","354.6",",0","","","0",",0","18.03","0","24.79","0","11.27","0","","","","","210","X","180","X","","","","","","","13.4","X","18.3","X","","","",""
"USW00093193","2007","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.6","W","1177.5","","1177.5","0","36","0","18","0","0","","0","0","0","0","27","0","0","0","236","0","116","0","-5.0","0,0113,","0",",0,1231,+","0",",0,1231,+","41.7",",0,1218,","43.9","0,0706,+","-1.1","0,1201","-2.2","0,1227","","","","","-0.6","0,0124","-3.3","0,0119","-4.4","0,0115","","","1255.0","","1255.0","0","178.8",",0","","","0",",0","18.08","0","25.28","0","10.88","0","","","","","280","X","280","X","","","","","","","15.6","X","17.9","X","","","",""
"USW00093193","2008","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.5","W","1296.5","","1296.5","0","43","0","22","0","0","","0","0","0","0","9","0","0","0","227","0","117","0","-0.6","0,1218,","0",",0,1231,+","0","T,0,1215,","31.2",",0,0104,","44.4","0,0710,","0.0","0,1214","","","","","","","0.0","0,0129","","","","","","","1275.5","","1275.5","0","215.3",",0","","","0","T,0","18.39","0","25.39","0","11.40","0","","","","","280","X","290","X","","","","","","","15.6","X","18.3","X","","","",""
"USW00093193","2009","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.4","W","1296.7","","1296.7","0","42","0","21","0","0","","0","0","0","0","9","0","0","0","222","0","114","0","-2.2","0,1209,","0",",0,1231,+","0",",0,1231,+","32.5",",0,1013,","44.4","0,0719,","0.0","0,1207","-2.2","0,1209","","","","","0.0","0,0210","","","","","","","1244.5","","1244.5","0","230.6",",0","","","0",",0","18.31","0","25.27","0","11.35","0","","","","","320","X","330","X","","","","","","","14.8","X","20.1","X","","","",""
"USW00093193","2010","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.5","W","1105.8","","1105.8","0","68","0","39","0","0","","0","0","0","0","4","0","0","0","213","0","112","0","-1.1","0,1231,","0",",0,1231,+","0","T,0,0412,","28.4",",0,1217,","43.3","0,0825,","-0.6","0,1125","","","","","","","","","","","","","","","1353.0","","1353.0","0","420.0",",0","","","0","T,0","17.83","0","24.31","0","11.35","0","","","","","150","X","150","X","","","","","","","14.3","X","19.2","X","","","",""
"USW00093193","2011","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.4","W","1137.5","","1137.5","X","37","X","22","X","0","","0","X","0","X","19","X","0","X","211","X","103","X","-2.2","X,1224,","0",",X,1231,+","0","T,X,0323,","46.2",",X,0320,","41.7","X,0622,","0.0","X,1203","-2.2","X,1224","","","","","0.0","X,0228","","","","","","","1318.6","","1318.6","X","277.6",",X","","","0","T,X","17.57","X","24.28","X","10.86","X","","","","","360","X","","","","","","","","","13.9","X","","","","","",""
"USW00093193","2012","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.5","X","1444.0","","1444.0","X","42","X","24","X","0","","0","X","0","X","5","X","0","X","229","X","132","X","-2.2","X,0117,","0",",X,1231,+","0",",X,1231,+","38.4",",X,0317,","43.9","X,0811,","0.0","X,1220","","","","","","","-0.6","X,0119","-2.2","X,0117","","","","","1247.4","","1247.4","X","253.7",",X","","","0",",X","19.29","X","26.32","X","12.26","X","","","","","300","X","","","","","","","","","14.8","X","","","","","",""
"USW00093193","2013","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.4","W","1435.7","","1435.7","W","23","W","9","W","0","","0","W","0","W","19","W","0","W","252","W","122","W","-2.7","W,1209,","0",",W,1231,+","0",",W,1231,+","11.9",",W,0106,","43.3","W,0819,","0.0","W,1204","-2.7","W,1209","","","","","0.0","X,0117","-2.2","X,0114","","","","","996.5","","996.5","W","76.6",",W","","","0",",W","19.36","W","26.74","W","11.98","W","","","","","290","W","","","","","","","","","13.9","W","","","","","",""
"USW00093193","2014","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.6","W","1601.1","","1601.1","W","33","W","18","W","0","","0","W","0","W","4","W","0","W","263","W","142","W","-0.5","W,1231,","0",",W,1231,+","0",",W,1231,+","33.8",",W,1212,","43.3","W,0609,","0.0","W,1228","","","","","","","","","","","","","","","856.1","","856.1","W","189.8",",W","","","0",",W","20.55","W","27.59","W","13.52","W","","","","","300","W","230","W","","","","","","","13.4","W","17.4","W","","","",""
"USW00093193","2015","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.5","W","1379.0","","1379.0","W","41","W","25","W","0","","0","W","0","W","15","W","0","W","251","W","120","W","-2.1","W,0102,","0",",W,1231,+","0","T,W,0507,","25.4",",W,1222,","42.2","W,0817,+","0.0","W,1129","","","","","","","-0.5","W,0104","","","","","","","866.1","","866.1","W","228.6",",W","","","0","T,W","19.17","W","26.00","W","12.33","W","","","","","310","W","310","W","","","","","","","13.0","W","17.0","W","","","",""
"USW00093193","2016","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.7","W","1273.0","","1273.0","W","50","W","28","W","0","","0","W","0","W","9","W","0","W","253","W","116","W","-1.6","W,0101,","0",",W,1231,+","0",",W,1231,+","36.1",",W,1215,","42.8","W,0729,+","0.0","W,1207","","","","","","","-1.6","W,0101","","","","","","","1106.4","","1106.4","W","347.2",",W","","","0",",W","19.05","W","26.03","W","12.07","W","","","","","270","W","270","W","","","","","","","13.9","W","17.4","W","","","",""
"USW00093193","2017","36.78","-119.7194","101.5","FRESNO YOSEMITE INTERNATIONAL, CA US","2.8","W","1358.5","","1358.5","W","49","W","27","W","0","","0","W","0","W","7","W","0","W","232","W","112","W","-1.6","W,1222,","0",",W,1231,+","0","T,W,0413,","51.8",",W,0413,","43.3","W,0620,","0.0","W,1207","","","","","","","-0.5","W,0224","","","","","","","1106.5","","1106.5","W","335.4",",W","","","0","T,W","19.02","W","25.78","W","12.26","W","","","","","290","W","","","","","","","","","16.1","W","","","","","",""
