"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USW00004783","1963","40.18333","-74.11667","50.0","BELMAR, NJ US","3146.3","","3146.3","X"
