"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00293225","1930","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","30","6","21","6","","","","","","","","","","","","","","","","","","","","","72.6",",6,0811,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266.2",",6","","","","","","","","","",""
"USC00293225","1936","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","46","6","31","6","","","","","","","","","","","","","","","","","","","","","31.8",",6,0130,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235.3",",6","","","","","","","","","",""
"USC00293225","1940","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","36","6","26","6","","","","","","","","","","","","","","","","","","","","","30.5",",6,0623,","","","","","","","","","","","","","","","","","","","","","","","","","1967.4","","1967.4","","231.8",",6","","","","","","","","","48971","6"
"USC00293225","1941","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","35","6","33","6","","","","","","","","","","","","","","","","","","","","","76.2",",6,0813,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","475.3",",6","","","","","","","","","",""
"USC00293225","1946","32.43333","-107.48333","1356.4","FLORIDA, NM US","803.3","","803.3","6","37","6","30","6","","","4","6","0","6","129","6","0","6","238","6","90","6","-12.2","6,0209,","","","152",",6,0109,","17.3",",6,0911,","38.9","6,0802,+","23505.4","6","-1.1","6,1010","-8.3","6,1103","-8.3","6,1103","-8.3","6,1103","-8.9","6,1106","0.0","6,0423","-2.2","6,0327","-6.1","6,0321","-10.0","6,0222","-10.0","6,0222","2018.7","","2018.7","6","214.8",",6","329",",6","15.03","6","24.75","6","5.32","6","37645","6"
"USC00293225","1947","32.43333","-107.48333","1356.4","FLORIDA, NM US","836.6","","836.6","6","27","6","23","6","","","","","1","6","125","6","5","6","234","6","103","6","-18.9","6,0104,","","","","","21.6",",6,0826,","40.0","6,0714,","","","-0.6","6,1027","-5.0","6,1104","-5.0","6,1104","-10.6","6,1107","-10.6","6,1107","0.0","6,0429","-3.3","6,0417","-5.0","6,0317","-7.2","6,0313","-10.0","6,0130","2005.5","","2005.5","6","142.8",",6","","","14.77","6","24.55","6","5.00","6","40930","6"
"USC00293225","1949","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","32","0","22","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","50.8",",0,0723,","","","","","","","","","","","","","","","","","","","","","","","","","2101.5","","2101.5","0","270.1",",0","0",",0","","","","","","","58977","0"
"USC00293225","1951","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","31","0","14","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","19.1",",0,0420,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177.6",",0","0",",0","","","","","","","",""
"USC00293225","1952","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","47","0","23","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","65.0",",0,0715,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.4",",0","0",",0","","","","","","","",""
"USC00293225","1953","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","36","0","16","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","23.6",",0,0422,","","","","","","","","","","","","","","","","","","","","","","","","","1866.4","","1866.4","0","171.6",",0","0",",0","","","","","","","",""
