"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012835","1966","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","1955.6","","1955.6","0","126","0","67","0","0","","0","0","0","0","1","0","0","0","334","0","98","0","-2.2","0,0131,","0",",0,1231,+","0",",0,1231,+","59.4",",0,0608,","33.9","0,0904,+","","","","","","","-2.2","0,0131","-2.2","0,0131","170.8","","170.8","0","1143.7",",0","0",",0","23.05","0","28.22","0","17.88","0","120","X","","","","","","","20.6","X","","","","","",""
"USW00012835","1967","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2053.8","","2053.8","0","102","0","68","0","0","","0","0","0","0","1","0","0","0","354","0","88","0","0.0","0,0226,","0",",0,1231,+","0",",0,1231,+","120.7",",0,0811,","35.0","0,0601,+","","","","","","","0.0","0,0226","","","180.9","","180.9","0","1255.2",",0","0",",0","23.60","0","28.69","0","18.51","0","330","X","","","","","","","15.6","X","","","","","",""
"USW00012835","1968","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","1906.7","","1906.7","0","118","0","83","0","0","","0","0","0","0","1","0","0","0","331","0","89","0","0.0","0,1216,","0",",0,1231,+","0",",0,1231,+","134.4",",0,0603,","36.1","0,0729,","0.0","0,1216","","","","","","","","","195.7","","195.7","0","1786.3",",0","0",",0","22.69","0","28.02","0","17.36","0","180","X","","","","","","","16.5","X","","","","","",""
"USW00012835","1969","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","1874.9","","1874.9","0","113","0","86","0","0","","0","0","0","0","0","0","0","0","323","0","65","0","4.4","0,1205,","0",",0,1231,+","0",",0,1231,+","141.0",",0,0902,","33.9","0,0627,+","","","","","","","","","","","323.3","","323.3","0","1827.5",",0","0",",0","22.61","0","27.25","0","17.97","0","","","","","","","","","","","","","","","",""
"USW00012835","1970","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","1899.9","","1899.9","0","94","0","69","0","0","","0","0","0","0","1","0","0","0","326","0","80","0","0.0","0,0110,","0",",0,1231,+","0",",0,1231,+","142.2",",0,0325,","34.4","0,0814,","","","","","","","0.0","0,0110","","","345.8","","345.8","0","1494.4",",0","0",",0","22.70","0","27.72","0","17.69","0","","","","","","","","","","","","","","","",""
"USW00012835","1971","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2034.9","","2034.9","0","105","0","78","0","0","","0","0","0","0","1","0","0","0","350","0","71","0","0.0","0,0121,","0",",0,1231,+","0",",0,1231,+","60.2",",0,0910,","33.9","0,0718,+","","","","","","","0.0","0,0121","","","211.3","","211.3","0","1201.9",",0","0",",0","23.44","0","28.69","0","18.19","0","","","","","","","","","","","","","","","",""
"USW00012835","1972","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2265.3","","2265.3","0","99","0","71","0","0","","0","0","0","0","0","0","0","0","350","0","116","0","2.8","0,1228,","0",",0,1231,+","0",",0,1231,+","116.1",",0,0513,","35.0","0,0925,+","","","","","","","","","","","49.5","","49.5","0","1441.2",",0","0",",0","24.21","0","29.74","0","18.68","0","250","X","","","","","","","15.6","X","","","","","",""
"USW00012835","1973","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2123.9","","2123.9","0","95","0","77","0","0","","0","0","0","0","1","0","0","0","335","0","121","0","0.0","0,1223,","0",",0,1231,+","0",",0,1231,+","141.0",",0,0911,","36.1","0,0531,+","0.0","0,1223","","","","","","","","","201.3","","201.3","0","1126.1",",0","0",",0","23.48","0","29.02","0","17.94","0","310","X","","","","","248","X","14.3","X","","","","","21.1","X"
"USW00012835","1974","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2174.6","","2174.6","0","97","0","69","0","0","","0","0","0","0","0","0","0","0","357","0","118","0","3.9","0,0227,+","0",",0,1231,+","0",",0,1231,+","140.2",",0,0625,","35.0","0,0515,","","","","","","","","","","","133.6","","133.6","0","1342.3",",0","0",",0","24.01","0","29.75","0","18.27","0","210","X","","","","","225","X","13.4","X","","","","","20.0","X"
"USW00012835","1975","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2313.9","","2313.9","0","111","0","72","0","0","","0","0","0","0","0","0","0","0","350","0","141","0","2.2","0,0115,","0",",0,1231,+","0",",0,1231,+","97.8",",0,0630,","36.7","0,0611,","","","","","","","","","","","84.1","","84.1","0","1308.7",",0","0",",0","24.32","0","29.92","0","18.73","0","150","X","","","","","225","X","13.4","X","","","","","31.9","X"
"USW00012835","1976","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","1770.6","","1770.6","0","113","0","80","0","0","","0","0","0","0","0","0","0","0","338","0","50","0","2.2","0,0119,","0",",0,1231,+","0",",0,1231,+","70.6",",0,0531,","34.4","0,0901,+","","","","","","","","","","","228.2","","228.2","0","1236.5",",0","0",",0","22.47","0","27.99","0","16.95","0","300","X","","","","","","","16.5","X","","","","","",""
"USW00012835","1977","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","1841.4","","1841.4","0","113","0","73","0","0","","0","0","0","0","3","0","0","0","327","0","62","0","-1.1","0,0120,+","0",",0,1231,+","0",",0,1231,+","98.8",",0,0511,","33.9","0,0815,+","","","","","","","-1.1","0,0120","","","356.1","","356.1","0","1373.5",",0","0",",0","22.41","0","27.79","0","17.03","0","20","X","","","","","","","16.5","X","","","","","",""
"USW00012835","1978","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2114.0","","2114.0","0","107","0","75","0","0","","0","0","0","0","1","0","0","0","322","0","134","0","0.0","0,0223,","0",",0,1231,+","0",",0,1231,+","115.8",",0,0823,","36.1","0,0829,","","","","","","","0.0","0,0223","","","380.8","","380.8","0","1348.9",",0","0",",0","23.27","0","28.48","0","18.06","0","180","X","","","","","","","15.6","X","","","","","",""
"USW00012835","1979","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2307.3","","2307.3","0","115","0","84","0","0","","0","0","0","0","0","0","0","0","344","0","136","0","1.1","0,0103,","0",",0,1231,+","0",",0,1231,+","135.9",",0,0914,","36.1","0,0803,+","","","","","","","","","","","148.7","","148.7","0","1701.9",",0","0",",0","24.15","0","29.42","0","18.88","0","280","X","","","","","","","11.2","X","","","","","",""
"USW00012835","1980","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2218.6","","2218.6","0","89","0","64","0","0","","0","0","0","0","0","0","0","0","336","0","132","0","0.6","0,0303,","0",",0,1231,+","0",",0,1231,+","135.4",",0,0521,","36.7","0,0628,","","","","","","","","","","","199.2","","199.2","0","1143.6",",0","0",",0","23.71","0","29.11","0","18.31","0","360","X","","","","","","","13.4","X","","","","","",""
"USW00012835","1981","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2296.4","","2296.4","0","93","0","68","0","0","","0","0","0","0","4","0","0","0","337","0","158","0","-2.2","0,0113,","0",",0,1231,+","0",",0,1231,+","100.3",",0,0821,","39.4","0,0617,+","","","","","","","0.0","0,0204","-2.2","0,0113","290.2","","290.2","0","1326.0",",0","0",",0","23.83","0","29.60","0","18.06","0","310","X","","","","","","","13.0","X","","","","","",""
"USW00012835","1982","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2309.0","","2309.0","0","111","0","88","0","0","","0","0","0","0","1","0","0","0","354","0","107","0","-1.7","0,0112,","0",",0,1231,+","0",",0,1231,+","90.4",",0,0617,","36.7","0,0627,","","","","","","","-1.7","0,0112","","","139.7","","139.7","0","1676.7",",0","0",",0","24.37","0","29.50","0","19.23","0","320","X","","","","","","","13.0","X","","","","","",""
"USW00012835","1983","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","1810.7","","1810.7","0","132","0","104","0","0","","0","0","0","0","1","0","0","0","325","0","62","0","-1.7","0,1226,","0",",0,1231,+","0",",0,1231,+","119.4",",0,0609,","34.4","0,0718,","-1.7","0,1226","","","","","","","","","200.4","","200.4","0","1901.4",",0","0",",0","22.64","0","27.24","0","18.04","0","300","X","","","","","","","16.1","X","","","","","",""
"USW00012835","1984","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.7","X","2062.2","","2062.2","0","115","0","73","0","0","","0","0","0","0","0","0","0","0","342","0","101","0","3.9","0,0207,","0",",0,1231,+","0",",0,1231,+","75.9",",0,0323,","35.6","0,0816,+","","","","","","","","","","","213.9","","213.9","0","1168.9",",0","0",",0","23.46","0","28.52","0","18.41","0","","","","","","","","","","","","","","","",""
"USW00012835","1985","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.5","X","2373.9","","2373.9","0","106","0","68","0","0","","0","0","0","0","2","0","0","0","341","0","137","0","-1.1","0,0122,","0",",0,1231,+","0",",0,1231,+","106.7",",0,0917,","37.2","0,0604,","","","","","","","-1.1","0,0122","","","177.4","","177.4","0","1208.4",",0","0",",0","24.22","0","29.56","0","18.88","0","","","","","","","","","","","","","","","",""
"USW00012835","1986","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","X","2316.3","","2316.3","0","117","0","76","0","0","","0","0","0","0","1","0","0","0","350","0","145","0","-0.6","0,0128,","0",",0,1231,+","0",",0,1231,+","73.7",",0,0909,","36.1","0,0801,","","","","","","","-0.6","0,0128","","","182.8","","182.8","0","1444.5",",0","0",",0","24.32","0","29.90","0","18.75","0","","","","","","","","","","","","","","","",""
"USW00012835","1987","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.8","X","2126.1","","2126.1","0","124","0","93","0","0","","0","0","0","0","0","0","0","0","342","0","123","0","2.8","0,0124,","0",",0,1231,+","0",",0,1231,+","122.7",",0,1012,","36.7","0,0820,+","","","","","","","","","","","134.1","","134.1","0","1753.1",",0","0",",0","23.68","0","29.07","0","18.29","0","","","","","","","","","","","","","","","",""
"USW00012835","1988","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.8","X","2195.8","","2195.8","0","93","0","63","0","0","","0","0","0","0","0","0","0","0","337","0","138","0","1.7","0,1219,","0",",0,1231,+","0",",0,1231,+","77.2",",0,0611,","36.7","0,0704,","","","","","","","","","","","195.0","","195.0","0","889.5",",0","0",",0","23.80","0","29.55","0","18.06","0","230","X","","","","","","","14.3","X","","","","","",""
"USW00012835","1989","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","X","2276.7","","2276.7","0","93","0","60","0","0","","0","0","0","0","2","0","0","0","346","0","154","0","-2.8","0,1224,","0",",0,1231,+","0",",0,1231,+","196.9",",0,0518,","37.2","0,0526,","-2.8","0,1224","-2.8","0,1224","","","","","","","99.9","","99.9","0","1267.9",",0","0",",0","24.09","0","29.98","0","18.19","0","90","X","","","","","","","14.3","X","","","","","",""
"USW00012835","1990","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.2","X","2453.3","","2453.3","X","96","X","66","X","0","","0","X","0","X","0","X","0","X","360","X","156","X","5.6","X,1211,","0",",X,1231,+","0",",X,1231,+","98.8",",X,0813,","36.7","X,0726,","","","","","","","","","","","134.3","","134.3","X","1247.3",",X","0",",X","24.98","X","30.78","X","19.18","X","350","X","","","","","","","15.6","X","","","","","",""
"USW00012835","1991","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","X","2403.2","","2403.2","0","123","0","86","0","0","","0","0","0","0","0","0","0","0","353","0","142","0","2.8","0,0217,+","0",",0,1231,+","0",",0,1231,+","65.5",",0,0115,","36.1","0,0803,+","","","","","","","","","","","67.1","","67.1","0","1714.5",",0","0",",0","24.65","0","29.95","0","19.35","0","180","X","","","","","","","16.5","X","","","","","",""
"USW00012835","1992","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.1","X","2143.6","","2143.6","0","115","0","80","0","0","","0","0","0","0","0","0","0","0","349","0","115","0","3.3","0,0117,","0",",0,1231,+","0",",0,1231,+","97.3",",0,0625,","36.1","0,0709,+","","","","","","","","","","","126.9","","126.9","0","1408.9",",0","0",",0","23.86","0","29.17","0","18.56","0","110","X","","","","","","","13.9","X","","","","","",""
"USW00012835","1993","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.7","X","2155.5","","2155.5","0","116","0","78","0","0","","0","0","0","0","0","0","0","0","351","0","123","0","3.9","0,0315,","0",",0,1231,+","0",",0,1231,+","55.9",",0,0731,","36.7","0,0725,+","","","","","","","","","","","88.9","","88.9","0","1386.6",",0","0",",0","23.88","0","29.10","0","18.67","0","290","X","","","","","","","17.9","X","","","","","",""
"USW00012835","1994","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","X","2432.4","","2432.4","0","125","0","92","0","0","","0","0","0","0","0","0","0","0","350","0","126","0","5.0","0,0203,+","0",",0,1231,+","0",",0,1231,+","60.5",",0,1221,","37.2","0,0611,","","","","","","","","","","","126.9","","126.9","0","1337.9",",0","0",",0","24.76","0","29.82","0","19.70","0","170","X","","","","","","","13.0","X","","","","","",""
"USW00012835","1995","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.9","","132.9","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00012835","1999","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.1","X","2013.1","","2013.1","0","125","0","78","0","","","","","0","0","0","0","0","0","349","0","89","0","3.3","0,0105,","","","","","56.9",",0,0920,","35.0","0,0721,","","","","","","","","","","","106.5","","106.5","0","1244.8",",0","","","23.46","0","28.71","0","18.21","0","","","310","X","300","X","","","","","21.5","X","26.4","X","",""
"USW00012835","2000","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.1","X","1986.5","","1986.5","0","91","0","60","0","","","","","0","0","0","0","0","0","349","0","103","0","0.6","0,1231,","","","","","162.3",",0,0917,","35.6","0,0602,","","","","","","","","","","","142.7","","142.7","0","1241.1",",0","","","23.27","0","28.74","0","17.80","0","","","","","","","","","","","","","","","",""
"USW00012835","2001","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.1","X","2082.8","","2082.8","0","103","0","76","0","","","","","0","0","2","0","0","0","347","0","89","0","-1.1","0,0101,","","","","","76.7",",0,0722,","35.6","0,0707,+","","","","","","","-0.6","0,0105","","","222.8","","222.8","0","1272.1",",0","","","23.56","0","28.88","0","18.24","0","","","230","X","150","X","","","","","16.1","X","20.6","X","",""
"USW00012835","2002","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","X","2211.9","","2211.9","0","131","0","78","0","","","","","0","0","0","0","0","0","342","0","121","0","2.2","0,0109,","","","","","118.9",",0,1116,","35.6","0,0505,","","","","","","","","","","","124.0","","124.0","0","1323.1",",0","","","23.87","0","29.12","0","18.62","0","","","20","X","140","X","","","","","14.3","X","19.2","X","",""
"USW00012835","2003","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","X","2224.9","","2224.9","0","131","0","83","0","","","","","0","0","0","0","0","0","337","0","102","0","2.2","0,0119,","","","","","141.2",",0,0905,","34.4","0,0710,+","","","","","","","","","","","238.4","","238.4","0","1795.7",",0","","","23.79","0","28.80","0","18.78","0","","","70","X","270","X","","","","","15.6","X","21.0","X","",""
"USW00012835","2004","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","","","2069.4","","2069.4","0","106","0","72","0","","","","","0","0","0","0","0","0","346","0","108","0","3.3","0,1215,","","","","","88.9",",0,0813,","35.6","0,0623,+","","","","","","","","","","","185.3","","185.3","0","1571.0",",0","","","23.52","0","28.74","0","18.30","0","","","140","X","170","X","","","","","22.4","X","34.0","X","",""
"USW00012835","2005","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.1","X","2068.1","","2068.1","0","106","0","79","0","","","","","0","0","0","0","0","0","344","0","97","0","2.2","0,0124,","","","","","119.1",",0,1024,","35.6","0,0819,+","","","","","","","","","","","155.6","","155.6","0","1891.8",",0","","","23.54","0","28.46","0","18.63","0","","","350","X","340","X","","","","","27.7","X","34.0","X","",""
"USW00012835","2006","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","W","2193.2","","2193.2","0","102","0","74","0","","","","","0","0","0","0","0","0","346","0","113","0","1.7","0,0214,","","","","","78.5",",0,0707,","35.6","0,0620,+","","","","","","","","","","","168.0","","168.0","0","1429.9",",0","","","23.89","0","29.27","0","18.52","0","","","310","X","320","X","","","","","14.8","X","18.3","X","",""
"USW00012835","2007","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.2","W","2317.6","","2317.6","0","100","0","63","0","","","","","0","0","0","0","0","0","351","0","126","0","3.3","0,0217,+","","","","","130.0",",0,0814,","36.7","0,0625,","","","","","","","","","","","128.7","","128.7","0","1195.2",",0","","","24.35","0","29.70","0","19.00","0","","","340","X","340","X","","","","","16.1","X","25.0","X","",""
"USW00012835","2008","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.3","W","2218.5","","2218.5","0","121","0","81","0","","","","","0","0","1","0","0","0","356","0","118","0","0.0","0,0103,","","","","","97.3",",0,0910,","36.1","0,0529,","","","","","","","0.0","0,0103","","","80.4","","80.4","0","1526.8",",0","","","24.06","0","29.32","0","18.79","0","","","10","X","250","X","","","","","17.4","X","24.6","X","",""
"USW00012835","2009","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","2.9","W","2268.9","","2268.9","0","100","0","60","0","","","","","0","0","0","0","0","0","341","0","136","0","0.6","0,0122,","","","","","55.1",",0,1204,","36.1","0,0618,","","","","","","","","","","","186.2","","186.2","0","1013.7",",0","","","24.04","0","29.38","0","18.70","0","","","30","X","20","X","","","","","16.5","X","21.9","X","",""
"USW00012835","2010","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","W","2101.8","","2101.8","0","104","0","71","0","","","","","0","0","1","0","0","0","315","0","133","0","-0.6","0,0111,","","","","","90.4",",0,0312,","36.7","0,0616,+","","","","","","","-0.6","0,0111","","","333.9","","333.9","0","1349.2",",0","","","22.84","0","28.08","0","17.61","0","","","160","X","310","X","","","","","14.3","X","17.9","X","",""
"USW00012835","2011","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","2.8","W","2332.5","","2332.5","X","108","X","78","X","","","","","0","X","0","X","0","X","350","X","134","X","1.7","X,0113,","","","","","107.2",",X,0629,","36.1","X,0512,","","","","","","","","","","","246.8","","246.8","X","1671.6",",X","","","24.40","X","29.73","X","19.08","X","","","350","X","140","X","","","","","17.9","X","25.9","X","",""
"USW00012835","2012","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","2.9","X","2375.8","","2375.8","X","120","X","77","X","","","","","0","X","0","X","0","X","359","X","115","X","1.1","X,0104,","","","","","69.1",",X,0624,","36.1","X,0808,+","","","","","","","","","","","75.0","","75.0","X","1260.9",",X","","","24.56","X","29.71","X","19.41","X","","","20","X","220","X","","","","","13.9","X","19.2","X","",""
"USW00012835","2013","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","2.9","W","2226.8","","2226.8","W","117","W","81","W","","","","","0","W","0","W","0","W","354","W","84","W","3.3","W,0218,","","","","","82.3",",W,0923,","34.4","W,0822,+","","","","","","","","","","","118.1","","118.1","W","1366.7",",W","","","24.17","W","29.29","W","19.04","W","","","110","W","100","W","","","","","15.7","W","21.9","W","",""
"USW00012835","2014","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","W","2211.9","","2211.9","W","","","","","0","","0","H","0","W","0","W","0","W","343","W","131","W","2.8","W,0119,","0",",H,1231,+","0",",H,1231,+","","","36.1","W,0824,+","","","","","","","","","","","102.3","","102.3","W","","","0",",H","23.98","W","29.24","W","18.72","W","","","70","W","70","W","","","","","14.8","W","22.8","W","",""
"USW00012835","2015","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.0","W","2511.1","","2511.1","W","133","W","84","W","0","","0","H","0","W","0","W","0","W","355","W","135","W","1.7","W,0220,","0",",H,1231,+","0",",H,1231,+","78.7",",W,0817,","35.6","W,0824,+","","","","","","","","","","","136.5","","136.5","W","1548.1",",W","0",",H","24.94","W","29.96","W","19.91","W","","","120","W","260","W","","","","","17.0","W","24.1","W","",""
"USW00012835","2016","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.1","W","2335.4","","2335.4","W","130","W","84","W","0","","0","H","0","W","0","W","0","W","344","W","123","W","5.0","W,0124,","0",",H,1231,+","0",",H,1231,+","83.6",",W,0127,","35.6","W,0826,+","","","","","","","","","","","118.3","","118.3","W","1623.2",",W","0",",H","24.35","W","29.42","W","19.28","W","","","250","W","260","W","","","","","20.1","W","30.4","W","",""
"USW00012835","2017","26.585","-81.8614","4.6","FORT MYERS PAGE FIELD AIRPORT, FL US","3.1","W","","","","","127","W","76","W","0","","0","H","","","","","","","","","","","","","0",",H,1231,+","0",",H,1231,+","143.0",",W,0827,","","","","","","","","","","","","","","","","","1564.2",",W","0",",H","","","","","","","","","30","W","20","W","","","","","29.5","W","37.6","W","",""
