"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00440216","1949","38.81667","-77.2","95.1","ANNANDALE, VA US","5","","4","0","102",",0,0228,","114",",0,0228,","2350.8","","2350.8","","292",",0"
"USC00440216","1950","38.81667","-77.2","95.1","ANNANDALE, VA US","9","","1","0","76",",0,1211,+","64",",0,0317,","","","","","64",",0"
"USC00440216","1951","38.81667","-77.2","95.1","ANNANDALE, VA US","","","1","0","","","76",",0,0207,","","","","","76",",0"
