"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013891","1910","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","","","","","123","0","82","0","3","","1","0","0","0","80","0","","","","","","","-9.4","0,0107,","76",",0,0213,","33",",0,1204,","72.1",",0,1205,","","","-1.1","0,1029","-4.4","0,1030","-4.4","0,1030","-7.2","0,1213","","","-3.9","0,0316","-3.9","0,0316","-7.8","0,0219","-7.8","0,0219","-8.9","0,0213","","","","","1039.1",",0","","","116",",0","","","","","8.97","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1911","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","969.5","","969.5","0","138","0","88","0","1","","1","0","0","0","51","0","2","0","189","0","41","0","-12.2","0,0104,","25",",0,1124,","25",",0,1124,","63.2",",0,0404,","36.1","0,0703,","-1.1","0,1102","-5.6","0,1112","-5.6","0,1112","-8.3","0,1113","","","0.0","0,0402","-2.8","0,0317","-7.2","0,0316","-7.2","0,0316","-10.0","0,0105","2084.9","","2084.9","0","1204.5",",0","","","28",",0","15.85","0","21.18","0","10.53","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1912","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","780.5","","780.5","0","131","0","89","0","5","","3","0","0","0","85","0","14","0","197","0","25","0","-17.2","0,0116,","51",",0,0303,+","56",",0,0210,","69.9",",0,0328,","34.4","0,0903,","0.0","0,1102","-3.3","0,1103","-6.1","0,1129","-7.8","0,1213","","","-0.6","0,0326","-3.9","0,0310","-4.4","0,0301","-8.3","0,0207","-10.6","0,0205","2228.7","","2228.7","0","1283.8",",0","","","223",",0","14.10","0","19.46","0","8.74","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1913","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","881.9","","881.9","0","121","0","85","0","1","","1","0","0","0","58","0","1","0","191","0","56","0","-8.9","0,0213,","51",",0,0103,","61",",0,0103,","55.4",",0,0326,","37.8","0,0718,","0.0","0,1021","-2.2","0,1102","-5.6","0,1111","","","","","-1.1","0,0328","-2.8","0,0317","-6.1","0,0307","-8.9","0,0213","-8.9","0,0213","1970.7","","1970.7","0","1117.7",",0","","","69",",0","15.43","0","21.20","0","9.66","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1914","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","880.0","","880.0","0","114","0","71","0","5","","4","0","0","0","88","0","4","0","192","0","49","0","-15.0","0,1216,+","203",",0,1213,+","221",",0,0319,","74.9",",0,0618,","37.2","0,0627,","-2.2","0,1028","-2.2","0,1028","-5.0","0,1117","-8.3","0,1119","-10.6","0,1120","-0.6","0,0410","-3.9","0,0323","-6.7","0,0321","-6.7","0,0321","-10.0","0,0302","2126.1","","2126.1","0","1151.3",",0","","","623",",0","14.65","0","20.15","0","9.16","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1915","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","767.5","","767.5","0","132","0","78","0","3","","2","0","0","0","72","0","0","0","203","0","18","0","-6.7","0,0209,","152",",0,0330,","157",",0,0330,","69.9",",0,1114,","37.2","0,0731,","0.0","0,1115","-2.8","0,1116","-6.1","0,1221","","","","","-2.8","0,0404","-2.8","0,0404","-4.4","0,0322","-6.7","0,0209","","","2167.5","","2167.5","0","1246.3",",0","","","265",",0","14.85","0","20.19","0","9.51","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1916","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","768.2","","768.2","0","131","0","88","0","7","","5","0","0","0","70","0","9","0","201","0","17","0","-12.8","0,1219,","178",",0,1218,","168",",0,1218,","58.7",",0,0522,","33.9","0,0629,","-2.2","0,1114","-2.2","0,1114","-5.0","0,1115","-6.7","0,1116","-8.9","0,1216","-1.7","0,0410","-2.2","0,0317","-6.7","0,0316","-6.7","0,0316","-8.9","0,0214","1927.6","","1927.6","0","1132.5",",0","","","394",",0","14.78","0","20.50","0","9.05","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1917","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","611.4","","611.4","0","132","0","88","0","6","","4","0","1","0","66","0","15","0","172","0","9","0","-18.9","0,1230,","178",",0,0413,","178",",0,0413,","156.0",",0,0716,","34.4","0,0626,","0.0","0,1013","-2.2","0,1024","-5.6","0,1125","-11.7","0,1208","-11.7","0,1208","-2.8","0,0319","-2.8","0,0319","-6.7","0,0306","-6.7","0,0306","-9.4","0,0212","2132.3","","2132.3","0","1519.6",",0","","","413",",0","13.52","0","19.07","0","7.96","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1918","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","753.5","","753.5","0","123","0","84","0","6","","5","0","1","0","48","0","16","0","190","0","30","0","-18.9","0,0112,","102",",0,0120,","51",",0,0111,","74.9",",0,0513,","36.7","0,0617,","0.0","0,1102","-3.3","0,1201","-6.1","0,1227","","","","","0.0","0,0410","-2.2","0,0223","-5.6","0,0221","-11.1","0,0205","-11.1","0,0205","2310.0","","2310.0","0","1112.9",",0","","","206",",0","15.12","0","20.25","0","9.99","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013891","1919","35.8181","-83.9858","293.2","KNOXVILLE AIRPORT, TN US","","","915.3","","915.3","0","127","0","87","0","3","","2","0","0","0","54","0","5","0","202","0","32","0","-16.1","0,0104,","76",",0,0102,","132",",0,0102,","58.7",",0,0623,","35.0","0,0807,+","0.0","0,1113","-2.2","0,1114","-6.7","0,1214","-6.7","0,1214","","","-0.6","0,0402","-2.2","0,0301","-5.0","0,0211","-9.4","0,0107","-9.4","0,0107","1894.2","","1894.2","0","1176.4",",0","","","173",",0","15.60","0","20.90","0","10.31","0","","","","","","","","","","","","","","","","","","","","","",""
