"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"USC00403234","1952","36.5","-82.51667","371.9","FORT PATRICK HENRY D, TN US","966.2",",0"
"USC00403234","1953","36.5","-82.51667","371.9","FORT PATRICK HENRY D, TN US","1001.4",",0"
