"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00046174","1993","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","814.9","","814.9","0","70","0","56","0","0","","0","0","0","0","25","0","0","0","212","0","83","0","-5.6","0,1228,","0",",0,1231,+","0",",0,1231,+","78.0",",0,0118,","41.1","0,0802,","","","-0.6","0,1124","-2.2","0,1220","-5.6","0,1228","","","-1.1","0,0227","-2.2","0,0106","-4.4","0,0105","1611.8","","1611.8","0","      9.55","0,P,N","     21.66","0,P,N","851.3",",0","0",",0","16.38","0","23.69","0","9.07","0","",""
"USC00046174","1994","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","805.7","","805.7","0","65","0","43","0","0","","0","0","0","0","18","0","0","0","210","0","99","0","-2.2","0,1208,","0",",0,1231,+","0",",0,1231,+","51.3",",0,1005,","41.1","0,0815,","1921.8","0","0.0","0,1103","-2.2","0,1208","","","","","0.0","0,0323","","","","","1367.8","","1367.8","0","      9.59","0,P,N","     21.87","0,P,N","616.3",",0","0",",0","16.11","0","23.66","0","8.55","0","15346","0"
"USC00046174","1995","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","847.7","","847.7","0","92","0","64","0","0","","0","0","0","0","5","0","0","0","211","0","81","0","-0.6","0,0117,","0",",0,1231,+","0",",0,1231,+","87.1",",0,0311,","41.1","0,0803,+","1685.7","0","","","","","","","","","0.0","0,0419","","","","","1669.4","","1669.4","0","     10.94","0,P,N","     22.35","0,P,N","1102.6",",0","0",",0","17.03","0","23.83","0","10.24","0","15443","0"
"USC00046174","1996","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","","","","","88","0","59","0","0","","0","0","","","","","0","0","205","0","97","0","","","0",",0,1231,+","0",",0,1231,+","54.6",",0,1117,","43.3","0,0814,+","1849.4","0","","","","","","","","","","","","","","","","","","","     10.77","0,P,N","     22.59","0,P,N","1183.6",",0","0",",0","","","24.39","0","","","18573","0"
"USC00046174","1997","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","986.6","","986.6","0","68","0","40","0","0","","0","0","0","0","14","0","0","0","228","0","94","0","-2.8","0,0115,","0",",0,1231,+","0",",0,1231,+","44.2",",0,0123,","42.8","0,0808,","1921.5","0","0.0","0,1210","","","","","","","-0.6","0,0228","-2.8","0,0115","","","1278.3","","1278.3","0","     10.58","0,P,N","     22.68","0,P,N","545.6",",0","0",",0","17.40","0","24.49","0","10.32","0","18665","0"
"USC00046174","1998","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","819.9","","819.9","0","120","0","75","0","","","0","0","0","0","10","0","0","0","168","0","69","0","-4.4","0,1224,+","","","0",",0,1231,+","61.5",",0,0203,","43.3","0,0805,","1485.9","0","-0.6","0,1205","-3.9","0,1221","-4.4","0,1222","","","-1.1","0,0106","","","","","1595.0","","1595.0","0","","","     21.41","0,P,N","1277.9",",0","0",",0","15.76","0","22.06","0","9.46","0","14065","0"
"USC00046174","1999","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","840.2","","840.2","0","58","0","41","0","0","","0","0","0","0","18","0","0","0","203","0","88","0","-0.6","0,0409,+","0",",0,1231,+","0",",0,1231,+","50.8",",0,0119,","41.1","0,0713,","1844.8","0","0.0","0,1122","","","","","","","-0.6","0,0409","","","","","1742.2","","1742.2","0","      9.78","0,P,N","     21.36","0,P,N","621.4",",0","0",",0","16.29","0","23.43","0","9.14","0","17097","0"
"USC00046174","2000","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","","","","","71","0","54","0","0","","0","0","","","","","0","0","200","0","86","0","","","0",",0,1231,+","0",",0,1231,+","56.4",",0,1029,","42.2","0,0802,","1730.2","0","","","","","","","","","","","","","","","1348.8","","1348.8","0","     10.31","0,P,N","     23.87","0,P,N","900.0",",0","0",",0","","","23.62","0","","","15980","0"
"USC00046174","2001","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","","","","","74","0","50","0","0","","0","0","","","","","0","0","218","0","107","0","","","0",",0,1231,+","0",",0,1231,+","46.7",",0,1229,","42.8","0,0704,","1947.2","0","","","","","","","","","","","","","","","","","","","     10.24","0,P,N","     23.92","0,P,N","738.9",",0","0",",0","","","24.33","0","","","16726","0"
"USC00046174","2002","38.0047","-120.4863","292.6","NEW MELONES DAM HQ, CA US","","","","","55","0","35","0","0","","0","0","","","","","0","0","218","0","95","0","","","0",",0,1231,+","0",",0,1231,+","53.1",",0,1109,","43.3","0,0711,","1893.4","0","","","","","","","","","","","","","","","","","","","","","     23.22","0,P,N","599.5",",0","0",",0","","","24.19","0","","","16204","0"
