"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00267463","1968","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","","","","","","","","","","","","","1","0","129","0","","","","","","","-17.8","0,1226,","","","","","","","","","0.0","0,1016","-2.8","0,1104","-5.6","0,1113","-6.7","0,1127","-11.7","0,1128","-0.6","0,0423","-2.2","0,0422","-8.3","0,0417","-8.3","0,0417","-9.4","0,0201","","","","","","","","","","","","","3.44","0","",""
"USC00267463","1969","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","760.8","","760.8","0","34","0","14","0","","","","","0","0","151","0","0","0","177","0","78","0","-14.4","0,1228,","","","","","17.0",",0,0615,","38.9","0,0807,+","-1.1","0,1004","-2.2","0,1030","-6.1","0,1116","-10.0","0,1117","-10.0","0,1117","0.0","0,0426","-2.2","0,0424","-5.0","0,0418","-8.3","0,0312","-10.6","0,0311","","","","","137.0",",0","","","12.45","0","20.85","0","4.05","0","",""
"USC00267463","1970","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","697.5","","697.5","0","21","0","9","0","0","","0","0","4","0","159","0","4","0","172","0","86","0","-19.4","0,0106,+","0",",0,1231,+","13",",0,0420,","7.9",",0,1130,","40.0","0,0810,+","-2.8","0,1006","-2.8","0,1006","-6.1","0,1008","-7.2","0,1027","-9.4","0,1028","0.0","0,0515","-2.8","0,0511","-4.4","0,0415","-7.8","0,0318","-10.0","0,0130","2849.0","","2849.0","0","45.8",",0","13",",0","12.30","0","21.08","0","3.52","0","",""
"USC00267463","1971","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","798.8","","798.8","0","23","0","9","0","0","","1","0","0","0","156","0","8","0","178","0","85","0","-15.0","0,0227,+","0",",0,1231,+","64",",0,1016,","15.5",",0,0828,","40.0","0,0728,","0.0","0,1002","-3.3","0,1016","-5.6","0,1028","-7.2","0,1101","-10.0","0,1207","0.0","0,0520","-5.6","0,0423","-5.6","0,0423","-9.4","0,0308","-9.4","0,0308","2953.9","","2953.9","0","70.9",",0","139",",0","12.14","0","20.53","0","3.74","0","",""
"USC00267463","1972","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","707.5","","707.5","0","22","0","13","0","0","","1","0","0","0","131","0","8","0","200","0","62","0","-16.7","0,0203,+","0",",0,1231,+","25",",0,0413,","26.4",",0,1001,","40.6","0,0719,+","-1.1","0,1029","-2.8","0,1105","-5.0","0,1123","-7.2","0,1124","-8.9","0,1204","0.0","0,0421","-2.8","0,0420","-4.4","0,0331","-9.4","0,0328","-9.4","0,0328","2815.9","","2815.9","0","143.6",",0","30",",0","12.68","0","21.01","0","4.35","0","",""
"USC00267463","1973","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","768.3","","768.3","0","30","0","12","0","","","3","0","0","0","131","0","6","0","192","0","91","0","-15.6","0,0107,+","","","140",",0,0311,","11.4",",0,0531,","41.7","0,0705,","-1.7","0,1027","-3.3","0,1103","-6.7","0,1104","-6.7","0,1104","-9.4","0,1207","0.0","0,0422","-2.8","0,0407","-6.1","0,0329","-7.8","0,0201","-11.1","0,0127","2977.5","","2977.5","0","78.6",",0","254",",0","13.09","0","20.94","0","5.23","0","",""
"USC00267463","1974","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","","","","","22","0","12","0","","","1","0","1","0","94","0","","","","","","","-30.0","0,0102,","","","64",",0,0108,","13.7",",0,1101,","","","-3.3","0,1122","-3.3","0,1122","-6.7","0,1130","-6.7","0,1130","-8.9","0,1224","0.0","0,0412","-4.4","0,0304","-4.4","0,0304","-7.2","0,0223","-8.9","0,0108","2306.5","","2306.5","0","91.4",",0","77",",0","","","","","6.61","0","",""
"USC00267463","1975","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","931.1","","931.1","0","31","0","18","0","","","","","0","0","125","0","1","0","200","0","116","0","-13.3","0,0101,","","","","","57.2",",0,0311,","43.9","0,0723,","-3.3","0,1023","-3.3","0,1023","-5.0","0,1111","-10.0","0,1118","-10.0","0,1118","-1.7","0,0408","-3.3","0,0402","-6.7","0,0328","-6.7","0,0328","-8.9","0,0129","","","","","257.9",",0","","","14.22","0","22.98","0","5.45","0","",""
"USC00267463","1976","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","","","","","24","0","18","0","","","4","0","","","","","","","","","","","","","","","508",",0,0206,","38.4",",0,0206,","","","","","","","","","","","","","","","","","","","","","","","","","","","229.8",",0","905",",0","","","","","","","",""
"USC00267463","1977","37.7617","-117.5658","1302.7","SILVERPEAK, NV US","839.7","","839.7","0","33","0","18","0","","","3","0","0","0","142","0","1","0","199","0","90","0","-13.9","0,0109,","","","152",",0,0330,","17.8",",0,0523,","41.1","0,0801,","-1.7","0,1029","-2.2","0,1031","-6.7","0,1108","-6.7","0,1108","-12.2","0,1119","-1.1","0,0419","-2.2","0,0330","-4.4","0,0317","-6.7","0,0306","-8.9","0,0205","2481.9","","2481.9","0","140.3",",0","300",",0","13.60","0","22.49","0","4.70","0","",""
