"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USW00014948","1947","41.1","-92.43333","257.9","OTTUMWA NAS, IA US","3176.9","","3176.9","X"
