"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1NCSR0002","2008","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","129","N","72","N","74.9",",N,0927,","1001.1",",N"
"US1NCSR0002","2009","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","160","N","101","N","86.9",",N,0721,","1430.8",",N"
"US1NCSR0002","2010","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","129","N","79","N","75.4",",N,0125,","1162.9",",N"
"US1NCSR0002","2011","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","147","N","90","N","40.9",",N,0504,","1268.5",",N"
"US1NCSR0002","2012","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","149","N","89","N","59.2",",N,0714,","1263.0",",N"
"US1NCSR0002","2013","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","149","N","91","N","114.3",",N,0703,","1646.5",",N"
"US1NCSR0002","2014","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","149","N","79","N","86.4",",N,0812,","993.8",",N"
"US1NCSR0002","2015","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","157","N","89","N","65.3",",N,0420,","1190.7",",N"
"US1NCSR0002","2016","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","136","N","80","N","108.7",",N,0804,","1157.0",",N"
"US1NCSR0002","2017","36.3669","-80.6927","348.7","DOBSON 2.3 SE, NC US","149","N","78","N","94.7",",N,0424,","1223.6",",N"
