"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCOA","2002","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","853.3","","853.3","U","0","U","0","U","0","U","286","U","78","U","0.6","U,0130,","44.4","U,0901,","","","683.2","","683.2","U","18.83","U","26.40","U","11.27","U"
"USR0000CCOA","2003","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","1094.6","","1094.6","U","0","U","0","U","0","U","285","U","101","U","0.6","U,1228,","41.1","U,0814,","","","610.9","","610.9","U","19.51","U","26.77","U","12.25","U"
"USR0000CCOA","2004","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","983.4","","983.4","U","0","U","0","U","0","U","283","U","81","U","1.1","U,1130,","41.1","U,0905,","","","638.7","","638.7","U","19.26","U","26.33","U","12.19","U"
"USR0000CCOA","2005","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","893.3","","893.3","U","0","U","0","U","0","U","292","U","77","U","2.2","U,0113,","40.6","U,0929,","","","664.0","","664.0","U","19.26","U","26.21","U","12.32","U"
"USR0000CCOA","2006","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","640.4","","640.4","","","","","","",""
"USR0000CCOA","2008","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","1222.8","","1222.8","U","0","U","1","U","0","U","279","U","120","U","0.0","U,1226,","43.3","U,0620,","0.0","U,1226","","","","","19.81","U","27.38","U","12.24","U"
"USR0000CCOA","2009","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","618.5","","618.5","U","","","","","",""
"USR0000CCOA","2010","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","834.3","","834.3","U","0","U","1","U","0","U","275","U","59","U","0.0","U,1231,","46.1","U,0927,","0.0","U,1231","","","","","18.69","U","25.79","U","11.59","U"
"USR0000CCOA","2011","33.8744","-117.5492","195.1","CORONA CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","701.6","","701.6","U","","","","","",""
