"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003953","1999","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.5","W","1071.2","","1071.2","W","94","W","56","W","","","","","0","W","56","W","3","W","215","W","75","W","-13.3","W,0105,","","","","","81.8",",W,1008,","38.9","W,0729,","-1.7","W,1025","-2.8","W,1126","-6.1","W,1221","-7.8","W,1222","","","-1.7","W,0327","-3.9","W,0304","-5.0","W,0222","-7.8","W,0110","-13.3","W,0105","","","","","840.9",",W","","","16.33","W","22.56","W","10.10","W","210","W","200","W","18.3","W","23.2","W"
"USW00003953","2000","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.4","W","1036.7","","1036.7","W","107","W","61","W","","","","","0","W","81","W","21","W","206","W","68","W","-12.2","W,1222,+","","","","","68.6",",W,0527,","40.0","W,0830,","0.0","W,1010","-2.2","W,1115","-4.4","W,1118","-7.8","W,1211","-10.0","W,1212","-1.7","W,0409","-2.8","W,0311","-6.7","W,0206","-6.7","W,0206","","","1788.2","","1788.2","W","1000.5",",W","","","15.33","W","20.99","W","9.68","W","240","W","190","W","14.8","W","18.3","W"
"USW00003953","2001","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.2","W","1009.0","","1009.0","W","98","W","66","W","","","","","0","W","61","W","2","W","207","W","62","W","-13.3","W,0102,","","","","","96.0",",W,1216,","37.2","W,0709,","0.0","W,1027","-2.2","W,1028","-4.4","W,1225","","","","","-4.4","W,0327","-4.4","W,0327","-4.4","W,0327","-6.7","W,0110","-11.7","W,0103","2256.4","","2256.4","W","1221.2",",W","","","15.88","W","21.70","W","10.06","W","290","W","290","W","21.5","W","26.4","W"
"USW00003953","2002","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.4","W","1119.7","","1119.7","W","119","W","63","W","","","","","0","W","72","W","2","W","186","W","63","W","-7.8","W,0304,+","","","","","121.7",",W,0813,","37.2","W,0710,+","-0.6","W,1117","-3.3","W,1127","-4.4","W,1128","","","","","-0.6","W,0327","-3.3","W,0323","-7.8","W,0304","-7.8","W,0304","","","1813.7","","1813.7","W","1121.0",",W","","","15.97","W","21.40","W","10.54","W","180","W","160","W","16.1","W","23.7","W"
"USW00003953","2003","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.4","W","801.1","","801.1","W","123","W","73","W","","","","","0","W","81","W","6","W","200","W","35","W","-15.0","W,0118,","","","","","87.6",",W,0516,","36.1","W,0818,+","-0.6","W,1114","-2.8","W,1125","-4.4","W,1220","","","","","-0.6","W,0331","-3.3","W,0310","-4.4","W,0226","-7.2","W,0225","-12.8","W,0208","2101.9","","2101.9","W","1285.4",",W","","","14.90","W","20.24","W","9.56","W","70","W","220","W","17.4","W","23.2","W"
"USW00003953","2004","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.6","W","912.6","","912.6","W","128","W","77","W","","","","","0","W","68","W","9","W","203","W","29","W","-16.1","W,1225,","","","","","80.8",",W,1101,","35.0","W,0714,+","-1.1","W,1125","-3.9","W,1202","-7.2","W,1214","-7.2","W,1214","-12.8","W,1223","0.0","W,0322","-2.8","W,0310","-5.0","W,0213","-7.2","W,0208","-8.9","W,0131","1930.8","","1930.8","W","1305.2",",W","","","15.55","W","20.90","W","10.19","W","270","W","270","W","20.6","W","24.6","W"
"USW00003953","2005","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.3","B","1159.7","","1159.7","B","94","B","55","B","","","","","0","B","66","B","5","B","199","B","91","B","-10.0","B,1209,","","","","","60.7",",B,0609,","38.3","B,0630,","0.0","B,1026","-2.8","B,1116","-4.4","B,1117","-6.7","B,1208","-10.0","B,1209","-1.1","W,0318","-2.2","W,0314","-6.1","W,0302","-7.8","W,0123","-9.4","W,0117","1825.2","","1825.2","B","900.6",",B","","","16.22","B","22.29","B","10.15","B","280","B","250","B","15.6","B","86.3","B"
"USW00003953","2006","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.5","W","1083.8","","1083.8","W","111","W","67","W","","","","","0","W","58","W","3","W","203","W","74","W","-10.5","W,1208,+","","","","","99.6",",W,0917,","38.3","W,0810,","-1.0","W,1102","-3.8","W,1121","-4.9","W,1202","-8.8","W,1204","-10.5","W,1208","-3.2","W,0326","-3.2","W,0326","-5.5","W,0221","-7.1","W,0220","-10.5","W,0219","1843.5","","1843.5","W","1195.7",",W","","","16.24","W","22.02","W","10.47","W","240","W","210","W","20.6","W","29.5","W"
"USW00003953","2007","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.3","W","1278.8","","1278.8","W","98","W","57","W","","","","","0","W","72","W","7","W","220","W","68","W","-10.5","W,0131,","","","","","62.2",",W,1017,","40.6","W,0816,","-0.5","W,1107","-2.7","W,1224","","","","","","","-2.1","W,0408","-3.8","W,0304","-6.6","W,0218","-9.9","W,0216","-9.9","W,0216","1941.5","","1941.5","W","1018.2",",W","","","16.60","W","22.10","W","11.10","W","240","W","250","W","17.9","W","21.9","W"
"USW00003953","2008","35.83111","-90.64639","79.9","JONESBORO MUNICIPAL AIRPORT, AR US","3.6","W","1001.4","","1001.4","W","112","W","63","W","","","","","0","W","90","W","8","W","194","W","60","W","-11.6","W,1222,","","","","","89.2",",W,0303,","40.0","W,0828,","-1.6","W,1029","-2.7","W,1118","-6.6","W,1121","-8.8","W,1221","-11.6","W,1222","-1.0","W,0415","-2.7","W,0324","-7.7","W,0213","-7.7","W,0213","-9.9","W,0120","2033.9","","2033.9","W","1139.4",",W","","","15.16","W","20.91","W","9.42","W","210","W","","","21.9","W","90.3","W"
