"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CWOO","2004","37.9906","-122.6447","426.7","WOODACRE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","1620.8","","1620.8","U","","","","","",""
"USR0000CWOO","2006","37.9906","-122.6447","426.7","WOODACRE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","1737.5","","1737.5","U","","","","","",""
"USR0000CWOO","2012","37.9906","-122.6447","426.7","WOODACRE CALIFORNIA, CA US","377.3","","377.3","U","0","U","2","U","0","U","158","U","26","U","-0.6","U,0116,","38.9","U,0616,","","","0.0","U,0117","","","","","14.43","U","20.17","U","8.69","U"
"USR0000CWOO","2013","37.9906","-122.6447","426.7","WOODACRE CALIFORNIA, CA US","288.8","","288.8","U","0","U","7","U","0","U","174","U","18","U","-1.7","U,1208,+","37.2","U,0909,+","-0.6","U,1206","0.0","U,0219","1669.1","","1669.1","U","14.75","U","20.69","U","8.80","U"
"USR0000CWOO","2014","37.9906","-122.6447","426.7","WOODACRE CALIFORNIA, CA US","393.9","","393.9","U","0","U","0","U","0","U","188","U","34","U","2.2","U,1230,+","37.2","U,0630,","","","","","1340.0","","1340.0","U","15.93","U","21.53","U","10.32","U"
"USR0000CWOO","2015","37.9906","-122.6447","426.7","WOODACRE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","1269.6","","1269.6","U","","","","","",""
