"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00026604","1960","36.1","-110.23333","1940.1","PINON, AZ US","406.1","","406.1","0","","","","","","","","","7","0","181","0","13","0","172","0","71","0","-22.2","0,0105,+","","","","","","","37.8","0,0808,+","-1.7","0,1009","-3.3","0,1017","-6.1","0,1031","-6.7","0,1107","-11.1","0,1128","-3.9","0,0523","-3.9","0,0523","-6.7","0,0425","-6.7","0,0425","-10.6","0,0423","","","","","9.99","0","19.34","0","0.64","0"
"USC00026604","1967","36.1","-110.23333","1940.1","PINON, AZ US","","","","","","","","","18","","6","0","","","","","","","","","","","","","533",",0,1219,","203",",0,1214,","","","","","","","","","","","","","","","","","","","","","","","","","","","851",",0","","","","","",""
"USC00026604","1968","36.1","-110.23333","1940.1","PINON, AZ US","","","","","46","0","25","0","","","","","","","","","10","0","159","0","30","0","","","","","","","26.7",",0,0728,","36.1","0,0721,+","","","","","","","","","","","","","","","","","","","","","220.0",",0","","","","","18.17","0","",""
"USC00026604","1969","36.1","-110.23333","1940.1","PINON, AZ US","","","","","49","0","31","0","","","","","","","","","1","0","165","0","32","0","","","","","","","22.1",",0,1003,","36.1","0,0807,","","","","","","","","","","","","","","","","","","","","","243.9",",0","","","","","18.89","0","",""
"USC00026604","1972","36.1","-110.23333","1940.1","PINON, AZ US","","","","","45","0","23","0","20","","2","0","","","","","","","","","","","","","51",",0,1215,+","51",",0,1205,+","26.7",",0,1004,","","","","","","","","","","","","","","","","","","","","","","","265.9",",0","136",",0","","","","","",""
