"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00014789","1947","42.26667","-71.03333","4.9","SQUANTUM NAS, MA US","0","X","118","X","25","X","134","X","7","X","-13.9","X,0110,","36.1","X,0813,","-1.7","X,1111","-2.8","X,1115","-5.6","X,1201","-7.2","X,1205","-10.0","X,1214","0.0","X,0428","-3.9","X,0331","-5.6","X,0327","-10.6","X,0224","-10.6","X,0224","10.42","X","15.07","X","5.77","X"
