"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1KSBA0004","2008","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","72","N","43","N","2","N","76",",N,0131,","142.2",",N,0709,","972.6",",N","140",",N"
"US1KSBA0004","2009","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","66","N","47","N","","","","","41.4",",N,1029,","528.5",",N","",""
"US1KSBA0004","2010","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","61","N","36","N","","","","","67.8",",N,0614,","724.1",",N","",""
"US1KSBA0004","2011","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","56","N","30","N","","","","","48.0",",N,1220,","411.9",",N","",""
"US1KSBA0004","2012","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","46","N","29","N","","","","","99.3",",N,0203,","430.5",",N","",""
"US1KSBA0004","2013","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","72","N","42","N","","","","","60.5",",N,0809,","639.8",",N","",""
"US1KSBA0004","2014","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","47","N","31","N","","","","","69.3",",N,0731,","496.2",",N","",""
"US1KSBA0004","2015","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","72","N","45","N","","","","","140.7",",N,0721,","828.4",",N","",""
"US1KSBA0004","2016","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","65","N","44","N","","","","","56.4",",N,0806,","690.3",",N","",""
"US1KSBA0004","2017","37.284","-98.5879","458.1","MEDICINE LODGE 0.4 WSW, KS US","68","N","49","N","","","","","122.2",",N,0926,","857.5",",N","",""
