"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00116765","1990","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","125","0","79","0","12","","3","0","","","","","","","","","","","","","102",",0,1228,","56",",0,1228,","78.5",",0,0614,","","","","","","","","","","","","","","","","","","","","","","","1232.1",",0","204",",0","","","","","",""
"USC00116765","1991","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","109","0","68","0","24","","6","0","","","","","","","","","","","","","76",",0,1108,+","81",",0,1107,","76.7",",0,0712,","","","","","","","","","","","","","","","","","","","","","","","1077.8",",0","317",",0","","","","","",""
"USC00116765","1992","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","120","0","76","0","","","4","0","","","","","","","","","","","","","","","51",",0,0114,","48.8",",0,0726,","","","","","","","","","","","","","","","","","","","","","","","906.7",",0","230",",0","","","","","",""
"USC00116765","1993","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","144","0","94","0","35","","10","0","","","","","","","","","","","","","178",",0,0227,+","142",",0,0226,","77.7",",0,0903,","","","","","","","","","","","","","","","","","","","","","","","1455.8",",0","645",",0","","","","","",""
"USC00116765","1994","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","102","0","71","0","20","","7","0","","","","","","","","","","","","","76",",0,0226,+","48",",0,0225,","69.1",",0,0525,","","","","","","","","","","","","","","","","","","","","","","","958.2",",0","304",",0","","","","","",""
"USC00116765","1995","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","115","0","77","0","25","","7","0","","","","","","","","","","","","","76",",0,0208,+","48",",0,1209,+","74.2",",0,0517,","","","","","","","","","","","","","","","","","","","","","","","945.5",",0","352",",0","","","","","",""
"USC00116765","1996","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","103","0","57","0","17","","3","0","","","","","","","","","","","","","127",",0,0107,+","99",",0,0105,","111.8",",0,0508,","","","","","","","","","","","","","","","","","","","","","","","781.0",",0","270",",0","","","","","",""
"USC00116765","1997","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","113","0","79","0","26","","10","0","","","","","","","","","","","","","178",",0,0119,+","79",",0,1210,","34.8",",0,0817,","","","","","","","","","","","","","","","","","","","","","","","780.3",",0","644",",0","","","","","",""
"USC00116765","1998","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","124","0","83","0","","","2","0","","","","","","","","","","","","","","","76",",0,1231,","63.8",",0,0805,","","","","","","","","","","","","","","","","","","","","","","","1180.4",",0","225",",0","","","","","",""
"USC00116765","1999","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","100","0","66","0","25","","4","0","","","","","","","","","","","","","330",",0,0111,+","175",",0,0102,","89.9",",0,0813,","","","","","","","","","","","","","","","","","","","","","","","870.9",",0","586",",0","","","","","",""
"USC00116765","2000","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","108","0","62","0","34","","6","0","","","","","","","","","","","","","229",",0,1231,+","124",",0,1214,","80.5",",0,0621,","","","","","","","","","","","","","","","","","","","","","","","873.9",",0","484",",0","","","","","",""
"USC00116765","2001","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","102","0","69","0","15","","2","0","","","","","","","","","","","","","229",",0,0104,+","61",",0,1214,","60.5",",0,0823,","","","","","","","","","","","","","","","","","","","","","","","906.7",",0","126",",0","","","","","",""
"USC00116765","2002","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","99","0","67","0","9","","3","0","","","","","","","","","","","","","127",",0,0227,","94",",0,0226,","77.0",",0,0512,","","","","","","","","","","","","","","","","","","","","","","","1042.0",",0","267",",0","","","","","",""
"USC00116765","2003","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","96","0","60","0","28","","6","0","","","","","","","","","","","","","102",",0,0211,+","91",",0,0211,","79.8",",0,1118,","","","","","","","","","","","","","","","","","","","","","","","933.3",",0","437",",0","","","","","",""
"USC00116765","2004","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","107","0","72","0","20","","4","0","","","","","","","","","","","","","152",",0,1125,","152",",0,1125,","68.1",",0,0826,","","","","","","","","","","","","","","","","","","","","","","","861.7",",0","381",",0","","","","","",""
"USC00116765","2005","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","91","0","58","0","","","9","0","","","","","","","","","","","","","","","117",",0,1209,","57.2",",0,0113,","","","","","","","","","","","","","","","","","","","","","","","607.9",",0","415",",0","","","","","",""
"USC00116765","2006","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","86","0","55","0","11","","2","0","","","","","","","","","","","","","127",",0,1208,+","127",",0,1201,","62.5",",0,0712,","","","","","","","","","","","","","","","","","","","","","","","779.8",",0","184",",0","","","","","",""
"USC00116765","2007","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","79","0","61","0","","","7","0","","","","","","","","","","","","","","","102",",0,0214,","40.9",",0,1003,","","","","","","","","","","","","","","","","","","","","","","","708.0",",0","445",",0","","","","","",""
"USC00116765","2008","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","83","0","70","0","","","7","0","","","","","","","","","","","","","","","112",",0,0201,","112.5",",0,0108,","","","","","","","","","","","","","","","","","","","","","","","1264.8",",0","334",",0","","","","","",""
"USC00116765","2015","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","545.0","","545.0","7","119","7","77","7","","","","","10","7","118","7","35","7","166","7","10","7","-23.3","7,0227,","","","","","57.9",",7,0709,","34.4","7,0905,","-1.7","7,1010","-2.2","7,1011","-6.7","7,1120","-6.7","7,1120","-10.6","7,1122","0.0","7,0423","-2.8","7,0404","-5.0","7,0329","-6.7","7,0328","-13.3","7,0307","1180.9",",7","","","11.27","7","16.80","7","5.74","7"
"USC00116765","2016","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","","","","","114","7","73","7","","","","","","","","","30","7","165","7","15","7","","","","","","","48.3",",7,0831,","33.9","7,0616,","","","","","","","","","","","","","","","","","","","","","766.8",",7","","","","","17.68","7","",""
"USC00116765","2017","40.01625","-89.8345","182.9","PETERSBURG 1 E, IL US","608.0","","608.0","7","105","7","63","7","","","","","7","7","99","7","25","7","182","7","27","7","-21.7","7,1228,","","","","","88.1",",7,0430,","35.0","7,0923,+","-3.3","7,1029","-3.3","7,1029","-6.7","7,1110","-6.7","7,1110","-10.0","7,1208","-1.1","7,0323","-2.2","7,0322","-8.9","7,0316","-8.9","7,0316","-8.9","7,0316","823.0",",7","","","12.51","7","18.38","7","6.65","7"
