"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093950","1905","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","","","","","82","6","69","6","","","","","","","","","12","6","237","6","88","6","","","","","","","64.5",",6,0527,","36.7","6,0825,","","","","","","","","","","","","","","","","","","","","","","","","","1240.7",",6","","","","","22.99","6","","","","","","","","","",""
"USW00093950","1907","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","","","","","45","6","42","6","","","","","","","","","","","","","","","","","","","","","54.9",",6,1221,","","","","","","","","","","","","","","","","","","","","","","","","","","","758.5",",6","","","","","","","","","","","","","","","",""
"USW00093950","1908","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","1160.2","","1160.2","6","84","6","72","6","","","","","0","6","41","6","0","6","237","6","75","6","-10.6","6,0202,","","","","","157.2",",6,1022,","38.9","6,0906,+","0.0","6,1024","-3.3","6,1113","-6.1","6,1114","-6.7","6,1219","","","-1.1","6,0227","-2.8","6,0222","-8.3","6,0220","-8.3","6,0220","-10.6","6,0202","","","","","1716.1",",6","","","17.79","6","24.52","6","11.07","6","","","","","","","",""
"USW00093950","1909","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1444.8","","1444.8","6","","","","","","","","","","","","","","","","","",""
"USW00093950","1910","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","1428.0","","1428.0","6","61","6","49","6","","","","","0","6","58","6","2","6","246","6","108","6","-16.7","6,0218,","","","","","53.6",",6,0819,","42.2","6,0803,","-2.8","6,1029","-2.8","6,1029","-5.0","6,1201","-6.7","6,1202","","","-1.1","6,0311","-4.4","6,0225","-4.4","6,0225","-11.1","6,0224","-11.1","6,0224","","","","","686.8",",6","","","18.17","6","25.18","6","11.15","6","","","","","","","",""
"USW00093950","1911","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","1572.1","","1572.1","6","72","6","57","6","","","","","0","6","44","6","1","6","249","6","124","6","-17.2","6,0103,","","","","","64.8",",6,0827,","41.7","6,0705,","-1.7","6,1102","-11.7","6,1112","-11.7","6,1112","-11.7","6,1112","-11.7","6,1112","-1.7","6,0316","-4.4","6,0302","-4.4","6,0302","-11.7","6,0222","-11.7","6,0222","1327.0","","1327.0","6","935.7",",6","","","18.67","6","25.44","6","11.90","6","","","","","","","",""
"USW00093950","1912","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","1297.8","","1297.8","6","68","6","50","6","","","","","3","6","73","6","6","6","225","6","95","6","-20.0","6,0112,","","","","","87.4",",6,0617,","42.8","6,0729,","-3.3","6,1102","-3.3","6,1102","-5.6","6,1209","-6.7","6,1224","","","-2.8","6,0325","-2.8","6,0325","-5.0","6,0309","-6.7","6,0221","-11.7","6,0205","1996.5","","1996.5","6","864.8",",6","","","16.62","6","23.43","6","9.81","6","","","","","","","",""
"USW00093950","1913","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","1366.7","","1366.7","6","93","6","64","6","","","","","0","6","64","6","5","6","215","6","97","6","-15.0","6,0108,","","","","","98.6",",6,0913,","41.7","6,0906,+","0.0","6,1027","-2.2","6,1029","","","","","","","-1.1","6,0328","-6.7","6,0327","-6.7","6,0327","-6.7","6,0327","-11.1","6,0112","1752.8","","1752.8","6","1133.4",",6","","","17.11","6","23.15","6","11.07","6","","","","","","","",""
"USW00093950","1914","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","","","","","81","6","59","6","","","","","","","","","7","6","214","6","94","6","","","","","","","53.3",",6,0129,","42.8","6,0730,","","","","","","","","","","","","","","","","","","","","","","","","","971.9",",6","","","","","22.84","6","","","","","","","","","",""
"USW00093950","1915","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","1023.2","","1023.2","6","102","6","77","6","","","","","0","6","61","6","5","6","219","6","61","6","-10.6","6,0123,","","","","","91.9",",6,0819,","37.8","6,0801,+","-2.8","6,1115","-2.8","6,1115","-4.4","6,1202","-6.7","6,1228","","","-1.7","6,0403","-3.9","6,0322","-5.0","6,0321","-8.3","6,0128","-10.6","6,0123","1910.2","","1910.2","6","1338.1",",6","","","16.39","6","22.10","6","10.69","6","","","","","","","",""
"USW00093950","1916","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","1314.8","","1314.8","6","84","6","60","6","","","","","0","6","76","6","15","6","227","6","101","6","-17.2","6,0113,","","","","","173.0",",6,0127,","40.6","6,0820,","-0.6","6,1020","-8.9","6,1114","-8.9","6,1114","-8.9","6,1114","-8.9","6,1114","-0.6","6,0409","-7.2","6,0304","-7.2","6,0304","-7.2","6,0304","-10.0","6,0203","1718.5","","1718.5","6","1312.3",",6","","","16.76","6","23.13","6","10.40","6","","","","","","","",""
"USW00093950","1917","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","947.1","","947.1","6","78","6","53","6","","","","","1","6","76","6","15","6","224","6","72","6","-17.8","6,0201,","","","","","57.2",",6,0817,","41.1","6,0710,+","-0.6","6,1009","-2.8","6,1024","-7.8","6,1030","-7.8","6,1030","-16.1","6,1208","0.0","6,0318","-6.1","6,0314","-6.1","6,0314","-8.3","6,0212","-9.4","6,0206","1847.7","","1847.7","6","791.4",",6","","","15.31","6","22.56","6","8.05","6","","","","","","","",""
"USW00093950","1918","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","","","","","85","6","62","6","","","","","","","","","16","6","228","6","110","6","","","","","","","71.1",",6,1027,+","43.3","6,0819,+","","","","","","","","","","","","","","","","","","","","","2144.2","","2144.2","6","1002.2",",6","","","","","23.84","6","","","","","","","","","",""
"USW00093950","1919","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","","","1126.5","","1126.5","6","97","6","67","6","","","","","0","6","63","6","5","6","218","6","73","6","-13.3","6,0103,","","","","","93.0",",6,1009,","42.8","6,0807,","-2.8","6,1112","-2.8","6,1112","-5.6","6,1113","-10.0","6,1209","-10.0","6,1209","-0.6","6,0327","-2.8","6,0306","-4.4","6,0305","-8.9","6,0228","-8.9","6,0228","","","","","1027.7",",6","","","16.56","6","22.81","6","10.30","6","","","","","","","",""
