"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014751","1977","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","568.7","","568.7","0","122","0","81","0","46","","8","0","3","0","106","0","41","0","157","0","19","0","-19.4","0,0117,","127",",0,0127,+","89",",0,0114,","49.5",",0,0313,","35.0","0,0719,+","0.0","0,1031","-2.8","0,1114","-7.2","0,1207","-7.2","0,1207","-9.4","0,1210","-1.7","0,0410","-3.9","0,0409","-5.6","0,0303","-11.7","0,0222","-11.7","0,0222","3223.2","","3223.2","0","1009.5",",0","60.7","X","608",",0","11.50","0","16.45","0","6.54","0","","","","","","","","","315","X","","","","","","","18.8","X"
"USW00014751","1978","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","546.6","","546.6","0","118","0","86","0","72","","15","0","1","0","103","0","44","0","148","0","15","0","-17.8","0,0220,","483",",0,0121,","246",",0,0206,","47.8",",0,0626,","35.6","0,0723,","0.0","0,1030","-3.9","0,1127","-7.2","0,1210","-7.2","0,1210","","","0.0","0,0423","-3.3","0,0318","-4.4","0,0309","-9.4","0,0307","-9.4","0,0307","3251.1","","3251.1","0","1110.7",",0","63.0","X","1724",",0","11.14","0","16.32","0","5.95","0","","","","","","","","","","","","","","","","","",""
"USW00014751","1979","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","445.2","","445.2","0","127","0","87","0","34","","8","0","5","0","110","0","30","0","152","0","5","0","-20.6","0,0218,","508",",0,0219,","269",",0,0219,","71.1",",0,0921,","33.3","0,0810,","0.0","0,1010","-2.2","0,1105","-4.4","0,1130","-6.7","0,1217","","","-1.7","0,0411","-3.9","0,0328","-4.4","0,0317","-6.7","0,0316","-17.8","0,0220","2970.2","","2970.2","0","1184.0",",0","55.2","X","898",",0","11.21","0","16.41","0","6.00","0","148998",",X","350","X","","","","","","","20.6","X","","","","","",""
"USW00014751","1980","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","566.5","","566.5","0","116","0","70","0","25","","7","0","0","0","119","0","30","0","155","0","30","0","-17.2","0,1225,","102",",0,0314,+","132",",0,0313,","55.6",",0,1025,","37.8","0,0720,","-1.1","0,1023","-2.8","0,1031","-6.1","0,1117","-6.7","0,1214","-10.6","0,1215","-1.7","0,0417","-2.2","0,0319","-4.4","0,0316","-6.7","0,0312","-8.9","0,0304","2972.0","","2972.0","0","763.6",",0","72.1","X","578",",0","11.05","0","16.57","0","5.53","0","196344",",X","330","X","","","","","","","25.9","X","","","","","",""
"USW00014751","1981","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","494.1","","494.1","0","114","0","70","0","32","","10","0","3","0","107","0","30","0","148","0","14","0","-20.0","0,0113,+","178",",0,1216,","142",",0,1214,","48.3",",0,0720,","35.6","0,0709,","0.0","0,1014","-2.2","0,1020","-4.4","0,1123","-8.3","0,1213","-9.4","0,1219","-0.6","0,0422","-2.2","0,0407","-5.0","0,0322","-6.7","0,0319","-9.4","0,0318","3219.1","","3219.1","0","883.5",",0","63.8","X","759",",0","11.07","0","16.18","0","5.96","0","174060",",X","150","X","","","","","","","13.9","X","","","","","",""
"USW00014751","1982","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","386.7","","386.7","0","121","0","72","0","48","","14","0","2","0","105","0","28","0","151","0","8","0","-21.1","0,0117,","203",",0,0123,","241",",0,0123,","65.5",",0,0528,","33.9","0,0726,","-1.1","0,1018","-2.2","0,1107","-5.6","0,1116","-7.2","0,1209","","","-2.2","0,0412","-2.2","0,0412","-5.0","0,0408","-7.2","0,0407","-9.4","0,0214","3327.3","","3327.3","0","1015.0",",0","62.2","X","1176",",0","10.98","0","15.83","0","6.14","0","171036",",X","310","X","","","","","","","14.3","X","","","","","",""
"USW00014751","1983","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","539.1","","539.1","0","127","0","77","0","33","","7","0","3","0","95","0","17","0","138","0","29","0","-19.4","0,1225,","610",",0,0212,","610",",0,0211,","69.3",",0,1213,","37.8","0,0820,","0.0","0,1022","-3.9","0,1031","-6.1","0,1202","-6.7","0,1218","-10.6","0,1220","0.0","0,0420","-2.2","0,0330","-5.0","0,0326","-10.6","0,0215","-10.6","0,0215","2762.1","","2762.1","0","1233.6",",0","58.1","X","1002",",0","11.33","0","16.37","0","6.29","0","158982",",X","280","X","","","","","","","12.5","X","","","","","",""
"USW00014751","1984","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.6","X","569.8","","569.8","0","157","0","83","0","33","","10","0","3","0","94","0","23","0","146","0","13","0","-22.8","0,0122,","127",",0,0120,+","170",",0,0329,","47.0",",0,0529,","35.6","0,0610,+","-0.6","0,1108","-2.2","0,1119","-5.0","0,1207","","","","","-1.1","0,0411","-2.2","0,0402","-5.0","0,0324","-9.4","0,0312","-9.4","0,0312","3357.5","","3357.5","0","1120.0",",0","","","800",",0","11.64","0","16.09","0","7.19","0","153697",",X","","","","","","","","","","","","","","","",""
"USW00014751","1985","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","3.0","X","605.8","","605.8","0","130","0","67","0","31","","11","0","2","0","87","0","31","0","168","0","12","0","-22.8","0,0121,","178",",0,0206,","97",",0,0201,","56.6",",0,0927,","35.6","0,0907,","-3.3","0,1202","-3.3","0,1202","-8.3","0,1214","-8.3","0,1214","-9.4","0,1215","-3.3","0,0410","-3.3","0,0410","-4.4","0,0307","-7.2","0,0216","-10.0","0,0208","2589.7","","2589.7","0","859.3",",0","","","795",",0","12.47","0","16.93","0","8.00","0","160145",",X","","","","","","","","","","","","","","","",""
"USW00014751","1986","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","3.0","X","569.4","","569.4","0","130","0","72","0","28","","8","0","0","0","81","0","20","0","159","0","11","0","-13.3","0,0128,","203",",0,0215,","175",",0,0211,","64.8",",0,0805,","35.6","0,0707,","-4.4","0,1113","-4.4","0,1113","-4.4","0,1113","-7.2","0,1114","","","-2.2","0,0323","-2.2","0,0323","-4.4","0,0322","-9.4","0,0321","-9.4","0,0321","2786.5","","2786.5","0","1065.3",",0","","","835",",0","11.99","0","16.41","0","7.55","0","165280",",X","","","","","","","","","","","","","","","",""
"USW00014751","1987","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","3.2","X","594.2","","594.2","0","115","0","76","0","45","","15","0","0","0","106","0","16","0","144","0","29","0","-15.6","0,0128,","279",",0,0130,","284",",0,0122,","59.2",",0,1129,","36.7","0,0723,+","0.0","0,1009","-2.2","0,1026","-4.4","0,1113","-6.7","0,1121","-10.6","0,1230","0.0","0,0403","-2.8","0,0401","-4.4","0,0312","-8.3","0,0311","-10.0","0,0310","2878.0","","2878.0","0","1004.1",",0","","","1455",",0","11.90","0","17.01","0","6.78","0","167426",",X","300","X","","","","","","","16.1","X","","","","","",""
"USW00014751","1988","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","3.4","X","611.2","","611.2","0","104","0","64","0","23","","4","0","1","0","121","0","28","0","138","0","40","0","-18.3","0,0111,","152",",0,0127,+","137",",0,0125,","40.9",",0,0723,","40.0","0,0716,","-0.6","0,1013","-2.8","0,1027","-4.4","0,1031","-10.6","0,1211","-10.6","0,1211","-0.6","0,0419","-2.8","0,0323","-7.2","0,0322","-7.2","0,0322","-10.0","0,0222","3122.2","","3122.2","0","832.0",",0","","","341",",0","11.21","0","16.80","0","5.62","0","151831",",X","","","","","","","","","","","","","","","",""
"USW00014751","1989","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","3.0","X","476.6","","476.6","0","140","0","87","0","32","","9","0","0","0","120","0","33","0","151","0","13","0","-16.7","0,1224,+","229",",0,0307,","239",",0,0306,","68.6",",0,0819,","33.9","0,0710,+","0.0","0,1103","-3.3","0,1104","-4.4","0,1119","-7.8","0,1203","-13.9","0,1209","-0.6","0,0424","-2.8","0,0414","-5.0","0,0323","-7.2","0,0313","-13.3","0,0309","3045.1","","3045.1","0","1181.8",",0","","","723",",0","10.99","0","16.10","0","5.88","0","137897",",X","310","X","","","","","","","17.9","X","","","","","",""
"USW00014751","1990","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","3.1","X","536.9","","536.9","0","135","0","80","0","7","","7","0","0","0","97","0","6","0","159","0","13","0","-12.8","0,0226,","229",",0,1228,","145",",0,1227,","62.2",",0,0529,","37.2","0,0704,","0.0","0,1027","-2.8","0,1109","-5.6","0,1201","-6.7","0,1224","-9.4","0,1225","0.0","0,0419","-3.9","0,0413","-6.1","0,0328","-9.4","0,0308","-9.4","0,0308","2880.5","","2880.5","0","1120.5",",0","","","510",",0","12.83","0","18.37","0","7.30","0","142923",",X","300","X","","","","","","","15.6","X","","","","","",""
"USW00014751","1991","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2571.6","","2571.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","2001","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.9","W","505.9","","505.9","W","113","W","65","W","","","","","0","W","107","W","11","W","157","W","19","W","-13.3","W,0123,","","","","","29.5",",W,0622,","37.8","W,0809,","-0.6","W,1008","-2.2","W,1009","-5.0","W,1121","-6.7","W,1226","-11.1","W,1231","0.0","W,0429","-4.4","W,0328","-4.4","W,0328","-7.2","W,0327","-9.4","W,0219","","","","","638.5",",W","","","","","12.03","W","17.75","W","6.31","W","","","","","330","W","270","W","","","","","14.3","W","21.5","W","",""
"USW00014751","2002","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","3.0","W","624.6","","624.6","W","129","W","77","W","","","","","0","W","111","W","9","W","152","W","39","W","-15.0","W,1207,","","","","","39.4",",W,1211,","37.2","W,0802,","0.0","W,1022","-2.2","W,1120","-6.1","W,1128","-8.3","W,1203","-10.0","W,1204","-0.6","W,0424","-5.0","W,0407","-5.0","W,0407","-6.7","W,0322","-10.0","W,0305","2518.2","","2518.2","W","967.7",",W","","","","","12.25","W","17.79","W","6.71","W","","","","","310","W","290","W","","","","","19.2","W","23.2","W","",""
"USW00014751","2003","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.9","W","434.0","","434.0","W","169","W","97","W","","","","","0","W","104","W","27","W","139","W","8","W","-15.0","W,0118,","","","","","60.5",",W,0723,","33.3","W,0625,","0.0","W,1108","-5.0","W,1109","-5.0","W,1109","-6.7","W,1204","","","0.0","W,0408","-3.9","W,0401","-4.4","W,0314","-11.1","W,0311","-11.1","W,0311","3165.5","","3165.5","W","1289.1",",W","","","","","11.07","W","15.97","W","6.16","W","","","","","130","W","130","W","","","","","20.6","W","25.9","W","",""
"USW00014751","2004","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.9","W","","","","","150","W","81","W","","","","","","","","","","","","","","","","","","","","","97.3",",W,0928,","","","","","","","","","","","","","","","","","","","","","","","","","","","1322.5",",W","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00014751","2005","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.9","B","680.0","","680.0","B","124","B","60","B","","","","","0","B","105","B","17","B","164","B","24","B","-15.6","B,1214,","","","","","82.0",",B,1007,","36.7","B,0813,","0.0","B,1031","-4.4","B,1118","-4.4","B,1118","-6.7","B,1124","-8.9","B,1208","-0.6","W,0416","-2.8","W,0316","-4.4","W,0313","-8.3","W,0310","-8.9","W,0226","2848.7","","2848.7","B","902.2",",B","","","","","12.21","B","17.51","B","6.90","B","","","","","300","B","300","B","","","","","14.8","B","20.1","B","",""
"USW00014751","2006","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","3.0","W","558.5","","558.5","W","145","W","75","W","","","","","0","W","93","W","2","W","150","W","19","W","-11.6","W,0219,","","","","","70.9",",W,0902,","36.1","W,0803,","0.0","W,1014","-4.3","W,1203","-4.9","W,1205","-7.1","W,1209","","","-0.5","W,0410","-3.8","W,0321","-6.0","W,0228","-7.1","W,0227","-11.6","W,0219","2644.7","","2644.7","W","1140.2",",W","","","","","12.89","W","18.23","W","7.54","W","","","","","280","W","270","W","","","","","16.5","W","22.8","W","",""
"USW00014751","2007","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.8","W","651.7","","651.7","W","106","W","53","W","","","","","0","W","112","W","23","W","171","W","24","W","-14.9","W,0308,","","","","","50.0",",W,0809,","35.0","W,0808,+","0.0","W,1029","-5.5","W,1124","-5.5","W,1124","-8.8","W,1206","","","0.0","W,0414","-2.7","W,0409","-8.8","W,0319","-8.8","W,0319","-14.9","W,0308","2798.8","","2798.8","W","770.9",",W","","","","","12.17","W","17.52","W","6.83","W","","","","","340","W","330","W","","","","","16.5","W","21.9","W","",""
"USW00014751","2008","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.6","W","542.3","","542.3","W","107","W","55","W","","","","","0","W","111","W","15","W","158","W","15","W","-12.7","W,0211,","","","","","64.3",",W,1211,","35.6","W,0609,","0.0","W,1019","-4.3","W,1119","-4.9","W,1122","-8.8","W,1206","-11.0","W,1222","0.0","W,0415","-2.7","W,0330","-5.5","W,0310","-9.3","W,0229","-9.3","W,0229","2779.7","","2779.7","W","881.5",",W","","","","","11.91","W","17.22","W","6.61","W","","","","","310","W","320","W","","","","","16.1","W","23.3","W","",""
"USW00014751","2009","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.6","W","472.7","","472.7","W","135","W","85","W","","","","","0","W","103","W","23","W","147","W","6","W","-16.6","W,0117,","","","","","54.9",",W,0911,","33.9","W,0810,","-0.5","W,1019","-2.7","W,1107","-4.9","W,1210","-7.1","W,1211","","","-1.6","W,0413","-3.2","W,0325","-6.6","W,0324","-7.7","W,0305","-10.5","W,0303","2910.0","","2910.0","W","1065.1",",W","","","","","11.75","W","16.63","W","6.86","W","","","","","270","W","310","W","","","","","16.1","W","23.3","W","",""
"USW00014751","2010","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.9","W","710.7","","710.7","W","107","W","66","W","","","","","0","W","102","W","20","W","173","W","36","W","-9.9","W,0207,+","","","","","92.7",",W,0812,","37.8","W,0706,","-2.1","W,1102","-2.7","W,1112","-4.9","W,1129","-8.2","W,1209","-9.3","W,1216","-4.3","W,0327","-4.3","W,0327","-9.3","W,0215","-9.3","W,0215","-9.3","W,0215","2699.3","","2699.3","W","1092.4",",W","","","","","12.65","W","17.83","W","7.46","W","","","","","180","W","260","W","","","","","17.9","W","28.2","W","",""
"USW00014751","2011","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.6","W","667.5","","667.5","W","146","W","85","W","","","","","0","W","101","W","19","W","157","W","24","W","-16.6","W,0124,","","","","","98.0",",W,0416,","38.9","W,0722,","-1.6","W,1030","-2.7","W,1112","-6.6","W,1211","","","","","0.0","W,0402","-3.8","W,0330","-6.6","W,0303","-13.2","W,0223","-13.2","W,0223","2907.3","","2907.3","W","1463.3",",W","","","","","12.68","W","17.79","W","7.58","W","","","","","300","W","10","W","","","","","16.5","W","23.7","W","",""
"USW00014751","2012","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.5","W","676.8","","676.8","W","137","W","84","W","","","","","0","W","89","W","6","W","162","W","32","W","-11.0","W,0104,","","","","","68.8",",W,1029,","39.4","W,0707,","-1.0","W,1013","-3.2","W,1122","-6.0","W,1214","","","","","0.0","W,0330","-5.5","W,0306","-5.5","W,0306","-8.2","W,0121","-9.3","W,0116","2304.5","","2304.5","W","1105.7",",W","","","","","13.48","W","18.72","W","8.23","W","","","","","100","W","100","W","","","","","18.3","W","29.5","W","",""
"USW00014751","2013","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.6","W","594.7","","594.7","W","130","W","71","W","","","","","0","W","114","W","15","W","154","W","17","W","-12.7","W,0123,","","","","","162.1",",W,1011,","36.1","W,0719,+","-2.1","W,1026","-3.2","W,1104","-5.5","W,1124","-7.7","W,1125","","","-3.8","W,0404","-3.8","W,0404","-4.9","W,0221","-7.1","W,0218","-9.9","W,0202","2823.7","","2823.7","W","1039.3",",W","","","","","11.93","W","16.95","W","6.91","W","","","","","280","W","160","W","","","","","14.8","W","26.4","W","",""
"USW00014751","2014","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.8","W","","","","","127","W","90","W","","","","","","","","","","","","","","","","","","","","","60.5",",W,0330,","","","","","","","","","","","","","","","","","","","","","","","","","","","1084.0",",W","","","","","","","","","","","","","","","300","W","290","W","","","","","16.5","W","21.0","W","",""
"USW00014751","2015","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.8","W","649.8","","649.8","W","113","W","67","W","","","","","3","W","102","W","25","W","170","W","18","W","-18.2","W,0224,+","","","","","50.5",",W,0820,","33.9","W,0909,+","-1.6","W,1019","-2.7","W,1205","","","","","","","0.0","W,0425","-6.0","W,0329","-6.0","W,0329","-16.0","W,0307","-16.0","W,0307","3107.8","","3107.8","W","990.4",",W","","","","","12.27","W","17.67","W","6.88","W","","","","","210","W","220","W","","","","","16.1","W","22.4","W","",""
"USW00014751","2016","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.8","W","830.8","","830.8","W","117","W","69","W","","","","","0","W","93","W","16","W","170","W","51","W","-14.9","W,0212,","","","","","36.6",",W,0216,","37.2","W,0723,","-0.5","W,1026","-3.2","W,1114","-4.9","W,1210","-9.9","W,1215","-9.9","W,1215","-3.2","W,0410","-3.2","W,0410","-6.0","W,0227","-8.8","W,0219","-13.2","W,0214","2457.5","","2457.5","W","803.0",",W","","","","","13.50","W","18.98","W","8.01","W","","","","","290","W","310","W","","","","","16.5","W","23.7","W","",""
"USW00014751","2017","40.21722","-76.85139","103.6","HARRISBURG CAPITAL CITY AIRPORT, PA US","2.9","W","665.9","","665.9","W","123","W","71","W","","","","","0","W","88","W","17","W","173","W","24","W","-13.8","W,1231,","","","","","49.8",",W,0714,","35.6","W,0613,","0.0","W,1109","-3.2","W,1110","-7.1","W,1111","-7.1","W,1111","-9.3","W,1227","0.0","W,0409","-4.3","W,0323","-5.5","W,0316","-7.1","W,0315","-11.0","W,0109","2336.8","","2336.8","W","899.3",",W","","","","","13.38","W","18.58","W","8.18","W","","","","","240","W","300","W","","","","","16.5","W","21.9","W","",""
