"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00094290","1987","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","100.2","","100.2","0","126","0","66","0","0","","0","0","0","0","17","0","0","0","102","0","0","0","-3.3","0,0115,","0","T,0,1215,","0","T,0,1215,","40.4",",0,0303,","30.6","0,1001,+","-1.7","0,1213","-2.2","0,1225","","","","","-0.6","0,0225","-3.3","0,0115","","","","","","","","","752.1",",0","0","T,0","12.38","0","16.61","0","8.15","0"
"USW00094290","1988","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","83.1","","83.1","0","151","0","83","0","0","","0","0","0","0","13","0","0","0","86","0","2","0","-3.9","0,0201,","0",",0,1231,+","0",",0,1231,+","51.3",",0,0114,","33.9","0,0903,","-0.6","0,1215","-2.2","0,1225","","","","","0.0","0,0311","-2.2","0,0202","","","","","2409.3","","2409.3","0","820.0",",0","0",",0","11.84","0","15.73","0","7.94","0"
"USW00094290","1990","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2465.1","","2465.1","","","","","","","","","","",""
"USW00094290","1991","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","89.9","","89.9","0","146","0","78","0","0","","0","0","0","0","22","0","0","0","86","0","1","0","-4.4","0,0127,","0",",0,1231,+","0",",0,1231,+","48.8",",0,0404,","33.9","0,0723,","-1.7","0,1030","-2.8","0,1215","","","","","0.0","0,0411","-3.3","0,0131","-4.4","0,0127","","","","","","","822.9",",0","0",",0","11.47","0","15.52","0","7.42","0"
"USW00094290","1992","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","111.2","","111.2","0","153","0","86","0","2","","2","0","0","0","19","0","0","0","107","0","1","0","-3.9","0,1205,","51",",0,1230,","25",",0,1230,+","37.1",",0,1210,","32.2","0,0813,","-1.1","0,1125","-2.8","0,1203","","","","","-1.7","0,0120","-2.2","0,0119","","","","","2242.8","","2242.8","0","763.6",",0","50",",0","12.16","0","16.42","0","7.91","0"
"USW00094290","1993","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","91.8","","91.8","0","151","0","89","0","0","","0","0","0","0","48","0","0","0","100","0","2","0","-6.7","0,1124,+","0","T,0,1123,+","0","T,0,1123,+","36.6",",0,0322,","32.2","0,0907,+","-3.9","0,1122","-3.9","0,1122","-4.4","0,1123","-6.7","0,1124","-0.6","0,0228","-2.2","0,0227","-4.4","0,0225","-6.7","0,0217","2577.8","","2577.8","0","789.9",",0","0","T,0","11.69","0","15.86","0","7.53","0"
"USW00094290","1994","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","110.7","","110.7","0","154","0","90","0","0","","0","0","0","0","26","0","0","0","108","0","2","0","-6.1","0,0208,","0",",0,1231,+","0",",0,1231,+","38.9",",0,1219,","35.6","0,0720,","-0.6","0,1118","-2.2","0,1122","-5.0","0,1204","","","0.0","0,0209","-6.1","0,0208","-6.1","0,0208","","","2421.6","","2421.6","0","849.8",",0","0",",0","11.80","0","15.96","0","7.65","0"
"USW00094290","1995","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","97.9","","97.9","0","151","0","101","0","0","","0","0","0","0","23","0","0","0","103","0","3","0","-3.9","0,1225,","0",",0,1231,+","0",",0,1231,+","37.1",",0,1107,","35.6","0,0720,","-0.6","0,1205","-2.8","0,1206","","","","","-1.7","0,0303","-2.2","0,0215","","","","","2403.4","","2403.4","0","1054.6",",0","0",",0","12.23","0","16.54","0","7.92","0"
"USW00094290","1996","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2561.0","","2561.0","0","","","","","","","","","",""
"USW00094290","2000","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","66.6","","66.6","0","150","0","84","0","","","","","0","0","30","0","0","0","88","0","0","0","-2.2","0,1214,+","","","","","29.7",",0,1126,","31.7","0,0628,+","0.0","0,1111","-2.2","0,1117","","","","","0.0","0,0320","-2.2","0,0130","","","","","","","","","731.1",",0","","","11.21","0","15.52","0","6.89","0"
"USW00094290","2001","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","51.5","","51.5","0","146","0","90","0","","","","","0","0","25","0","0","0","86","0","0","0","-4.4","0,0207,","","","","","46.2",",0,1114,","30.6","0,0809,","0.0","0,1223","","","","","","","-0.6","0,0322","-2.2","0,0228","-4.4","0,0207","","","2710.7","","2710.7","0","935.7",",0","","","11.18","0","15.42","0","6.94","0"
"USW00094290","2002","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","87.0","","87.0","0","141","0","76","0","","","","","0","0","23","0","0","0","92","0","2","0","-2.8","0,1103,+","","","","","37.3",",0,0221,","33.3","0,0613,","0.0","0,1030","-2.8","0,1102","","","","","-1.7","0,0308","-2.2","0,0301","","","","","2693.1","","2693.1","0","722.6",",0","","","11.30","0","15.55","0","7.05","0"
"USW00094290","2003","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","140.4","","140.4","0","","","","","","","","","0","0","23","0","0","0","107","0","2","0","-3.3","0,1230,","","","","","","","33.3","0,0730,","-1.1","0,1101","-2.2","0,1103","","","","","-1.1","0,0226","-2.2","0,0224","","","","","2433.9","","2433.9","0","","","","","12.00","0","16.34","0","7.67","0"
"USW00094290","2004","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","161.5","","161.5","X","158","X","79","X","","","","","0","X","12","X","3","X","100","X","3","X","-6.1","X,0105,+","","","","","43.2",",X,0129,","33.9","X,0724,+","0.0","X,1129","","","","","","","-1.1","0,0213","-3.9","0,0106","-6.1","0,0105","","","2341.0","","2341.0","X","793.9",",X","","","12.31","X","16.50","X","8.12","X"
"USW00094290","2005","47.6872","-122.2553","18.3","SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US","89.1","","89.1","0","152","0","91","0","","","","","0","0","32","0","0","0","87","0","0","0","-4.4","0,1216,","","","","","39.1",",0,0117,","31.7","0,0526,","-1.7","0,1128","-4.4","0,1216","-4.4","0,1216","","","-0.6","X,0224","-2.8","X,0219","","","","","2368.3","","2368.3","0","878.4",",0","","","11.89","0","16.15","0","7.62","0"
