"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00291982","1977","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","","","","","63","0","27","0","","","","","","","","","","","","","","","","","","","","","41.4",",0,0816,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282.1",",0","","","","","","","",""
"USC00291982","1978","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","","","","","71","0","37","0","","","","","3","0","114","0","","","","","","","-25.6","0,1210,","","","","","38.4",",0,0502,","","","","","-5.6","0,1026","-5.6","0,1026","-5.6","0,1026","-7.2","0,1204","-13.9","0,1207","-1.1","0,0507","-5.6","0,0424","-5.6","0,0424","-10.6","0,0304","-10.6","0,0304","2278.5","","2278.5","0","367.1",",0","","","","","","","4.78","0"
"USC00291982","1979","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","520.8","","520.8","0","56","0","22","0","","","1","0","1","0","137","0","1","0","189","0","48","0","-19.4","0,0130,","","","97",",0,0129,","39.9",",0,0815,","38.3","0,0714,","","","-1.7","0,1022","-2.2","0,1031","-4.4","0,1112","-8.9","0,1122","-8.9","0,1122","0.0","0,0511","-3.3","0,0413","-4.4","0,0404","-9.4","0,0207","-9.4","0,0207","","","","","259.6",",0","117",",0","12.37","0","20.29","0","4.44","0"
"USC00291982","1980","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","","","","","52","0","21","0","","","","","0","0","138","0","","","","","","","-11.1","0,1124,+","","","","","22.1",",0,0515,","","","","","-3.3","0,1017","-3.3","0,1017","-4.4","0,1030","-7.2","0,1117","-11.1","0,1118","-1.1","0,0418","-2.8","0,0414","-7.2","0,0402","-7.2","0,0402","-11.1","0,0209","2452.4","","2452.4","0","173.9",",0","","","","","","","4.62","0"
"USC00291982","1981","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","510.9","","510.9","0","49","0","26","0","1","","0","0","0","0","139","0","0","0","183","0","46","0","-11.7","0,1224,+","25",",0,0118,","18",",0,0118,","30.0",",0,0702,","38.3","0,0704,+","","","-0.6","0,1026","-2.2","0,1104","-5.6","0,1120","-6.7","0,1121","-9.4","0,1129","0.0","0,0510","-2.8","0,0331","-5.6","0,0319","-6.7","0,0222","-9.4","0,0211","","","","","245.7",",0","21",",0","12.83","0","21.16","0","4.50","0"
"USC00291982","1982","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","500.2","","500.2","0","67","0","38","0","","","","","0","0","134","0","4","0","170","0","43","0","-15.0","0,0207,","","","","","16.3",",0,1111,","41.7","0,0722,","","","-1.1","0,1009","-2.8","0,1028","-5.6","0,1126","-8.3","0,1225","-13.3","0,1229","-1.1","0,0409","-2.8","0,0327","-5.6","0,0307","-10.0","0,0306","-10.0","0,0306","2614.2","","2614.2","0","302.6",",0","","","11.74","0","19.32","0","4.16","0"
"USC00291982","1983","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","","","","","","","","","","","5","0","","","","","6","0","176","0","46","0","","","","","191",",0,0204,","","","35.6","0,0623,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360",",0","","","19.41","0","",""
"USC00291982","1984","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","542.5","","542.5","0","75","0","38","0","","","6","0","0","0","140","0","7","0","163","0","38","0","-17.2","0,0119,+","","","127",",0,0327,","25.1",",0,0808,","36.1","0,0716,","","","-1.7","0,1016","-2.2","0,1019","-4.4","0,1126","-9.4","0,1127","-9.4","0,1127","0.0","0,0430","-2.2","0,0428","-4.4","0,0308","-6.7","0,0307","-9.4","0,0306","2745.5","","2745.5","0","362.3",",0","485",",0","11.75","0","19.22","0","4.27","0"
"USC00291982","1985","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","499.7","","499.7","0","80","0","39","0","","","","","0","0","117","0","8","0","182","0","43","0","-16.7","0,0201,","","","","","56.6",",0,0429,","38.3","0,0723,+","","","0.0","0,0930","-7.2","0,1115","-7.2","0,1115","-7.2","0,1115","-9.4","0,1120","0.0","0,0422","-3.3","0,0403","-4.4","0,0401","-6.7","0,0215","-8.9","0,0211","2716.6","","2716.6","0","469.2",",0","","","12.19","0","19.70","0","4.67","0"
"USC00291982","1986","35.6413","-106.3322","1694.7","COCHITI DAM, NM US","434.7","","434.7","0","86","0","47","0","","","5","0","1","0","127","0","6","0","176","0","34","0","-17.8","0,0210,","","","140",",0,0209,","53.3",",0,1103,","36.1","0,0820,+","","","-1.7","0,1012","-3.9","0,1013","-6.1","0,1111","-8.3","0,1124","-9.4","0,1210","-1.1","0,0418","-2.2","0,0321","-5.6","0,0317","-6.7","0,0213","-13.3","0,0212","2436.2","","2436.2","0","505.2",",0","450",",0","12.29","0","19.92","0","4.66","0"
