"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013883","1958","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1177.2","","1177.2","0","108","0","73","0","6","","2","0","0","0","70","0","1","0","216","0","84","0","-15.6","0,1212,","203",",0,1212,","224",",0,1211,","63.5",",0,0124,","38.9","0,0614,+","0.0","0,1029","-2.2","0,1201","-5.6","0,1208","-7.8","0,1211","-15.6","0,1212","-1.7","0,0322","-2.2","0,0316","-4.4","0,0223","-8.9","0,0221","-8.9","0,0221","1711.4","","1711.4","0","1122.9",",0","","","268",",0","16.66","0","23.20","0","10.13","0","","","","","","","","","","","","","","","","","",""
"USW00013883","1959","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1229.7","","1229.7","0","128","0","94","0","0","","1","0","0","0","46","0","0","0","225","0","73","0","-10.6","0,0117,","0","T,0,0302,+","25",",0,0302,","147.1",",0,0709,","39.4","0,0630,","-0.6","0,1110","-2.8","0,1118","-5.0","0,1119","-7.2","0,1130","","","-2.2","0,0319","-2.2","0,0319","-7.8","0,0221","-7.8","0,0221","-8.9","0,0118","1474.9","","1474.9","0","1677.0",",0","","","25",",0","17.78","0","24.07","0","11.48","0","","","","","","","","","","","","","","","","","",""
"USW00013883","1960","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1221.9","","1221.9","0","99","0","68","0","1","","1","0","0","0","73","0","0","0","234","0","94","0","-8.9","0,1214,+","51",",0,0312,","71",",0,0311,","82.3",",0,0330,","37.8","0,0701,","0.0","0,1104","-5.6","0,1108","-5.6","0,1108","-6.7","0,1202","-8.9","0,1203","-1.7","0,0411","-2.2","0,0323","-5.6","0,0314","-6.7","0,0307","-8.9","0,0124","1655.3","","1655.3","0","1158.8",",0","","","81",",0","16.94","0","23.63","0","10.24","0","","","","","","","","","","","","","","","","","",""
"USW00013883","1961","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1080.8","","1080.8","0","110","0","75","0","2","","1","0","0","0","54","0","2","0","239","0","75","0","-10.0","0,0122,","25",",0,0127,+","36",",0,0126,","80.0",",0,0803,","37.8","0,0731,","-0.6","0,1027","-2.2","0,1028","-4.4","0,1122","-6.7","0,1230","","","-0.6","0,0310","-2.8","0,0210","-6.1","0,0206","-10.0","0,0122","-10.0","0,0122","1554.9","","1554.9","0","1395.6",",0","","","59",",0","17.28","0","24.12","0","10.44","0","","","","","","","","","","","","","","","","","",""
"USW00013883","1962","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1238.0","","1238.0","0","110","0","73","0","0","","0","0","0","0","56","0","4","0","231","0","93","0","-14.4","0,1213,","0",",0,1231,+","0","T,0,0306,+","93.7",",0,0222,","38.3","0,0724,","-1.1","0,1025","-3.3","0,1027","-10.0","0,1212","-10.0","0,1212","-10.0","0,1212","0.0","0,0421","-2.8","0,0318","-4.4","0,0207","-10.6","0,0113","-10.6","0,0113","1437.7","","1437.7","0","1085.2",",0","","","0","T,0","17.44","0","24.12","0","10.76","0","","","","","","","","","","","","","","","","","",""
"USW00013883","1963","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1101.9","","1101.9","0","93","0","68","0","0","","0","0","0","0","70","0","0","0","236","0","86","0","-10.0","0,0125,+","0","T,0,1223,+","0","T,0,1223,+","57.9",",0,0406,","38.9","0,0610,","0.0","0,1102","-2.8","0,1103","-5.0","0,1216","-7.2","0,1218","-9.4","0,1219","-2.2","0,0323","-2.2","0,0323","-6.7","0,0227","-6.7","0,0227","-10.0","0,0125","1612.7","","1612.7","0","1070.0",",0","","","0","T,0","16.84","0","23.59","0","10.08","0","","","","","","","","","","","","","","","","","",""
"USW00013883","1964","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1098.6","","1098.6","0","120","0","83","0","0","","0","0","0","0","46","0","0","0","231","0","67","0","-10.0","0,0115,","0",",0,1231,+","0",",0,1231,+","106.7",",0,0829,","37.2","0,0621,+","-0.6","0,1122","-3.3","0,1123","-6.1","0,1201","","","","","-3.9","0,0331","-3.9","0,0331","-5.0","0,0224","-7.8","0,0116","-10.0","0,0115","1628.9","","1628.9","0","1792.2",",0","","","0",",0","17.29","0","23.60","0","10.98","0","","","","","","","","","","","","","","","","","",""
"USW00013883","1965","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1166.2","","1166.2","0","121","0","81","0","1","","1","0","0","0","63","0","0","0","245","0","77","0","-7.2","0,0203,+","25",",0,0131,","25",",0,0130,","128.5",",0,0902,","36.7","0,0827,","-0.6","0,1026","-3.3","0,1030","-5.6","0,1202","-6.7","0,1208","","","-3.3","0,0322","-3.3","0,0322","-4.4","0,0321","-7.2","0,0203","","","1381.3","","1381.3","0","1334.8",",0","64.4","X","28",",0","17.57","0","24.08","0","11.05","0","173442",",X","350","X","","","","","","","17.9","X","","","","","",""
"USW00013883","1966","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1026.5","","1026.5","0","103","0","70","0","1","","0","0","0","0","65","0","1","0","230","0","63","0","-13.9","0,0130,","25",",0,0127,","18",",0,0126,","54.4",",0,0115,","39.4","0,0729,","0.0","0,1103","-2.2","0,1104","-4.4","0,1204","-6.7","0,1225","","","-2.8","0,0329","-2.8","0,0329","-5.0","0,0310","-8.3","0,0206","-12.2","0,0131","1577.7","","1577.7","0","1075.2",",0","61.0","X","26",",0","16.64","0","23.19","0","10.09","0","162834",",X","200","X","","","","","","","17.9","X","","","","","",""
"USW00013883","1967","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","758.5","","758.5","0","97","0","78","0","1","","1","0","0","0","65","0","1","0","239","0","24","0","-12.8","0,0226,","76",",0,0210,","86",",0,0209,","118.9",",0,0522,","35.0","0,0624,","-1.7","0,1029","-2.8","0,1106","-5.0","0,1107","","","","","-6.7","0,0319","-6.7","0,0319","-6.7","0,0319","-6.7","0,0319","-12.8","0,0226","1500.7","","1500.7","0","1389.7",",0","67.8","X","86",",0","16.13","0","22.91","0","9.34","0","181338",",X","350","X","","","","","","","15.6","X","","","","","",""
"USW00013883","1968","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1107.3","","1107.3","0","107","0","78","0","2","","1","0","0","0","86","0","1","0","233","0","73","0","-9.4","0,0214,+","25",",0,0222,+","33",",0,0112,","70.9",",0,0110,","41.1","0,0823,","0.0","0,1027","-2.8","0,1114","-5.0","0,1121","-7.8","0,1209","","","-0.6","0,0326","-5.0","0,0314","-5.0","0,0314","-8.3","0,0227","-9.4","0,0214","1719.4","","1719.4","0","1236.1",",0","65.0","X","69",",0","16.62","0","23.48","0","9.77","0","174462",",X","310","X","","","","","","","14.3","X","","","","","",""
"USW00013883","1969","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1082.3","","1082.3","0","88","0","58","0","1","","0","0","0","0","72","0","1","0","232","0","65","0","-11.7","0,0106,","25",",0,0216,","18",",0,0215,","66.0",",0,0318,","37.8","0,0628,","0.0","0,1106","-4.4","0,1115","-4.4","0,1115","-8.3","0,1205","","","0.0","0,0328","-3.3","0,0314","-6.1","0,0312","-6.7","0,0116","-8.9","0,0112","1657.6","","1657.6","0","1033.1",",0","57.8","X","21",",0","16.70","0","23.30","0","10.10","0","153888",",X","320","X","","","","","","","15.6","X","","","","","",""
"USW00013883","1970","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1338.8","","1338.8","0","102","0","70","0","1","","1","0","0","0","67","0","2","0","250","0","102","0","-15.0","0,0110,","25",",0,0124,","46",",0,0123,","80.8",",0,1216,","40.0","0,0619,","-0.6","0,1018","-2.8","0,1117","-8.9","0,1124","-8.9","0,1124","-8.9","0,1124","0.0","0,0403","-3.3","0,0317","-4.4","0,0316","-8.9","0,0204","-8.9","0,0204","1573.1","","1573.1","0","1307.9",",0","62.6","X","46",",0","17.91","0","24.78","0","11.04","0","167190",",X","300","X","","","","","","","15.6","X","","","","","",""
"USW00013883","1971","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1223.2","","1223.2","0","119","0","78","0","0","","1","0","0","0","54","0","0","0","253","0","63","0","-10.0","0,0120,","0","T,0,1204,+","43",",0,0325,","91.2",",0,0816,","37.2","0,0615,+","-1.1","0,1105","-2.2","0,1108","-4.4","0,1109","","","","","-0.6","0,0408","-4.4","0,0309","-4.4","0,0309","-7.8","0,0211","-8.9","0,0210","1549.2","","1549.2","0","1761.4",",0","58.2","X","63",",0","17.87","0","24.29","0","11.46","0","158118",",X","10","X","","","","","","","15.6","X","","","","","",""
"USW00013883","1972","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","948.6","","948.6","0","130","0","85","0","0","","0","0","0","0","47","0","1","0","248","0","61","0","-11.1","0,0117,","0",",0,1231,+","0",",0,1231,+","58.9",",0,0620,","36.1","0,0819,+","-1.1","0,1118","-2.8","0,1124","-5.6","0,1217","-8.3","0,1218","","","-1.1","0,0410","-2.8","0,0326","-6.7","0,0221","-6.7","0,0221","-11.1","0,0117","1208.3","","1208.3","0","1410.6",",0","62.3","X","0",",0","17.25","0","23.75","0","10.76","0","169302",",X","350","X","","","","","270","X","15.6","X","","","","","22.1","X"
"USW00013883","1973","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1156.0","","1156.0","0","112","0","92","0","10","","3","0","0","0","62","0","0","0","252","0","64","0","-15.0","0,0212,","356",",0,0211,","312",",0,0210,","137.2",",0,0615,","37.2","0,0730,","-1.7","0,1110","-2.2","0,1111","-4.4","0,1112","-7.8","0,1222","","","-0.6","0,0414","-2.2","0,0323","-5.0","0,0220","-9.4","0,0218","-9.4","0,0218","1425.7","","1425.7","0","1716.5",",0","58.7","X","462",",0","17.74","0","24.37","0","11.11","0","156504",",X","270","X","","","","","180","X","13.9","X","","","","","23.1","X"
"USW00013883","1974","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1189.7","","1189.7","0","123","0","83","0","0","","0","0","0","0","42","0","0","0","265","0","69","0","-7.2","0,0226,","0",",0,1231,+","0",",0,1231,+","51.8",",0,0101,","37.8","0,0622,","-1.1","0,1004","-3.9","0,1022","-6.7","0,1127","-6.7","0,1127","","","-0.6","0,0318","-6.7","0,0227","-6.7","0,0227","-6.7","0,0227","","","911.6","","911.6","0","1219.9",",0","59.2","X","0",",0","18.58","0","25.33","0","11.83","0","158232",",X","190","X","","","","","","","15.6","X","","","","","",""
"USW00013883","1975","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1212.7","","1212.7","0","124","0","91","0","0","","0","0","0","0","42","0","0","0","258","0","66","0","-9.4","0,1219,","0",",0,1231,+","0","T,0,0203,","76.7",",0,0714,","37.8","0,0825,","-0.6","0,1101","-3.3","0,1115","-5.0","0,1211","-9.4","0,1219","-9.4","0,1219","-0.6","0,0315","-2.8","0,0309","-7.8","0,0304","-7.8","0,0304","","","1304.2","","1304.2","0","1421.9",",0","61.4","X","0","T,0","18.23","0","24.66","0","11.79","0","166806",",X","20","X","","","","","360","X","16.5","X","","","","","27.2","X"
"USW00013883","1976","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","960.5","","960.5","0","108","0","79","0","0","","0","0","0","0","64","0","0","0","249","0","52","0","-12.2","0,0119,","0",",0,1231,+","0","T,0,1114,+","90.9",",0,0616,","37.8","0,0715,","0.0","0,1022","-3.3","0,1029","-5.0","0,1106","-6.7","0,1123","-9.4","0,1222","-1.1","0,0410","-2.2","0,0210","-4.4","0,0123","-8.9","0,0120","-8.9","0,0120","1229.2","","1229.2","0","1473.2",",0","58.0","X","0","T,0","16.91","0","23.82","0","9.99","0","154032",",X","280","X","","","","","270","X","11.2","X","","","","","20.6","X"
"USW00013883","1977","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1186.2","","1186.2","0","97","0","62","0","0","","0","0","0","0","69","0","2","0","250","0","88","0","-12.8","0,0117,","0","T,0,0131,+","0","T,0,0131,+","69.9",",0,1025,","40.6","0,0708,","0.0","0,1018","-2.8","0,1112","-5.6","0,1113","-7.8","0,1208","-8.9","0,1211","0.0","0,0309","-2.8","0,0301","-4.4","0,0222","-7.2","0,0221","-9.4","0,0208","1746.4","","1746.4","0","995.5",",0","70.1","X","0","T,0","17.17","0","24.13","0","10.22","0","188358",",X","180","X","","","","","","","16.5","X","","","","","",""
"USW00013883","1978","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1096.3","","1096.3","0","96","0","66","0","0","","0","0","0","0","68","0","0","0","246","0","69","0","-11.1","0,0111,","0","T,0,0209,+","13",",0,0209,","65.0",",0,0125,","37.2","0,0630,+","-2.2","0,1210","-2.2","0,1210","-7.2","0,1215","-7.2","0,1215","","","-0.6","0,0422","-3.3","0,0318","-7.8","0,0305","-7.8","0,0305","-9.4","0,0207","1835.7","","1835.7","0","1076.5",",0","75.6","X","13",",0","16.79","0","23.55","0","10.04","0","203172",",X","260","X","","","","","","","15.6","X","","","","","",""
"USW00013883","1979","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","915.4","","915.4","0","108","0","79","0","4","","1","0","0","0","68","0","1","0","239","0","43","0","-8.9","0,1204,+","127",",0,0219,","140",",0,0218,","100.3",",0,0904,","37.2","0,0820,+","0.0","0,1015","-3.9","0,1115","-6.7","0,1130","-6.7","0,1130","-8.9","0,1204","-0.6","0,0327","-2.2","0,0227","-7.8","0,0220","-7.8","0,0220","-8.9","0,0202","1383.7","","1383.7","0","1574.3",",0","74.0","X","140",",0","16.49","0","23.22","0","9.75","0","198864",",X","270","X","","","","","","","17.9","X","","","","","",""
"USW00013883","1980","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1069.8","","1069.8","0","101","0","76","0","3","","2","0","0","0","67","0","1","0","217","0","83","0","-15.6","0,0303,","102",",0,0303,","104",",0,0302,","70.4",",0,0928,","39.4","0,0713,","-2.2","0,1112","-2.2","0,1112","-4.4","0,1122","-7.2","0,1226","","","0.0","0,0406","-3.9","0,0315","-8.3","0,0304","-8.3","0,0304","-15.6","0,0303","1710.4","","1710.4","0","1081.1",",0","67.0","X","188",",0","16.35","0","22.98","0","9.71","0","182364",",X","310","X","","","","","","","15.6","X","","","","","",""
"USW00013883","1981","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1018.1","","1018.1","0","105","0","67","0","0","","0","0","0","0","77","0","0","0","236","0","62","0","-12.2","0,0105,","0",",0,1231,+","0","T,0,1221,+","63.5",",0,1231,","37.8","0,0721,+","-0.6","0,1020","-3.9","0,1114","-4.4","0,1122","-7.2","0,1211","-11.1","0,1220","0.0","0,0325","-3.3","0,0321","-4.4","0,0315","-6.7","0,0205","-9.4","0,0204","1720.2","","1720.2","0","1018.2",",0","70.9","X","0","T,0","16.45","0","23.37","0","9.54","0","190668",",X","290","X","","","","","180","X","13.4","X","","","","","22.1","X"
"USW00013883","1982","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1030.7","","1030.7","0","122","0","74","0","1","","1","0","0","0","54","0","3","0","246","0","44","0","-14.4","0,0111,","51",",0,0115,","84",",0,0114,","62.7",",0,0714,","36.1","0,0704,","0.0","0,1027","-2.2","0,1106","-4.4","0,1116","-7.2","0,1214","","","0.0","0,0424","-3.9","0,0309","-7.2","0,0128","-7.2","0,0128","-10.0","0,0112","1580.0","","1580.0","0","1279.9",",0","60.9","X","109",",0","17.15","0","23.39","0","10.91","0","165516",",X","330","X","","","","","315","X","15.6","X","","","","","23.6","X"
"USW00013883","1983","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","","","1083.0","","1083.0","0","99","0","67","0","0","","0","0","0","0","67","0","3","0","218","0","78","0","-14.4","0,1226,","0","T,0,0325,+","10",",0,0324,","74.9",",0,0317,","41.7","0,0821,","-0.6","0,1106","-4.4","0,1114","-4.4","0,1114","-11.1","0,1224","-11.1","0,1224","0.0","0,0422","-3.3","0,0420","-5.6","0,0209","-11.7","0,0119","-11.7","0,0119","1593.2","","1593.2","0","1153.4",",0","64.8","X","13",",0","16.53","0","23.25","0","9.82","0","176196",",X","230","X","","","","","315","X","13.4","X","","","","","22.1","X"
"USW00013883","1984","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","3.0","X","1077.2","","1077.2","0","99","0","66","0","0","","0","0","0","0","63","0","0","0","249","0","80","0","-10.0","0,0208,+","0",",0,1231,+","0","T,0,0228,+","54.9",",0,0628,","38.3","0,0620,+","-2.2","0,1107","-2.2","0,1107","-7.2","0,1207","-7.2","0,1207","","","0.0","0,0331","-3.3","0,0312","-6.7","0,0209","-6.7","0,0209","-10.0","0,0208","1655.4","","1655.4","0","1145.4",",0","","","0","T,0","17.21","0","24.32","0","10.09","0","189906",",X","200","X","","","","","270","X","14.3","X","","","","","22.1","X"
"USW00013883","1985","33.9419","-81.1181","68.6","COLUMBIA METROPOLITAN AIRPORT, SC US","3.2","X","1133.0","","1133.0","0","110","0","75","0","0","","0","0","1","0","63","0","1","0","256","0","67","0","-18.3","0,0121,","0",",0,1231,+","0","T,0,0128,+","68.1",",0,0205,","37.8","0,0606,+","-1.1","0,1109","-3.9","0,1204","-5.0","0,1207","-7.2","0,1215","-8.9","0,1222","-0.6","0,0326","-5.6","0,0319","-5.6","0,0319","-6.7","0,0216","-9.4","0,0209","1399.4","","1399.4","0","1216.1",",0","","","0","T,0","17.54","0","24.21","0","10.88","0","180908",",X","280","X","","","","","","","13.9","X","","","","","",""
