"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00051996","1997","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","","","","","","","","","","","","","22","0","162","0","42","0","","","","","","","","","40.6","0,0716,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.11","0","","","","","",""
"USC00051996","1998","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","87","0","39","0","","","9","0","","","","","14","0","165","0","49","0","","","","","51",",0,1221,+","124.5",",0,0725,","40.6","0,0721,","","","","","","","","","","","","","","","","","","","","","","","","","533.8",",0","319",",0","","","18.95","0","","","","","",""
"USC00051996","1999","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","76","0","39","0","","","3","0","","","","","6","0","178","0","41","0","","","","","51",",0,0403,","103.1",",0,0720,","38.9","0,0705,","","","","","","","","","","","","","","","","","","","","","","","","","554.5",",0","163",",0","","","19.93","0","","","","","",""
"USC00051996","2000","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","75","0","29","0","","","11","0","","","","","22","0","170","0","78","0","","","","","127",",0,0211,","42.4",",0,0308,","38.9","0,0815,+","","","","","","","","","","","","","","","","","","","","","","","","","351.7",",0","609",",0","","","19.26","0","","","","","",""
"USC00051996","2001","40.86","-102.803","1130.5","CROOK, CO US","","","488.0","","488.0","0","74","0","35","0","","","13","0","4","0","169","0","23","0","164","0","61","0","-21.7","0,1128,","","","127",",0,1126,","20.1",",0,0715,","39.4","0,0730,","-1.1","0,1006","-4.4","0,1016","-4.4","0,1016","-6.7","0,1026","-9.4","0,1119","-1.1","0,0526","-2.2","0,0424","-5.6","0,0418","-6.7","0,0320","-9.4","0,0317","3629.1","","3629.1","0","348.9",",0","648",",0","10.21","0","18.81","0","1.62","0","","","",""
"USC00051996","2002","40.86","-102.803","1130.5","CROOK, CO US","","","630.6","","630.6","0","59","0","30","0","15","","8","0","6","0","187","0","22","0","165","0","69","0","-26.7","0,0302,","127",",0,0304,+","76",",0,0301,","62.7",",0,0805,","42.2","0,0801,","-5.6","0,1013","-5.6","0,1013","-5.6","0,1013","-8.3","0,1030","-11.1","0,1031","0.0","0,0525","-5.6","0,0510","-5.6","0,0510","-7.2","0,0404","-10.0","0,0323","3278.9","","3278.9","0","287.8",",0","407",",0","10.43","0","19.40","0","1.46","0","","","",""
"USC00051996","2003","40.86","-102.803","1130.5","CROOK, CO US","","","434.0","","434.0","0","76","0","36","0","21","","12","0","5","0","175","0","18","0","168","0","53","0","-29.4","0,0225,","178",",0,0225,+","152",",0,0223,","29.7",",0,0430,","42.2","0,0726,","0.0","0,0915","-3.3","0,1001","-7.8","0,1026","-7.8","0,1026","-10.6","0,1122","-0.6","0,0521","-2.2","0,0410","-8.3","0,0409","-8.3","0,0409","-8.9","0,0310","3352.5","","3352.5","0","379.4",",0","556",",0","10.11","0","18.91","0","1.32","0","","","",""
"USC00051996","2004","40.86","-102.803","1130.5","CROOK, CO US","","","294.6","","294.6","0","86","0","45","0","21","","13","0","9","0","169","0","14","0","171","0","38","0","-28.3","0,0106,","127",",0,1129,+","127",",0,0301,","50.8",",0,0301,","39.4","0,0802,","-1.1","0,1014","-2.2","0,1026","-5.6","0,1031","-8.3","0,1102","-8.9","0,1103","-0.6","0,0515","-2.2","0,0503","-5.6","0,0414","-7.2","0,0331","-8.9","0,0302","3352.4","","3352.4","0","453.5",",0","698",",0","10.02","0","18.71","0","1.33","0","","","",""
"USC00051996","2005","40.86","-102.803","1130.5","CROOK, CO US","","","532.9","","532.9","0","82","0","39","0","18","","12","0","6","0","171","0","17","0","179","0","79","0","-26.1","0,1208,","178",",0,0107,+","152",",0,0105,","67.6",",0,0726,","44.4","0,0721,","-1.7","0,0929","-3.9","0,1006","-6.1","0,1023","-7.2","0,1024","-11.1","0,1116","-1.7","0,0504","-3.9","0,0503","-5.6","0,0502","-6.7","0,0327","-8.9","0,0315","3279.8","","3279.8","0","511.6",",0","676",",0","10.97","0","20.24","0","1.69","0","","","",""
"USC00051996","2006","40.86","-102.803","1130.5","CROOK, CO US","","","539.7","","539.7","0","73","0","28","0","21","","9","0","6","0","189","0","15","0","184","0","75","0","-25.6","0,0218,","203",",0,1225,+","178",",0,1221,","21.1",",0,0828,","42.8","0,0717,","-0.6","0,0918","-3.9","0,0928","-6.1","0,1019","-6.7","0,1022","-11.1","0,1031","0.0","0,0516","-5.6","0,0427","-5.6","0,0427","-6.7","0,0408","-10.0","0,0325","3074.7","","3074.7","0","249.9",",0","617",",0","10.80","0","20.65","0","0.95","0","","","",""
"USC00051996","2007","40.86","-102.803","1130.5","CROOK, CO US","","","614.7","","614.7","0","87","0","44","0","75","","12","0","25","0","169","0","39","0","195","0","81","0","-24.4","0,1229,","229",",0,1215,","127",",0,0121,","36.8",",0,0728,","41.1","0,0718,","-1.1","0,1008","-2.8","0,1016","-4.4","0,1023","-7.2","0,1103","-9.4","0,1106","-1.1","0,0427","-2.8","0,0416","-6.7","0,0413","-6.7","0,0413","-9.4","0,0304","3522.3","","3522.3","0","419.0",",0","775",",0","10.34","0","19.54","0","1.14","0","","","",""
"USC00051996","2008","40.86","-102.803","1130.5","CROOK, CO US","","","431.3","","431.3","0","82","0","34","0","43","","9","0","15","0","188","0","22","0","178","0","54","0","-27.2","0,1216,","152",",0,0101,","76",",0,1219,+","39.6",",0,0524,","41.7","0,0803,","-0.6","0,1007","-3.3","0,1014","-6.1","0,1024","-8.9","0,1027","-8.9","0,1027","-1.7","0,0515","-2.2","0,0514","-5.0","0,0512","-6.7","0,0418","-10.0","0,0324","3636.6","","3636.6","0","416.9",",0","483",",0","9.73","0","19.19","0","0.27","0","","","",""
"USC00051996","2009","40.86","-102.803","1130.5","CROOK, CO US","","","380.9","","380.9","0","99","0","53","0","41","","20","0","13","0","177","0","22","0","167","0","47","0","-28.3","0,1210,","178",",0,1010,","178",",0,1010,","36.8",",0,0807,","40.6","0,0725,","-1.1","0,1002","-3.9","0,1003","-8.9","0,1010","-8.9","0,1010","-8.9","0,1010","0.0","0,0415","-2.8","0,0409","-9.4","0,0407","-9.4","0,0407","-9.4","0,0407","3269.4","","3269.4","0","619.1",",0","1024",",0","9.69","0","18.55","0","0.82","0","","","",""
"USC00051996","2010","40.86","-102.803","1130.5","CROOK, CO US","","","550.4","","550.4","0","82","0","33","0","17","","11","0","3","0","179","0","13","0","175","0","73","0","-24.4","0,0108,","152",",0,0223,+","127",",0,0221,","25.9",",0,0707,","41.7","0,0718,","0.0","0,1014","-6.7","0,1028","-6.7","0,1028","-6.7","0,1028","-13.3","0,1123","-1.7","0,0513","-3.9","0,0508","-4.4","0,0427","-7.8","0,0403","-12.2","0,0225","3618.0","","3618.0","0","370.4",",0","665",",0","10.81","0","20.09","0","1.51","0","","","",""
"USC00051996","2011","40.86","-102.803","1130.5","CROOK, CO US","2.4","7","553.2","","553.2","7","102","7","45","7","28","","16","7","17","7","182","7","22","7","174","7","77","7","-27.2","7,0210,","127",",7,0226,+","102",",7,0225,","34.3",",7,0713,","41.1","7,0630,","-1.7","7,1013","-2.2","7,1018","-4.4","7,1019","-7.2","7,1027","-10.6","7,1103","-1.1","7,0515","-3.9","7,0504","-6.7","7,0503","-6.7","7,0503","-8.9","7,0310","3452.3","","3452.3","7","508.7",",7","722",",7","10.10","7","19.63","7","0.57","7","0","7","28.2","7"
"USC00051996","2012","40.86","-102.803","1130.5","CROOK, CO US","2.1","7","693.1","","693.1","7","53","7","33","7","26","","11","7","7","7","164","7","11","7","213","7","95","7","-21.7","7,1226,","102",",7,0213,","127",",7,1007,","17.8",",7,0708,","43.3","7,0627,","0.0","7,1002","-8.9","7,1007","-8.9","7,1007","-8.9","7,1007","-8.9","7,1007","-0.6","7,0513","-3.3","7,0409","-4.4","7,0408","-6.7","7,0321","-10.6","7,0308","2972.6","","2972.6","7","235.0",",7","610",",7","12.01","7","22.56","7","1.44","7","","","",""
"USC00051996","2013","40.86","-102.803","1130.5","CROOK, CO US","2.6","7","563.1","","563.1","7","82","7","42","7","42","","20","7","10","7","189","7","19","7","169","7","71","7","-22.2","7,0115,+","178",",7,0416,","178",",7,0416,","37.1",",7,0915,","41.1","7,0907,","-0.6","7,1006","-5.0","7,1016","-5.0","7,1016","-8.3","7,1106","-9.4","7,1121","-3.3","7,0506","-3.3","7,0506","-4.4","7,0505","-11.1","7,0412","-11.1","7,0412","3480.7","","3480.7","7","398.1",",7","909",",7","10.10","7","19.39","7","0.81","7","345","7","27.7","7"
"USC00051996","2014","40.86","-102.803","1130.5","CROOK, CO US","2.6","7","431.1","","431.1","7","83","7","47","7","51","","22","7","25","7","178","7","34","7","179","7","59","7","-30.6","7,0206,","203",",7,0224,+","216",",7,0223,","45.7",",7,0930,","40.0","7,0725,+","0.0","7,1004","-3.3","7,1028","-5.0","7,1029","-6.7","7,1104","-11.1","7,1111","-0.6","7,0516","-3.3","7,0503","-6.1","7,0416","-6.7","7,0415","-14.4","7,0304","3510.2","","3510.2","7","467.2",",7","1154",",7","9.69","7","18.93","7","0.45","7","360","7","26.8","7"
"USC00051996","2015","40.86","-102.803","1130.5","CROOK, CO US","2.8","7","495.5","","495.5","7","91","7","41","7","45","","13","7","12","7","170","7","25","7","189","7","68","7","-27.8","7,0101,","152",",7,1219,+","152",",7,1216,","71.1",",7,0426,","38.9","7,0831,+","-1.7","7,1016","-2.2","7,1024","-5.6","7,1029","-6.7","7,1108","-10.0","7,1121","0.0","7,0512","-2.2","7,0421","-5.0","7,0404","-12.8","7,0306","-12.8","7,0306","3282.9","","3282.9","7","550.9",",7","737",",7","10.92","7","19.84","7","2.00","7","","","60.4","7"
"USC00051996","2016","40.86","-102.803","1130.5","CROOK, CO US","3.4","7","476.0","","476.0","7","63","7","34","7","49","","13","7","11","7","166","7","16","7","205","7","63","7","-26.7","7,1218,","254",",7,0205,+","152",",7,0324,+","38.1",",7,0624,","40.0","7,0620,","-1.7","7,1007","-3.3","7,1021","-5.0","7,1108","-14.4","7,1119","-14.4","7,1119","0.0","7,0518","-2.2","7,0502","-4.4","7,0428","-7.8","7,0327","-9.4","7,0325","3232.0","","3232.0","7","388.7",",7","938",",7","10.94","7","20.40","7","1.48","7","315","7","29.1","7"
"USC00051996","2017","40.86","-102.803","1130.5","CROOK, CO US","2.9","7","469.1","","469.1","7","86","7","45","7","27","","12","7","10","7","169","7","20","7","193","7","67","7","-28.9","7,0106,","102",",7,1229,+","89",",7,0105,","33.0",",7,0509,","40.0","7,0720,","0.0","7,1009","-3.9","7,1010","-11.7","7,1027","-11.7","7,1027","-11.7","7,1027","0.0","7,0524","-2.2","7,0504","-4.4","7,0405","-6.7","7,0313","-8.9","7,0307","3051.2","","3051.2","7","391.7",",7","519",",7","10.99","7","20.48","7","1.49","7","315","7","28.6","7"
