"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1PABK0015","1999","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","119","N","70","N","211.6",",N,0916,","1388.4",",N"
"US1PABK0015","2000","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","141","N","76","N","49.0",",N,1217,","1114.7",",N"
"US1PABK0015","2001","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","122","N","71","N","101.1",",N,0616,","1049.0",",N"
"US1PABK0015","2002","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","127","N","76","N","38.6",",N,0518,","1113.4",",N"
"US1PABK0015","2003","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","164","N","103","N","72.6",",N,1211,","1550.8",",N"
"US1PABK0015","2004","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","143","N","83","N","142.0",",N,0928,","1291.5",",N"
"US1PABK0015","2005","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","129","N","81","N","146.8",",N,1008,","1324.2",",N"
"US1PABK0015","2006","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","132","N","83","N","78.0",",N,0902,","1429.3",",N"
"US1PABK0015","2007","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","144","N","73","N","116.3",",N,0415,","1250.8",",N"
"US1PABK0015","2008","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","131","N","76","N","64.5",",N,0604,","1293.7",",N"
"US1PABK0015","2009","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","142","N","92","N","87.9",",N,0802,","1401.3",",N"
"US1PABK0015","2010","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","113","N","62","N","79.0",",N,1001,","1197.0",",N"
"US1PABK0015","2011","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","140","N","94","N","105.4",",N,0814,","1873.7",",N"
"US1PABK0015","2012","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","142","N","86","N","52.8",",N,0422,","1050.6",",N"
"US1PABK0015","2013","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","131","N","80","N","90.4",",N,0607,","1281.9",",N"
"US1PABK0015","2014","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","135","N","85","N","113.8",",N,0430,","1239.0",",N"
"US1PABK0015","2015","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","125","N","78","N","46.5",",N,0627,","1133.2",",N"
"US1PABK0015","2016","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","128","N","78","N","65.5",",N,0123,","1029.5",",N"
"US1PABK0015","2017","40.2893","-75.0931","78.0","FURLONG 0.7 SW, PA US","132","N","76","N","61.7",",N,1029,","1130.2",",N"
