"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000ATAK","2013","63.3253","-143.0017","518.8","TOK AKTAS ALASKA, AK US","","","","","128","U","243","U","160","U","64","U","2","U","-48.3","U,1227,+","33.3","U,0625,","-2.8","U,0825","-2.8","U,0825","-4.4","U,0921","-10.0","U,1022","-10.0","U,1022","-1.1","U,0613","-2.2","U,0523","-8.9","U,0520","-8.9","U,0520","-8.9","U,0520","8095.8","","8095.8","U","-3.60","U","2.71","U","-9.91","U"
"USR0000ATAK","2015","63.3253","-143.0017","518.8","TOK AKTAS ALASKA, AK US","","","","","96","U","246","U","133","U","58","U","0","U","-47.8","U,0207,","31.7","U,0706,","-1.1","U,0811","-3.3","U,0812","-4.4","U,0829","-7.2","U,0924","-8.9","U,1007","-2.8","U,0613","-2.8","U,0613","-4.4","U,0430","-9.4","U,0423","-9.4","U,0423","","","","","-2.66","U","3.48","U","-8.81","U"
"USR0000ATAK","2016","63.3253","-143.0017","518.8","TOK AKTAS ALASKA, AK US","6.2","","6.2","U","100","U","237","U","146","U","60","U","0","U","-40.6","U,1214,+","29.4","U,0714,","-1.1","U,0830","-3.3","U,0831","-7.8","U,0927","-7.8","U,0927","-11.1","U,0928","-1.1","U,0530","-2.2","U,0509","-6.7","U,0505","-6.7","U,0505","-8.9","U,0404","7070.2","","7070.2","U","-1.63","U","4.60","U","-7.87","U"
