"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00413060","1973","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","70","0","50","0","0","","0","0","0","0","14","0","","","","","","","-7.2","0,1221,","0",",0,1231,+","0","T,0,0112,","132.1",",0,0914,","","","","","-7.2","0,1221","-7.2","0,1221","-7.2","0,1221","-7.2","0,1221","","","-2.2","0,0211","-2.2","0,0211","","","689.3","","689.3","0","940.6",",0","0","T,0","","","","","15.88","0","",""
"USC00413060","1974","26.558","-99.1372","97.5","FALCON DAM, TX US","2150.0","","2150.0","0","57","0","31","0","0","","0","0","0","0","6","0","0","0","310","0","176","0","-1.1","0,0211,+","0",",0,1231,+","0",",0,1231,+","48.3",",0,0506,","43.3","0,0609,","","","-0.6","0,1130","","","","","","","","","-1.1","0,0211","","","","","","","","","370.9",",0","0",",0","22.77","0","29.64","0","15.90","0","",""
"USC00413060","1975","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","63","0","38","0","0","","0","0","0","0","8","0","","","","","","","-6.1","0,0113,","0",",0,1231,+","0",",0,1231,+","45.7",",0,0902,+","","","","","-0.6","0,1127","","","","","","","","","0.0","0,0225","-4.4","0,0114","-4.4","0,0114","524.1","","524.1","","578.5",",0","0",",0","","","","","15.97","0","",""
"USC00413060","1977","26.558","-99.1372","97.5","FALCON DAM, TX US","2246.5","","2246.5","0","56","0","29","0","0","","0","0","0","0","3","0","0","0","308","0","167","0","-3.3","0,1222,","0",",0,1231,+","0",",0,1231,+","48.5",",0,0606,","41.1","0,0804,","","","-3.3","0,1222","-3.3","0,1222","","","","","","","-1.7","0,0120","","","","","756.7","","756.7","0","332.8",",0","0",",0","22.96","0","29.45","0","16.46","0","",""
"USC00413060","1978","26.558","-99.1372","97.5","FALCON DAM, TX US","2214.6","","2214.6","0","73","0","35","0","0","","0","0","0","0","2","0","0","0","286","0","153","0","-4.4","0,1210,","0",",0,1231,+","0",",0,1231,+","63.5",",0,0603,","42.8","0,0628,","","","-4.4","0,1210","-4.4","0,1210","-4.4","0,1210","","","","","","","","","","","608.6","","608.6","0","585.9",",0","0",",0","22.54","0","28.73","0","16.35","0","",""
"USC00413060","1979","26.558","-99.1372","97.5","FALCON DAM, TX US","2130.8","","2130.8","0","53","0","34","0","0","","0","0","0","0","7","0","0","0","298","0","158","0","-5.6","0,0104,+","0",",0,1231,+","0",",0,1231,+","38.6",",0,0908,","41.7","0,0531,","","","","","","","","","","","","","0.0","0,0131","-5.6","0,0104","-5.6","0,0104","597.4","","597.4","0","400.4",",0","0",",0","22.46","0","28.92","0","15.99","0","",""
"USC00413060","1980","26.558","-99.1372","97.5","FALCON DAM, TX US","2355.3","","2355.3","0","58","0","22","0","0","","0","0","0","0","4","0","0","0","298","0","175","0","-0.6","0,0304,+","0",",0,1231,+","0",",0,1231,+","28.7",",0,0722,","42.8","0,0627,","","","","","","","","","","","","","-0.6","0,0304","","","","","477.8","","477.8","0","277.1",",0","0",",0","23.25","0","29.96","0","16.54","0","",""
"USC00413060","1981","26.558","-99.1372","97.5","FALCON DAM, TX US","2071.7","","2071.7","0","67","0","50","0","0","","0","0","0","0","2","0","0","0","308","0","157","0","-1.1","0,0212,","0",",0,1231,+","0",",0,1231,+","67.3",",0,0617,","39.4","0,0818,+","","","","","","","","","","","","","-1.1","0,0212","","","","","593.9","","593.9","0","770.4",",0","0",",0","22.67","0","28.92","0","16.43","0","",""
"USC00413060","1982","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","49","0","32","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","76.2",",0,0522,","","","","","","","","","","","","","","","","","","","","","","","","","534.9",",0","0",",0","","","","","","","",""
"USC00413060","1983","26.558","-99.1372","97.5","FALCON DAM, TX US","2016.4","","2016.4","0","63","0","37","0","0","","0","0","0","0","8","0","1","0","305","0","168","0","-9.4","0,1226,+","0",",0,1231,+","0",",0,1231,+","73.7",",0,0805,","42.8","0,0503,","","","-3.3","0,1224","-3.3","0,1224","-9.4","0,1225","-9.4","0,1225","-9.4","0,1225","","","","","","","499.2","","499.2","0","615.8",",0","0",",0","22.49","0","29.23","0","15.74","0","",""
"USC00413060","1984","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","59","0","31","0","","","0","0","","","","","0","0","309","0","176","0","","","","","0",",0,1231,+","44.7",",0,0929,","42.8","0,0421,","","","","","","","","","","","","","","","","","","","","","","","391.3",",0","0",",0","","","30.00","0","","","",""
"USC00413060","1986","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","69","0","41","0","0","","0","0","0","0","0","0","","","","","","","0.6","0,0211,","0",",0,1231,+","0",",0,1231,+","43.4",",0,0430,","","","","","","","","","","","","","","","","","","","","","448.2","","448.2","0","532.4",",0","0",",0","","","","","16.96","0","",""
"USC00413060","1988","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","54","0","29","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","94.0",",0,0512,","","","","","","","","","","","","","","","","","","","","","","","","","529.9",",0","0",",0","","","","","","","",""
"USC00413060","1989","26.558","-99.1372","97.5","FALCON DAM, TX US","2364.7","","2364.7","0","46","0","27","0","0","","0","0","0","0","11","0","1","0","297","0","194","0","-9.4","0,1223,","0",",0,1231,+","0",",0,1231,+","81.3",",0,0913,","42.2","0,0526,","","","-3.3","0,1213","-3.3","0,1213","-9.4","0,1223","-9.4","0,1223","-9.4","0,1223","-1.1","0,0207","","","","","456.6","","456.6","0","374.7",",0","0",",0","23.02","0","29.72","0","16.32","0","",""
"USC00413060","1990","26.558","-99.1372","97.5","FALCON DAM, TX US","2353.4","","2353.4","0","57","0","30","0","0","","0","0","0","0","4","0","0","0","319","0","169","0","-3.3","0,1224,","0",",0,1231,+","0",",0,1231,+","63.5",",0,1108,","41.1","0,0626,+","","","-1.1","0,1208","-3.3","0,1224","","","","","","","","","","","","","524.0","","524.0","0","492.7",",0","0",",0","23.77","0","30.52","0","17.03","0","",""
"USC00413060","1991","26.558","-99.1372","97.5","FALCON DAM, TX US","2430.0","","2430.0","0","73","0","40","0","0","","0","0","0","0","0","0","0","0","305","0","187","0","1.1","0,0131,","0",",0,1231,+","0",",0,1231,+","112.3",",0,0525,","41.7","0,0813,","","","","","","","","","","","","","","","","","","","422.8","","422.8","0","607.0",",0","0",",0","23.65","0","30.04","0","17.26","0","",""
"USC00413060","1992","26.558","-99.1372","97.5","FALCON DAM, TX US","2224.2","","2224.2","0","85","0","41","0","0","","0","0","0","0","0","0","0","0","298","0","160","0","0.6","0,1128,+","0",",0,1231,+","0",",0,1231,+","67.1",",0,1023,","43.3","0,0701,","","","","","","","","","","","","","","","","","","","482.8","","482.8","0","594.5",",0","0",",0","23.18","0","29.32","0","17.04","0","",""
"USC00413060","1993","26.558","-99.1372","97.5","FALCON DAM, TX US","2224.5","","2224.5","0","70","0","32","0","0","","0","0","0","0","2","0","0","0","311","0","180","0","-0.6","0,1031,","0",",0,1231,+","0",",0,1231,+","57.4",",0,0621,","41.1","0,0604,","","","-0.6","0,1031","","","","","","","","","","","","","","","427.5","","427.5","0","409.0",",0","0",",0","23.23","0","29.95","0","16.52","0","",""
"USC00413060","1994","26.558","-99.1372","97.5","FALCON DAM, TX US","2498.5","","2498.5","0","66","0","31","0","0","","0","0","0","0","0","0","0","0","324","0","198","0","0.6","0,0202,","0",",0,1231,+","0",",0,1231,+","33.5",",0,0121,","42.8","0,0629,","","","","","","","","","","","","","","","","","","","407.2","","407.2","0","353.0",",0","0",",0","24.28","0","30.99","0","17.57","0","",""
"USC00413060","1995","26.558","-99.1372","97.5","FALCON DAM, TX US","2508.0","","2508.0","0","67","0","27","0","0","","0","0","0","0","0","0","0","0","310","0","190","0","1.7","0,0131,","0",",0,1231,+","0",",0,1231,+","91.4",",0,0922,","45.6","0,0514,","","","","","","","","","","","","","","","","","","","314.6","","314.6","0","455.8",",0","0",",0","24.09","0","30.76","0","17.42","0","",""
"USC00413060","1996","26.558","-99.1372","97.5","FALCON DAM, TX US","2625.4","","2625.4","0","50","0","21","0","0","","0","0","0","0","10","0","0","0","329","0","204","0","-6.7","0,1219,","0",",0,1231,+","0",",0,1231,+","53.8",",0,0710,","42.8","0,0804,","","","-6.7","0,1219","-6.7","0,1219","-6.7","0,1219","-6.7","0,1219","","","-1.1","0,0308","-3.9","0,0108","","","484.8","","484.8","0","426.7",",0","0",",0","24.27","0","31.63","0","16.90","0","",""
"USC00413060","1997","26.558","-99.1372","97.5","FALCON DAM, TX US","2359.3","","2359.3","0","87","0","36","0","0","","0","0","0","0","5","0","0","0","310","0","177","0","-1.7","0,0114,+","0",",0,1231,+","0",",0,1231,+","66.3",",0,0418,","42.8","0,0810,","","","0.0","0,1228","","","","","","","","","-1.1","0,0115","","","","","454.6","","454.6","0","532.8",",0","0",",0","23.34","0","30.02","0","16.66","0","",""
"USC00413060","1998","26.558","-99.1372","97.5","FALCON DAM, TX US","2749.0","","2749.0","0","54","0","28","0","","","0","0","0","0","2","0","0","0","340","0","189","0","-1.1","0,1226,","","","0",",0,1231,+","38.4",",0,0630,","46.7","0,0616,","","","0.0","0,1225","","","","","","","","","","","","","","","325.5","","325.5","0","406.9",",0","0",",0","25.10","0","32.12","0","18.08","0","",""
"USC00413060","1999","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","37","0","20","0","0","","0","0","0","0","2","0","","","","","","","-1.1","0,0110,","0",",0,1231,+","0",",0,1231,+","75.9",",0,0615,","","","","","","","","","","","","","","","0.0","0,0213","","","","","","","","","454.4",",0","0",",0","","","","","17.68","0","",""
"USC00413060","2000","26.558","-99.1372","97.5","FALCON DAM, TX US","2662.6","","2662.6","0","63","0","35","0","0","","0","0","0","0","1","0","0","0","313","0","200","0","-0.6","0,1219,","0",",0,1231,+","0",",0,1231,+","34.8",",0,0413,","44.4","0,0906,","","","-0.6","0,1219","","","","","","","","","","","","","","","244.9","","244.9","0","369.4",",0","0",",0","24.56","0","31.40","0","17.72","0","",""
"USC00413060","2001","26.558","-99.1372","97.5","FALCON DAM, TX US","2533.3","","2533.3","0","51","0","30","0","0","","0","0","0","0","2","0","0","0","318","0","185","0","-1.1","0,0120,+","0",",0,1231,+","0",",0,1231,+","74.2",",0,0911,","43.3","0,0615,","","","","","","","","","","","","","-1.1","0,0120","","","","","555.0","","555.0","0","419.7",",0","0",",0","24.17","0","30.81","0","17.54","0","",""
"USC00413060","2002","26.558","-99.1372","97.5","FALCON DAM, TX US","2471.4","","2471.4","0","51","0","29","0","0","","0","0","0","0","3","0","0","0","311","0","193","0","-2.8","0,0103,","0",",0,1231,+","0",",0,1231,+","43.7",",0,0629,","45.0","0,0619,","","","","","","","","","","","","","-0.6","0,0304","-2.8","0,0103","","","397.7","","397.7","0","475.3",",0","0",",0","23.92","0","30.61","0","17.22","0","",""
"USC00413060","2003","26.558","-99.1372","97.5","FALCON DAM, TX US","2417.1","","2417.1","0","66","0","39","0","0","","0","0","0","0","2","0","0","0","308","0","166","0","-1.7","0,1230,","0",",0,1231,+","0",",0,1231,+","86.4",",0,1012,","42.8","0,0809,","","","0.0","0,1217","","","","","","","","","","","","","","","479.9","","479.9","0","805.3",",0","0",",0","23.64","0","30.03","0","17.25","0","",""
"USC00413060","2004","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","67","0","41","0","0","","0","0","","","","","0","0","316","0","157","0","","","0",",0,1231,+","0",",0,1231,+","68.6",",0,1005,","41.1","0,0827,+","2258.6","0","","","","","","","","","","","","","","","","","370.1","","370.1","0","671.2",",0","0",",0","","","29.90","0","","","",""
"USC00413060","2005","26.558","-99.1372","97.5","FALCON DAM, TX US","2445.9","","2445.9","0","54","0","27","0","0","","0","0","0","0","0","0","0","0","318","0","202","0","1.7","0,0114,","0",",0,1231,+","0",",0,1231,+","48.8",",0,0720,","43.3","0,0704,","2665.1","0","","","","","","","","","","","","","","","","","","","","","353.6",",0","0",",0","24.06","0","31.13","0","16.99","0","48178","0"
"USC00413060","2006","26.558","-99.1372","97.5","FALCON DAM, TX US","2385.7","","2385.7","0","44","0","27","0","0","","0","0","0","0","0","0","0","0","334","0","195","0","1.1","0,1201,+","0",",0,1231,+","0",",0,1231,+","68.1",",0,0912,","41.7","0,0829,+","2811.0","0","","","","","","","","","","","","","","","","","300.2","","300.2","0","493.5",",0","0",",0","24.15","0","30.81","0","17.50","0","51053","0"
"USC00413060","2007","26.558","-99.1372","97.5","FALCON DAM, TX US","2329.6","","2329.6","0","71","0","39","0","0","","0","0","0","0","2","0","0","0","314","0","191","0","-0.6","0,1225,","0",",0,1231,+","0",",0,1231,+","61.0",",0,0702,","41.1","0,0608,","2156.4","0","-0.6","0,1225","","","","","","","","","0.0","0,0216","","","","","492.8","","492.8","0","525.0",",0","0",",0","23.44","0","29.99","0","16.88","0","35245","0"
"USC00413060","2008","26.558","-99.1372","97.5","FALCON DAM, TX US","2297.5","","2297.5","0","58","0","30","0","0","","0","0","0","0","1","0","0","0","331","0","178","0","-1.1","0,0103,","0",",0,1231,+","0",",0,1231,+","133.4",",0,0724,","41.7","0,0524,+","","","","","","","","","","","","","-1.1","0,0103","","","","","320.3","","320.3","0","838.2",",0","0",",0","23.71","0","30.72","0","16.70","0","",""
"USC00413060","2009","26.558","-99.1372","97.5","FALCON DAM, TX US","2478.0","","2478.0","0","41","0","21","0","0","","0","0","0","0","2","0","0","0","320","0","196","0","-2.8","0,1205,","0",",0,1231,+","0",",0,1231,+","195.6",",0,0910,","43.3","0,0705,","2674.9","0","-2.8","0,1205","-2.8","0,1205","","","","","","","","","","","","","320.2","","320.2","0","476.2",",0","0",",0","24.09","0","31.46","0","16.72","0","48543","0"
"USC00413060","2010","26.558","-99.1372","97.5","FALCON DAM, TX US","2218.6","","2218.6","0","58","0","33","0","0","","0","0","0","0","4","0","0","0","315","0","175","0","-5.6","0,0109,","0",",0,1231,+","0",",0,1231,+","63.5",",0,0701,","41.1","0,0824,","2202.5","0","-0.6","0,1201","","","","","","","","","0.0","0,0111","-3.3","0,0110","-5.6","0,0109","535.3","","535.3","0","643.4",",0","0",",0","23.10","0","29.98","0","16.20","0","",""
"USC00413060","2011","26.558","-99.1372","97.5","FALCON DAM, TX US","2785.2","","2785.2","7","36","7","16","7","","","","","0","7","9","7","0","7","323","7","232","7","-3.9","7,0205,","","","","","71.1",",7,0918,","43.3","7,0618,","3118.9","7","-0.6","7,1207","","","","","","","","","-0.6","K,0212","-2.2","K,0211","","","402.5","","402.5","7","246.0",",7","","","24.74","7","32.49","7","16.98","7","59014","7"
"USC00413060","2012","26.558","-99.1372","97.5","FALCON DAM, TX US","2498.9","","2498.9","7","36","7","23","7","","","","","0","7","0","7","0","7","331","7","225","7","0.6","7,0113,","","","","","147.3",",7,0701,","43.3","7,0526,","2887.8","7","","","","","","","","","","","","","","","","","341.9","","341.9","7","463.4",",7","","","24.58","7","32.32","7","16.84","7","",""
"USC00413060","2013","26.558","-99.1372","97.5","FALCON DAM, TX US","2370.1","","2370.1","7","46","7","35","7","","","","","0","7","0","7","0","7","325","7","200","7","1.7","7,1129,+","","","","","114.3",",7,0929,","43.3","7,0807,","2523.3","7","","","","","","","","","","","","","","","","","250.6","","250.6","7","789.9",",7","","","23.64","7","30.96","7","16.32","7","46213","7"
"USC00413060","2014","26.558","-99.1372","97.5","FALCON DAM, TX US","2295.2","","2295.2","7","48","7","28","7","","","","","0","7","1","7","0","7","323","7","186","7","-1.1","7,0125,","","","","","87.6",",7,0813,","43.3","7,0428,","3497.9","7","","","","","","","","","","","-1.1","7,0125","","","","","638.1","","638.1","7","489.8",",7","","","23.23","7","30.31","7","16.16","7","41057","7"
"USC00413060","2015","26.558","-99.1372","97.5","FALCON DAM, TX US","2485.7","","2485.7","7","37","7","22","7","","","","","0","7","0","7","0","7","309","7","192","7","0.6","7,0126,","","","","","78.7",",7,0318,","42.2","7,0730,+","","","","","","","","","","","","","","","","","","","485.1","","485.1","7","366.5",",7","","","24.17","7","30.76","7","17.58","7","",""
"USC00413060","2016","26.558","-99.1372","97.5","FALCON DAM, TX US","","","","","36","7","34","7","","","","","","","","","","","","","","","","","","","","","87.6",",7,0926,","","","","","","","","","","","","","","","","","","","","","","","","","487.5",",7","","","","","","","","","",""
