"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00076405","1945","39.66667","-75.75","34.1","NEWARK PUMPING STATION, DE US","8","6","203",",6,1219,","833",",6"
