"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023159","1949","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","8.0","","8.0","0","79","0","34","0","130","","32","0","63","0","244","0","66","0","111","0","0","0","-33.3","0,0117,","1092",",0,0214,+","366",",0,1210,","32.8",",0,0618,","31.1","0,0805,","-1.1","0,0812","-4.4","0,0918","-4.4","0,0918","-8.9","0,1009","-8.9","0,1009","0.0","0,0604","-3.3","0,0602","-5.0","0,0417","-6.7","0,0416","-9.4","0,0415","","","","","326.7",",0","2497",",0","3.18","0","12.61","0","-6.25","0","","","","","","","",""
"USW00023159","1950","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","0.0","","0.0","0","46","0","17","0","66","","16","0","28","0","267","0","30","0","111","0","0","0","-33.3","0,0105,+","229",",0,0103,","102",",0,1114,+","21.1",",0,0811,","31.7","0,0630,","0.0","0,0806","-2.8","0,0917","-6.1","0,0920","-10.6","0,1002","-10.6","0,1002","-1.7","0,0625","-2.2","0,0617","-7.8","0,0608","-7.8","0,0608","-11.1","0,0510","5046.5","","5046.5","0","146.1",",0","911",",0","4.99","0","14.62","0","-4.65","0","","","","","","","",""
"USW00023159","1951","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","9.8","","9.8","0","80","0","38","0","69","","22","0","40","0","248","0","42","0","110","0","0","0","-31.1","0,1208,","254",",0,1210,+","117",",0,0515,","25.9",",0,0829,","30.6","0,0718,+","-0.6","0,0910","-2.8","0,0912","-4.4","0,1004","-8.3","0,1013","-10.0","0,1022","-1.1","0,0625","-2.8","0,0611","-7.2","0,0603","-7.2","0,0603","-15.6","0,0502","4811.3","","4811.3","0","306.4",",0","1499",",0","4.02","0","13.21","0","-5.17","0","","","","","","","",""
"USW00023159","1952","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","3.9","","3.9","0","86","0","41","0","152","","27","0","65","0","246","0","74","0","121","0","0","0","-33.9","0,0102,","1473",",0,0317,+","401",",0,0118,","32.0",",0,0921,","29.4","0,0805,+","-1.1","0,0911","-5.0","0,0912","-5.0","0,0912","-7.2","0,1015","-11.1","0,1103","-0.6","0,0628","-3.9","0,0616","-4.4","0,0516","-7.2","0,0416","-9.4","0,0410","5603.6","","5603.6","0","318.8",",0","2799",",0","3.38","0","12.67","0","-5.91","0","","","","","","","",""
"USW00023159","1953","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","4.0","","4.0","0","57","0","21","0","95","","8","0","19","0","263","0","30","0","109","0","0","0","-23.3","0,0302,+","457",",0,0102,+","152",",0,1204,","14.0",",0,1117,","31.7","0,0707,","0.0","0,0831","-3.3","0,1002","-5.0","0,1004","-7.2","0,1020","-9.4","0,1024","-1.1","0,0629","-2.8","0,0627","-5.0","0,0602","-10.0","0,0529","-10.0","0,0529","5037.0","","5037.0","0","140.7",",0","665",",0","4.84","0","14.15","0","-4.47","0","","","","","","","",""
"USW00023159","1954","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","16.6","","16.6","0","52","0","32","0","81","","20","0","22","0","237","0","23","0","122","0","2","0","-26.1","0,1212,","305",",0,0325,+","254",",0,0323,","30.2",",0,1007,","32.8","0,0623,+","0.0","0,0817","-3.3","0,0918","-4.4","0,1001","-10.0","0,1027","-10.0","0,1027","0.0","0,0615","-3.9","0,0611","-7.2","0,0502","-7.2","0,0502","-14.4","0,0331","4635.4","","4635.4","0","257.2",",0","1459",",0","5.62","0","15.04","0","-3.81","0","","","","","","","",""
"USW00023159","1955","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","7.1","","7.1","0","70","0","23","0","117","","26","0","54","0","256","0","52","0","111","0","0","0","-30.0","0,0221,","762",",0,0113,+","305",",0,0110,","13.5",",0,0802,","31.1","0,0714,+","-3.9","0,0918","-3.9","0,0918","-5.0","0,0920","-7.8","0,1006","-11.1","0,1024","-0.6","0,0710","-3.9","0,0630","-4.4","0,0603","-6.7","0,0602","-10.0","0,0516","5336.9","","5336.9","0","184.9",",0","2109",",0","3.75","0","13.15","0","-5.66","0","","","","","","","",""
"USW00023159","1956","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","6.9","","6.9","0","47","0","21","0","55","","12","0","31","0","252","0","23","0","130","0","1","0","-25.6","0,0130,","203",",0,0128,","152",",0,0127,","16.5",",0,0520,","33.3","0,0628,","0.0","0,0805","-3.9","0,0922","-5.0","0,1008","-8.3","0,1013","-9.4","0,1024","0.0","0,0706","-4.4","0,0516","-4.4","0,0516","-7.8","0,0515","-12.8","0,0409","4804.0","","4804.0","0","160.6",",0","638",",0","4.91","0","14.84","0","-5.01","0","","","","","","","",""
"USW00023159","1957","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","1.7","","1.7","0","95","0","44","0","95","","34","0","24","0","255","0","27","0","106","0","0","0","-28.3","0,0128,","330",",0,0131,+","127",",0,0126,","30.7",",0,1011,","31.1","0,0802,","-1.1","0,0808","-2.8","0,0917","-5.0","0,0921","-7.2","0,1007","-8.9","0,1104","-0.6","0,0618","-3.9","0,0617","-7.2","0,0524","-7.2","0,0524","-8.9","0,0419","4942.2","","4942.2","0","371.7",",0","1846",",0","4.62","0","13.17","0","-3.93","0","","","","","","","",""
"USW00023159","1958","37.70639","-112.14556","2312.2","BRYCE CANYON AIRPORT, UT US","","","30.9","","30.9","0","45","0","26","0","84","","19","0","14","0","228","0","19","0","131","0","4","0","-26.1","0,0310,","457",",0,0316,+","305",",0,0308,","25.7",",0,0912,","33.3","0,0811,","-0.6","0,0916","-3.3","0,0925","-8.9","0,1020","-8.9","0,1020","-8.9","0,1020","0.0","0,0701","-2.8","0,0614","-5.6","0,0429","-7.2","0,0426","-8.9","0,0407","4920.7","","4920.7","0","235.0",",0","1565",",0","5.86","0","14.76","0","-3.04","0","","","","","","","",""
