"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00258365","1894","40.616667","-97.833333",,"SUTTON, NE US","628.1","","628.1","6","59","6","37","6","21","6","147","6","43","6","180","6","56","6","-29.4","6,0124,","58.7",",6,0816,","40.6","6,0726,","0.0","6,0930","-3.3","6,1008","-4.4","6,1105","-8.9","6,1110","-8.9","6,1110","-2.2","6,0519","-2.2","6,0519","-11.1","6,0329","-11.1","6,0329","-11.1","6,0329","551.5",",6","10.74","6","18.37","6","3.11","6"
"USC00258365","1896","40.616667","-97.833333",,"SUTTON, NE US","438.0","","438.0","6","","","","","7","6","146","6","34","6","150","6","18","6","-22.2","6,0315,","","","37.2","6,0804,","-0.6","6,1006","-2.8","6,1017","-5.0","6,1020","-8.9","6,1107","-8.9","6,1107","0.0","6,0418","-5.0","6,0403","-5.0","6,0403","-15.6","6,0323","-15.6","6,0323","","","9.91","6","16.29","6","3.53","6"
