"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USC00425654","1974","38.40168","-113.01624","1526.7","MILFORD, UT US","378.4","","378.4","0","59","0","26","0","58","","11","0","15","0","179","0","28","0","167","0","68","0","-27.2","0,0103,","229",",0,0123,+","135",",0,0120,","11.2",",0,1028,","37.8","0,0615,+","-0.6","0,0912","-3.9","0,0928","-4.4","0,1022","-6.7","0,1105","-8.9","0,1124","0.0","0,0609","-3.9","0,0521","-5.6","0,0429","-8.3","0,0413","-10.0","0,0321","3644.5","","3644.5","0","163.4",",0","74.2","X","907",",0","9.24","0","18.38","0","0.11","0","202230",",X","","","225","X","","","23.2","X"
"USC00425654","1975","38.40168","-113.01624","1526.7","MILFORD, UT US","252.3","","252.3","0","76","0","30","0","56","","22","0","13","0","213","0","25","0","153","0","36","0","-25.0","0,0103,","178",",0,0521,","193",",0,0520,","19.3",",0,0520,","36.7","0,0708,+","-0.6","0,0921","-6.7","0,1008","-6.7","0,1008","-6.7","0,1008","-11.1","0,1024","0.0","0,0611","-2.8","0,0526","-6.1","0,0521","-8.3","0,0506","-8.9","0,0429","3956.9","","3956.9","0","232.2",",0","71.6","X","1546",",0","8.01","0","17.05","0","-1.02","0","192540",",X","180","X","225","X","28.8","X","23.2","X"
"USC00425654","1976","38.40168","-113.01624","1526.7","MILFORD, UT US","275.6","","275.6","0","61","0","26","0","39","","17","0","12","0","197","0","14","0","169","0","44","0","-25.0","0,0305,","203",",0,0207,+","191",",0,0205,","19.6",",0,1002,","38.9","0,0710,","-1.7","0,1004","-2.8","0,1014","-9.4","0,1019","-9.4","0,1019","-9.4","0,1019","-2.8","0,0615","-2.8","0,0615","-4.4","0,0614","-8.9","0,0426","-8.9","0,0426","3747.4","","3747.4","0","203.7",",0","78.6","X","1187",",0","8.93","0","18.57","0","-0.72","0","210708",",X","225","X","225","X","33.4","X","25.5","X"
"USC00425654","1977","38.40168","-113.01624","1526.7","MILFORD, UT US","387.2","","387.2","0","64","0","22","0","11","","7","0","4","0","184","0","6","0","171","0","65","0","-24.4","0,1120,","102",",0,0325,","170",",0,0325,","21.8",",0,0513,","37.8","0,0802,","-2.2","0,0923","-2.2","0,0923","-4.4","0,1011","-9.4","0,1101","-9.4","0,1101","0.0","0,0521","-2.8","0,0511","-5.6","0,0421","-8.9","0,0420","-8.9","0,0420","3689.8","","3689.8","0","186.2",",0","73.9","X","548",",0","9.88","0","19.48","0","0.28","0","197016",",X","315","X","","","28.8","X","",""
"USC00425654","1978","38.40168","-113.01624","1526.7","MILFORD, UT US","299.2","","299.2","0","88","0","37","0","37","","13","0","4","0","172","0","20","0","160","0","46","0","-24.4","0,1208,","229",",0,1112,","206",",0,1111,","20.8",",0,1111,","38.3","0,0730,","0.0","0,0913","-3.3","0,0920","-5.0","0,1026","-11.7","0,1115","-11.7","0,1115","0.0","0,0601","-2.2","0,0525","-6.7","0,0422","-6.7","0,0422","-10.6","0,0217","3114.3","","3114.3","0","332.4",",0","69.9","X","1252",",0","9.65","0","18.17","0","1.13","0","191988",",X","180","X","225","X","28.8","X","20.6","X"
"USC00425654","1979","38.40168","-113.01624","1526.7","MILFORD, UT US","315.9","","315.9","0","64","0","24","0","51","","17","0","11","0","181","0","28","0","166","0","58","0","-31.1","0,0130,","254",",0,0206,+","114",",0,0409,","19.1",",0,0328,","38.3","0,0804,+","0.0","0,1021","-2.8","0,1022","-6.7","0,1030","-6.7","0,1030","-11.1","0,1101","0.0","0,0619","-2.2","0,0511","-4.4","0,0420","-7.2","0,0411","-9.4","0,0303","3884.5","","3884.5","0","192.2",",0","72.6","X","1172",",0","9.11","0","18.19","0","0.02","0","197904",",X","225","X","225","X","26.7","X","20.1","X"
"USC00425654","1980","38.40168","-113.01624","1526.7","MILFORD, UT US","321.8","","321.8","0","76","0","36","0","29","","17","0","0","0","175","0","8","0","162","0","50","0","-17.2","0,0209,+","102",",0,0129,","94",",0,0321,","20.1",",0,1012,","38.3","0,0722,","-1.7","0,0922","-2.2","0,0923","-6.1","0,1023","-8.3","0,1024","-9.4","0,1116","-0.6","0,0529","-3.3","0,0526","-5.0","0,0417","-9.4","0,0408","-9.4","0,0408","3435.8","","3435.8","0","311.8",",0","72.8","X","885",",0","9.90","0","18.74","0","1.06","0","197202",",X","225","X","225","X","34.4","X","21.0","X"
"USC00425654","1981","38.40168","-113.01624","1526.7","MILFORD, UT US","448.1","","448.1","0","74","0","35","0","24","","15","0","2","0","172","0","12","0","156","0","69","0","-19.4","0,1201,","102",",0,1201,+","147",",0,1129,","36.1",",0,0905,","38.9","0,0705,+","-1.7","0,1009","-3.3","0,1013","-5.6","0,1014","-6.7","0,1031","-9.4","0,1125","-1.1","0,0615","-3.3","0,0513","-5.6","0,0509","-6.7","0,0405","-10.0","0,0318","3304.7","","3304.7","0","330.3",",0","68.0","X","952",",0","10.48","0","19.21","0","1.76","0","185166",",X","180","X","225","X","26.2","X","20.6","X"
"USC00425654","1982","38.40168","-113.01624","1526.7","MILFORD, UT US","330.9","","330.9","0","81","0","42","0","54","","17","0","7","0","194","0","28","0","149","0","39","0","-28.3","0,0206,","127",",0,1209,+","97",",0,1207,","30.0",",0,0620,","36.7","0,0731,+","0.0","0,0929","-4.4","0,1006","-4.4","0,1006","-7.2","0,1020","-9.4","0,1112","-0.6","0,0609","-3.3","0,0606","-5.0","0,0506","-10.0","0,0421","-10.0","0,0421","3558.4","","3558.4","0","346.6",",0","66.6","X","955",",0","8.67","0","16.96","0","0.38","0","180546",",X","225","X","225","X","29.3","X","22.4","X"
"USC00425654","1983","38.40168","-113.01624","1526.7","MILFORD, UT US","328.4","","328.4","0","92","0","35","0","36","","18","0","2","0","178","0","7","0","149","0","45","0","-17.8","0,0102,+","229",",0,1128,+","206",",0,1125,","18.3",",0,1001,","37.2","0,0806,+","-2.8","0,0921","-2.8","0,0921","-4.4","0,1021","-7.2","0,1108","-9.4","0,1109","-0.6","0,0614","-2.2","0,0518","-6.1","0,0510","-7.2","0,0415","-8.9","0,0407","3681.9","","3681.9","0","266.9",",0","64.2","X","1442",",0","9.81","0","18.12","0","1.51","0","176142",",X","270","X","270","X","34.4","X","25.0","X"
"USC00425654","1984","38.40168","-113.01624","1526.7","MILFORD, UT US","338.9","","338.9","0","88","0","46","0","71","","22","0","19","0","199","0","34","0","156","0","46","0","-28.9","0,0118,","279",",0,1224,+","137",",0,1212,","36.1",",0,0819,","38.3","0,0706,","-2.2","0,0924","-2.2","0,0924","-5.0","0,0925","-7.8","0,1016","-9.4","0,1110","0.0","0,0517","-4.4","0,0508","-4.4","0,0508","-7.2","0,0429","-8.9","0,0306","3760.9","","3760.9","0","354.1",",0","","","1643",",0","8.12","0","16.66","0","-0.43","0","184283",",X","225","X","225","X","32.4","X","25.5","X"
"USC00425654","1985","38.40168","-113.01624","1526.7","MILFORD, UT US","380.6","","380.6","0","71","0","30","0","84","","14","0","15","0","173","0","43","0","165","0","62","0","-23.9","0,0205,","432",",0,0330,+","295",",0,0327,","35.3",",0,0918,","40.0","0,0706,+","-0.6","0,0912","-4.4","0,0929","-4.4","0,0929","-8.3","0,1106","-9.4","0,1112","-0.6","0,0530","-2.8","0,0514","-6.7","0,0402","-6.7","0,0402","-10.0","0,0401","3852.8","","3852.8","0","285.2",",0","","","1616",",0","8.67","0","17.14","0","0.19","0","185088",",X","225","X","225","X","28.3","X","21.0","X"
"USC00425654","1986","38.40168","-113.01624","1526.7","MILFORD, UT US","367.4","","367.4","0","73","0","29","0","15","","14","0","3","0","167","0","7","0","156","0","60","0","-20.6","0,0210,","127",",0,0403,+","244",",0,0402,","25.4",",0,0402,","37.2","0,0627,","-0.6","0,0919","-2.2","0,1004","-8.9","0,1013","-8.9","0,1013","-8.9","0,1013","-2.2","0,0523","-2.2","0,0523","-4.4","0,0505","-6.7","0,0427","-8.9","0,0211","3431.7","","3431.7","0","238.1",",0","","","1037",",0","10.32","0","19.19","0","1.45","0","188058",",X","225","X","225","X","27.8","X","22.8","X"
"USC00425654","1987","38.40168","-113.01624","1526.7","MILFORD, UT US","291.4","","291.4","0","85","0","30","0","53","","17","0","16","0","169","0","29","0","177","0","46","0","-27.2","0,0121,","229",",0,1225,","137",",0,0318,","21.1",",0,0720,","36.7","0,0804,","-1.1","0,0928","-2.8","0,1019","-5.6","0,1020","-7.8","0,1116","-11.7","0,1118","-0.6","0,0504","-2.8","0,0503","-5.0","0,0421","-8.3","0,0420","-10.0","0,0331","3599.3","","3599.3","0","261.2",",0","","","1330",",0","9.33","0","18.28","0","0.38","0","183649",",X","225","X","225","X","25.7","X","20.1","X"
"USC00425654","1988","38.40168","-113.01624","1526.7","MILFORD, UT US","414.6","","414.6","0","67","0","26","0","88","","17","0","23","0","172","0","35","0","179","0","71","0","-29.4","0,0120,","406",",0,0121,+","180",",0,0118,","16.3",",0,0912,","37.8","0,0624,","-5.0","0,0919","-5.0","0,0919","-5.0","0,0919","-7.2","0,1112","-10.0","0,1115","-0.6","0,0531","-3.3","0,0507","-5.0","0,0502","-6.7","0,0409","-12.8","0,0329","3869.9","","3869.9","0","214.7",",0","","","1287",",0","8.88","0","17.97","0","-0.22","0","197199",",X","225","X","225","X","28.3","X","21.9","X"
"USC00425654","1990","38.40168","-113.01624","1526.7","MILFORD, UT US","365.0","","365.0","0","56","0","33","0","","","12","0","15","0","175","0","15","0","181","0","61","0","-37.2","0,1223,","","","152",",0,0214,","29.2",",0,0708,","38.9","0,0701,","-7.2","0,1008","-7.2","0,1008","-7.2","0,1008","-7.2","0,1008","-8.9","0,1012","0.0","0,0602","-4.4","0,0509","-4.4","0,0509","-7.8","0,0316","-11.1","0,0315","","","","","289.9",",0","","","897",",0","10.04","0","19.70","0","0.39","0","","","","","","","","","",""
"USC00425654","1991","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3579.2","","3579.2","0","","","","","","","","","","","","","","","","","","","","","",""
"USC00425654","1996","38.40168","-113.01624","1526.7","MILFORD, UT US","494.2","","494.2","0","55","0","31","0","","","7","0","3","0","158","0","1","0","187","0","76","0","-23.9","0,0126,","","","102",",0,0226,","32.5",",0,1122,","38.9","0,0812,","-1.1","0,0917","-5.6","0,1018","-5.6","0,1018","-6.7","0,1020","-11.1","0,1022","0.0","0,0505","-6.7","0,0429","-6.7","0,0429","-6.7","0,0429","-8.9","0,0303","","","","","221.4",",0","","","449",",0","11.65","0","21.29","0","2.01","0","","","","","","","","","",""
"USC00425654","1997","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","68","0","35","0","","","","","","","","","","","","","","","","","","","","","23.9",",0,0103,","","","","","","","","","","","","","","","","","","","","","","","","","","","299.8",",0","","","","","","","","","","","","","","","","","","","",""
"USC00425654","1998","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","94","0","43","0","","","0","0","6","0","161","0","","","","","","","-34.4","0,1222,","","","0",",0,1231,+","20.3",",0,1025,","","","-2.2","0,1004","-2.2","0,1004","-5.6","0,1006","-6.7","0,1104","-10.6","0,1110","-0.6","0,0527","-2.8","0,0428","-6.7","0,0417","-6.7","0,0417","-9.4","0,0319","","","","","340.4",",0","","","0",",0","","","","","1.42","0","","","","","","","","","",""
"USC00425654","1999","38.40168","-113.01624","1526.7","MILFORD, UT US","313.2","","313.2","0","56","0","24","0","","","0","0","3","0","174","0","1","0","170","0","49","0","-20.0","0,0211,","","","0",",0,1231,+","17.8",",0,0210,","38.3","0,0706,","-0.6","0,0928","-3.3","0,0929","-4.4","0,1017","-7.2","0,1020","-10.0","0,1118","-2.8","0,0517","-2.8","0,0517","-4.4","0,0505","-8.3","0,0416","-10.0","0,0410","","","","","155.8",",0","","","0",",0","11.23","0","21.29","0","1.18","0","","","","","","","","","",""
"USC00425654","2001","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","59","0","28","0","","","6","0","","","","","","","","","","","","","","","152",",0,1215,","13.2",",0,0410,","","","","","","","","","","","","","","","","","","","","","","","","","","","184.7",",0","","","457",",0","","","","","","","","","","","","","","","",""
"USC00425654","2002","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","48","0","19","0","","","0","0","3","0","174","0","","","","","","","-19.4","0,0120,","","","0",",0,1231,+","38.6",",0,1003,","","","0.0","0,1003","-4.4","0,1013","-4.4","0,1013","-6.7","0,1101","-12.2","0,1102","-1.7","0,0610","-6.1","0,0509","-6.1","0,0509","-6.7","0,0320","-10.0","0,0319","","","","","181.6",",0","","","0",",0","","","","","1.37","0","","","","","","","","","",""
"USC00425654","2003","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","58","0","23","0","","","0","0","5","0","152","0","","","","","","","-19.4","0,1123,","","","13",",0,1227,","17.3",",0,1226,","","","-1.1","0,0914","-3.3","0,1011","-6.1","0,1014","-7.8","0,1104","-8.9","0,1122","-0.6","0,0520","-2.2","0,0510","-4.4","0,0409","-6.7","0,0408","-8.9","0,0404","","","","","162.5",",0","","","13",",0","","","","","2.66","0","","","","","","","","","",""
"USC00425654","2004","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","81","0","35","0","","","0","0","9","0","147","0","","","","","","","-26.1","0,0104,","","","0",",0,1231,+","76.2",",0,1021,","","","-3.3","0,0922","-3.3","0,0922","-8.3","0,1102","-8.3","0,1102","-9.4","0,1129","-0.6","0,0501","-2.2","0,0411","-6.7","0,0329","-6.7","0,0329","-11.1","0,0216","","","","","386.5",",0","","","0",",0","","","","","2.13","0","","","","","","","","","",""
"USC00425654","2005","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","","","","","","","1","0","0","0","145","0","","","","","","","-17.2","0,1128,","","","25",",0,1207,","","","","","-1.7","0,1005","-4.4","0,1011","-4.4","0,1011","-8.9","0,1116","-8.9","0,1116","-0.6","0,0502","-4.4","0,0421","-4.4","0,0421","-7.2","0,0401","-12.2","0,0315","","","","","","","","","25",",0","","","","","3.08","0","","","","","","","","","",""
"USC00425654","2008","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","52","0","24","0","34","","9","0","","","","","","","","","","","","","254",",0,1226,","241",",0,1226,","25.1",",0,0605,","","","","","","","","","","","","","","","","","","","","","","","","","","","242.4",",0","","","847",",0","","","","","","","","","","","","","","","",""
"USC00425654","2009","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","45","0","21","0","35","","10","0","","","","","","","","","","","","","127",",0,1231,","97",",0,1231,","13.7",",0,1208,","","","","","","","","","","","","","","","","","","","","","","","","","","","148.9",",0","","","729",",0","","","","","","","","","","","","","","","",""
"USC00425654","2010","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","61","0","44","0","54","","16","0","","","","","","","","","","","","","356",",0,1222,+","356",",0,1221,","40.4",",0,1221,","","","","","","","","","","","","","","","","","","","","","","","","","","","364.2",",0","","","1731",",0","","","","","","","","","","","","","","","",""
"USC00425654","2011","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","50","7","38","7","42","","8","7","","","","","","","","","","","","","178",",7,0227,","178",",7,0227,","17.8",",7,0519,","","","","","","","","","","","","","","","","","","","","","","","","","","","283.0",",7","","","617",",7","","","","","","","","","","","","","","","",""
"USC00425654","2012","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","55","7","27","7","15","","8","7","","","","","","","","","","","","","305",",7,0307,","305",",7,0307,","25.9",",7,1012,","","","","","","","","","","","","","","","","","","","","","","","","","","","206.4",",7","","","850",",7","","","","","","","","","","","","","","","",""
"USC00425654","2013","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","45","7","26","7","43","","6","7","","","","","","","","","","","","","305",",7,0309,","305",",7,0309,","29.5",",7,0309,","","","","","","","","","","","","","","","","","","","","","","","","","","","196.8",",7","","","806",",7","","","","","","","","","","","","","","","",""
"USC00425654","2015","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","57","7","36","7","","","8","7","","","","","","","","","","","","","","","330",",7,1116,","50.8",",7,0416,","","","","","","","","","","","","","","","","","","","","","","","","","","","326.6",",7","","","1217",",7","","","","","","","","","","","","","","","",""
"USC00425654","2017","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","","","","","12","","8","7","","","","","","","","","","","","","229",",7,0106,","152",",7,0105,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","698",",7","","","","","","","","","","","","","","","",""
