"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00265440","1975","39.35","-119.86667","2286.0","MOUNT ROSE BOWL, NV US","68","0","49","0","224","","2743",",0,0322,","90.9",",0,0322,","900.6",",0"
"USC00265440","1977","39.35","-119.86667","2286.0","MOUNT ROSE BOWL, NV US","51","0","36","0","","","","","40.6",",0,0103,","474.3",",0"
"USC00265440","1978","39.35","-119.86667","2286.0","MOUNT ROSE BOWL, NV US","61","0","46","0","","","","","54.9",",0,0106,","646.9",",0"
"USC00265440","1979","39.35","-119.86667","2286.0","MOUNT ROSE BOWL, NV US","57","0","44","0","","","","","77.5",",0,0214,","724.3",",0"
