"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00385658","1965","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","109","0","81","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","55.9",",0,0609,","","","","","1138.5",",0","0",",0"
"USC00385658","1966","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","99","0","72","0","1","","1","0","51",",0,0126,","38",",0,0126,","88.9",",0,0807,","","","","","1207.5",",0","38",",0"
"USC00385658","1968","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","95","0","72","0","","","","","","","","","58.4",",0,0608,","","","","","1107.3",",0","",""
"USC00385658","1969","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","91","0","68","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","93.2",",0,0419,","","","","","1274.6",",0","0",",0"
"USC00385658","1970","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","99","0","66","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","82.8",",0,0710,","","","","","1191.2",",0","0",",0"
"USC00385658","1971","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","113","0","82","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","57.4",",0,0303,","","","","","1277.7",",0","0",",0"
"USC00385658","1972","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","104","0","80","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","67.3",",0,0620,","","","","","1214.1",",0","0",",0"
"USC00385658","1973","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","107","0","84","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","74.9",",0,0529,","","","","","1386.0",",0","0",",0"
"USC00385658","1974","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","112","0","87","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","66.5",",0,0804,","","","","","1433.6",",0","0",",0"
"USC00385658","1975","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","120","0","89","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","81.5",",0,0403,","","","","","1457.4",",0","0",",0"
"USC00385658","1976","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","97","0","78","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","132.1",",0,1008,","","","","","1389.8",",0","0",",0"
"USC00385658","1977","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","84","0","66","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","76.5",",0,1026,","","","","","1089.0",",0","0",",0"
"USC00385658","1978","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","68","0","61","0","0","","0","0","0",",0,1231,+","0","T,0,0115,","101.6",",0,0903,","","","","","981.0",",0","0","T,0"
"USC00385658","1979","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","70","0","65","0","2","","2","0","127",",0,0219,","102",",0,0218,","59.7",",0,0426,+","","","","","1288.4",",0","153",",0"
"USC00385658","1980","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","84","0","74","0","","","3","0","","","102",",0,0303,","58.2",",0,0929,","","","","","1012.7",",0","203",",0"
"USC00385658","1981","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","83","0","68","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","85.1",",0,0211,","","","","","1014.1",",0","0",",0"
"USC00385658","1982","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","112","0","84","0","0","","1","0","0",",0,1231,+","51",",0,0114,","51.6",",0,0808,","","","","","1200.1",",0","64",",0"
"USC00385658","1983","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","88","0","72","0","0","","2","0","0",",0,1231,+","33",",0,0324,+","81.3",",0,0409,","","","","","1318.7",",0","66",",0"
"USC00385658","1985","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","82","0","69","0","","","","","","","","","99.1",",0,1002,","","","","","1142.5",",0","",""
"USC00385658","1986","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","82","0","67","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","71.1",",0,0726,","","","","","1060.0",",0","0",",0"
"USC00385658","1987","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","62","0","56","0","0","","1","0","0",",0,1231,+","38",",0,0115,","53.3",",0,0617,","","","","","870.2",",0","51",",0"
"USC00385658","1988","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","66","0","60","0","1","","0","0","51",",0,0108,","0",",0,1231,+","106.7",",0,0728,","","","","","1090.0",",0","0",",0"
"USC00385658","1989","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","92","0","84","0","1","","0","0","152",",0,0224,","0",",0,1231,+","56.4",",0,1002,","","","","","1296.8",",0","0",",0"
"USC00385658","1990","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","73","0","66","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","200.7",",0,1012,","","","","","1381.7",",0","0",",0"
"USC00385658","1991","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","79","0","68","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","101.6",",0,0615,","","","","","1190.0",",0","0",",0"
"USC00385658","1992","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","90","0","81","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","101.6",",0,0321,","","","","","1442.6",",0","0",",0"
"USC00385658","1994","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","85","0","73","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","130.8",",0,0627,","","","","","1292.0",",0","0",",0"
"USC00385658","1995","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","","","","","0","","0","0","0",",0,1231,+","0",",0,1231,+","","","","","","","","","0",",0"
"USC00385658","2010","33.92356","-82.14392","150.9","MC CORMICK 9 E, SC US","","","","","","","","","","","","","","","1695.8","","1695.8","","","","",""
