"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00415550","1898","31.95","-96.616667","137.2","MANN, TX US","46","6","46","6","85.1",",6,0710,","","","","","887.1",",6"
"USC00415550","1903","31.95","-96.616667","137.2","MANN, TX US","","","","","","","1129.1","","1129.1","6","",""
