"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00204419","2003","46.3075","-84.50861","215.8","KINROSS 2 N, MI US","158","0","84","0","145","","55","0","47","0","199","0","-35.6","0,0303,","660",",0,0313,+","203",",0,1225,","45.7",",0,1123,","-2.2","0,0921","-2.2","0,0921","-5.0","0,1002","-7.8","0,1024","-17.8","0,1109","0.0","0,0628","-2.2","0,0601","-4.4","0,0504","-6.7","0,0426","-15.6","0,0409","921.5",",0","3923",",0","-2.59","0"
"USC00204419","2004","46.3075","-84.50861","215.8","KINROSS 2 N, MI US","151","0","98","0","138","","48","0","38","0","190","0","-35.0","0,0124,+","889",",0,0221,+","356",",0,0220,","32.8",",0,0220,","-2.8","0,0929","-2.8","0,0929","-7.2","0,1109","-7.2","0,1109","-12.2","0,1126","-1.1","0,0625","-3.3","0,0529","-5.0","0,0428","-6.7","0,0423","-13.9","0,0405","1054.8",",0","3734",",0","-1.79","0"
