"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00140313","1917","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","59","6","44","6","","","","","","","","","50.8",",6,0719,","","","","","646.0",",6","",""
"USC00140313","1918","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","72","6","54","6","","","","","","","","","184.2",",6,0506,","","","","","1119.6",",6","",""
"USC00140313","1919","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","77","6","55","6","","","","","","","","","110.5",",6,1004,","","","","","787.8",",6","",""
"USC00140313","1921","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","","","","","","","","","","","","","","","1778.7","","1778.7","","","","",""
"USC00140313","1922","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","76","6","58","6","","","3","6","","","102",",6,0228,","116.8",",6,0408,","","","","","1162.4",",6","224",",6"
"USC00140313","1949","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","80","0","67","0","","","","","","","","","80.8",",0,0918,","","","","","948.5",",0","",""
"USC00140313","1950","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","65","0","44","0","0","","0","0","0","T,0,1208,+","0","T,0,1208,+","120.4",",0,0710,","","","","","876.4",",0","0","T,0"
"USC00140313","1951","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","86","0","70","0","7","","6","0","152",",0,1106,+","150",",0,1106,","77.7",",0,0501,","","","","","1203.1",",0","388",",0"
"USC00140313","1953","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","49","0","41","0","5","","2","0","51",",0,0224,+","51",",0,0117,","61.5",",0,0712,","","","","","563.4",",0","115",",0"
"USC00140313","1954","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","55","0","42","0","4","","2","0","76",",0,0123,+","76",",0,0122,","45.7",",0,0524,","","","","","526.4",",0","127",",0"
"USC00140313","1955","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","62","0","49","0","5","","3","0","76",",0,0322,","76",",0,0322,","73.4",",0,1002,","","","","","676.7",",0","142",",0"
"USC00140313","1956","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","58","0","39","0","14","","6","0","76",",0,0202,+","64",",0,0202,+","45.7",",0,1014,","","","","","467.0",",0","266",",0"
"USC00140313","1957","37.0631","-97.0399","340.8","ARKANSAS CITY, KS US","102","0","71","0","5","","4","0","76",",0,0412,+","89",",0,0412,","75.7",",0,0403,","","","","","1224.7",",0","226",",0"
