"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00413280","1941","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","","","","","81","0","49","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0318,+","72.6",",0,0606,","","","","","","","","","","","","","","","","","","","","","","","","","1417.8","","","","715.4",",0","0","T,0","","","","","","","",""
"USC00413280","1945","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","1248.0","","1248.0","0","29","0","20","0","0","","0","0","0","0","50","0","0","0","282","0","125","0","-6.7","0,1219,","0",",0,1231,+","0",",0,1231,+","55.4",",0,0401,","42.8","0,0628,","","","-0.6","0,1114","-2.2","0,1123","-5.6","0,1204","-6.7","0,1219","","","-3.3","0,0406","-3.3","0,0406","-5.6","0,0222","","","","","1249.3","","1249.3","0","296.0",",0","0",",0","18.61","0","27.04","0","10.19","0","",""
"USC00413280","1947","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","","","","","28","0","18","0","8","","4","0","0","0","68","0","","","","","","","-15.6","0,0105,","102",",0,0102,+","114",",0,0118,","66.5",",0,0510,","","","","","-3.3","0,1107","-3.3","0,1107","-5.0","0,1214","","","","","-2.8","0,0417","-2.8","0,0417","-5.0","0,0316","-7.8","0,0224","-15.6","0,0105","","","","","233.3",",0","300",",0","","","","","9.77","0","",""
"USC00413280","1949","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","1127.7","","1127.7","0","59","0","36","0","2","","1","0","0","0","53","0","5","0","271","0","109","0","-15.0","0,0130,","51",",0,0130,","51",",0,0130,","66.5",",0,0424,","40.0","0,0624,","","","-1.7","0,1031","-2.2","0,1212","-8.3","0,1215","-8.3","0,1215","-10.0","0,1216","0.0","0,0405","-2.2","0,0210","-4.4","0,0202","-10.0","0,0201","-10.0","0,0201","","","","","421.8",",0","79",",0","17.63","0","25.62","0","9.64","0","",""
"USC00413280","1950","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","1281.7","","1281.7","0","44","0","28","0","0","","0","0","0","0","51","0","0","0","298","0","136","0","-12.8","0,1207,+","0",",0,1231,+","0","T,0,0213,","26.7",",0,0511,","38.3","0,0824,+","","","-2.8","0,1104","-2.8","0,1104","-8.3","0,1111","-8.3","0,1111","-12.8","0,1206","-0.6","0,0319","-2.8","0,0314","-4.4","0,0214","","","","","1030.3","","1030.3","0","281.3",",0","0","T,0","19.00","0","27.65","0","10.35","0","",""
"USC00413280","1952","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","1228.7","","1228.7","0","40","0","22","0","","","","","0","0","52","0","0","0","268","0","120","0","-7.2","0,0106,","","","","","50.5",",0,0528,","41.1","0,0901,","","","0.0","0,1111","-2.2","0,1119","-5.0","0,1210","","","","","-3.3","0,0412","-3.3","0,0412","-6.7","0,0323","-6.7","0,0323","","","1194.9","","1194.9","0","284.7",",0","","","18.16","0","26.52","0","9.79","0","",""
"USC00413280","1953","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","1410.0","","1410.0","0","36","0","14","0","0","","1","0","0","0","52","0","2","0","280","0","127","0","-15.6","0,1224,","0",",0,1231,+","33",",0,1223,","14.7",",0,1004,","41.7","0,0626,+","","","0.0","0,1108","-6.7","0,1122","-6.7","0,1122","-6.7","0,1122","-12.8","0,1223","0.0","0,0305","-2.2","0,0304","-7.8","0,0222","-7.8","0,0222","","","1231.4","","1231.4","0","112.5",",0","33",",0","18.71","0","27.07","0","10.35","0","53382","0"
"USC00413280","1954","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","1388.9","","1388.9","0","42","0","21","0","0","","0","0","0","0","46","0","0","0","288","0","138","0","-7.2","0,0121,+","0",",0,1231,+","0","T,0,1229,","54.4",",0,0609,","41.1","0,0728,","2922.0","0","0.0","0,1105","-2.8","0,1209","-4.4","0,1213","","","","","-3.3","0,0314","-3.3","0,0314","-4.4","0,0228","-6.7","0,0122","","","1256.7","","1256.7","0","272.3",",0","0","T,0","19.10","0","27.30","0","10.89","0","49302","0"
"USC00413280","1955","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","1217.2","","1217.2","0","49","0","20","0","0","","1","0","0","0","63","0","0","0","280","0","122","0","-12.2","0,0110,","0","T,0,1108,","102",",0,0110,","46.2",",0,0518,","40.0","0,0626,","","","-0.6","0,1103","-2.2","0,1108","-5.0","0,1111","","","","","-3.9","0,0329","-3.9","0,0329","-4.4","0,0328","-8.3","0,0327","-8.9","0,0326","1247.5","","1247.5","0","233.3",",0","115",",0","18.13","0","26.55","0","9.72","0","",""
"USC00413280","1956","30.9071","-102.9153","926.0","FORT STOCKTON, TX US","","","","","30","0","12","0","1","","2","0","","","","","","","","","","","","","25",",0,0118,","89",",0,0204,","16.5",",0,0705,","","","","","","","","","","","","","","","","","","","","","","","","","1288.5","","1288.5","0","114.3",",0","160",",0","","","","","","","",""
